fused10,fused15
8.04287522060953,8.01160773668572
8.04314802002733,8.01578060926266
8.04616246218684,8.01340455871008
8.044449384524,7.98886548182384
8.04368724060288,8.01119860155599
8.04886271140106,7.99782980750457
8.05084680451089,8.0114602569912
8.05084680451089,7.99955352210602
8.04445248224949,7.98886548182384
8.04334142491866,8.00096318594132
8.04281435859293,8.00516907183597
8.05084680451089,7.98886548182384
8.05084680451089,8.01424545494214
8.04460974663153,8.01212443704259
8.04356616595413,7.98886548182384
8.04583151681024,7.98886548182384
8.04631931333137,7.98886557433624
8.04569528865621,7.98886548182384
8.04466917146423,7.98886548182384
8.04638356171264,8.0120664617656
8.04372470389847,7.98886548182384
8.0443029657982,7.99426737511313
8.05084680451089,8.01169381608213
8.04450550700112,7.98886548182384
8.04464226271546,8.01068293662103
8.04666835913517,7.98886548182384
8.05084680451089,7.98886548182384
8.04775888276735,7.9997004995033
8.04427785574102,7.98891215634355
8.04413539063313,8.0108755921544
8.04475807685739,8.01410854504915
8.04454768686857,7.99111173597467
8.05084680451089,7.99619292870378
8.05084680451089,7.98886548182384
8.04613337498778,8.01225116995277
8.0446031595736,7.98886548182384
8.04379247084937,8.01209486270399
8.04420643509614,8.00266970182293
8.04519390997139,7.99089737799126
8.04480999217711,8.012438330963
8.04499113586443,8.00974858127276
8.04270964260546,8.01291142987669
8.0434942371051,8.00417796527327
8.05084680451089,8.01592261438324
8.05084680451089,7.99938670532458
8.0434898238588,7.98886548182384
8.04454150355955,7.99146812745115
8.0440795607447,7.98886548182384
8.04539328338702,8.01145232230152
8.04540707796295,7.99574835991577
8.045741320649,8.00220648307216
8.04592384866239,7.98886548182384
8.04332199034083,8.00275054286255
8.0428660576739,7.98928819675483
8.04384981477351,7.98886548182384
8.04543169775882,7.98886548182384
8.04417737567141,7.98886548182384
8.04261584335972,7.98886548182384
8.05084680451089,8.01461578013659
8.05084680451089,7.98886548182384
8.04362799749807,7.98886548182384
8.04296412951896,8.0043645906293
8.0462995267647,8.00588015164826
8.05084680451089,8.00343396815778
8.04637317752005,8.00281698153112
8.04449920647849,8.00501405406092
8.04444037771876,8.00728682629132
8.04490659805318,7.99621099336537
8.04499969080254,8.01307710866458
8.04553465267148,8.01183562767475
8.05084680451089,7.99864556546289
8.04384908301708,8.00945221632435
8.04632964923088,8.00992976962923
8.04503455700549,7.99386527536238
8.04544313662612,8.00901888523953
8.04945863577353,7.98886548182384
8.04415289934846,8.00568923260891
8.05084680451089,8.01432694303501
8.04564715906725,8.01250475130306
8.04416205032325,7.98886548182384
8.04386618639144,7.98886562101888
8.04514749299223,7.98886548182384
8.04459118354523,7.99486895346812
8.0458606267601,8.01453597257041
8.05084680451089,8.00917390274492
8.0490322159953,8.01154826810046
