t,T_center_q1,T_center_q2,T_surface_q1,T_surface_q2,C_surface_q1,C_surface_q2
1,28.0,28.0,28.0002,28.0001,2.5351,2.5352
2,28.0,28.0,28.0005,28.0004,2.5222,2.5227
3,28.0,28.0,28.0009,28.0007,2.511,2.5119
4,28.0,28.0,28.0015,28.001,2.5012,2.5026
5,28.0,28.0,28.002,28.0014,2.4923,2.4943
6,28.0,28.0,28.0027,28.0019,2.4844,2.4869
7,28.0,28.0,28.0034,28.0024,2.4771,2.4802
8,28.0,28.0,28.0041,28.0029,2.4705,2.4741
9,28.0,28.0,28.0049,28.0034,2.4643,2.4684
10,28.0,28.0,28.0057,28.004,2.4586,2.4631
11,28.0,28.0,28.0066,28.0046,2.4532,2.4582
12,28.0,28.0,28.0075,28.0053,2.4481,2.4535
13,28.0,28.0,28.0085,28.006,2.4433,2.449
14,28.0,28.0,28.0094,28.0067,2.4387,2.4448
15,28.0,28.0,28.0104,28.0074,2.4343,2.4408
16,28.0,28.0,28.0115,28.0081,2.4301,2.4369
17,28.0,28.0,28.0126,28.0089,2.4261,2.4331
18,28.0,28.0,28.0137,28.0097,2.4222,2.4295
19,28.0,28.0,28.0148,28.0105,2.4184,2.426
20,28.0,28.0,28.016,28.0113,2.4147,2.4226
21,28.0,28.0,28.0172,28.0122,2.4112,2.4193
22,28.0,28.0,28.0184,28.0131,2.4077,2.4161
23,28.0,28.0,28.0197,28.014,2.4044,2.413
24,28.0,28.0,28.0209,28.0149,2.4011,2.41
25,28.0,28.0,28.0222,28.0158,2.3979,2.407
26,28.0,28.0,28.0235,28.0168,2.3948,2.4041
27,28.0,28.0,28.0249,28.0177,2.3918,2.4013
28,28.0,28.0,28.0263,28.0187,2.3888,2.3985
29,28.0,28.0,28.0277,28.0197,2.3859,2.3958
30,28.0,28.0,28.0291,28.0207,2.383,2.3931
31,28.0,28.0,28.0305,28.0218,2.3802,2.3905
32,28.0,28.0,28.032,28.0228,2.3774,2.388
33,28.0,28.0,28.0334,28.0239,2.3747,2.3854
34,28.0,28.0,28.0349,28.025,2.3721,2.383
35,28.0,28.0,28.0365,28.0261,2.3694,2.3805
36,28.0,28.0,28.038,28.0272,2.3669,2.3781
37,28.0,28.0,28.0396,28.0283,2.3643,2.3758
38,28.0,28.0,28.0411,28.0295,2.3618,2.3735
39,28.0,28.0,28.0427,28.0306,2.3594,2.3712
40,28.0,28.0,28.0444,28.0318,2.357,2.3689
41,28.0,28.0,28.046,28.033,2.3546,2.3667
42,28.0,28.0,28.0476,28.0342,2.3522,2.3645
43,28.0,28.0,28.0493,28.0354,2.3499,2.3623
44,28.0,28.0,28.051,28.0366,2.3476,2.3602
45,28.0,28.0,28.0527,28.0379,2.3453,2.3581
46,28.0,28.0,28.0544,28.0391,2.3431,2.356
47,28.0,28.0,28.0562,28.0404,2.3409,2.3539
48,28.0,28.0,28.0579,28.0417,2.3387,2.3519
49,28.0,28.0,28.0597,28.043,2.3366,2.3499
50,28.0,28.0,28.0615,28.0443,2.3344,2.3479
51,28.0,28.0,28.0633,28.0456,2.3323,2.346
52,28.0,28.0,28.0651,28.0469,2.3302,2.344
53,28.0,28.0,28.067,28.0483,2.3282,2.3421
54,28.0,28.0,28.0688,28.0496,2.3261,2.3402
55,28.0,28.0,28.0707,28.051,2.3241,2.3383
56,28.0,28.0,28.0726,28.0524,2.3221,2.3365
57,28.0,28.0,28.0745,28.0538,2.3201,2.3346
58,28.0,28.0,28.0764,28.0552,2.3182,2.3328
59,28.0,28.0,28.0783,28.0566,2.3163,2.331
60,28.0,28.0,28.0802,28.058,2.3143,2.3292
61,28.0,28.0,28.0822,28.0595,2.3124,2.3274
62,28.0,28.0,28.0843,28.061,2.3106,2.3257
63,28.0,28.0,28.0864,28.0625,2.3087,2.324
64,28.0,28.0,28.0885,28.0641,2.3068,2.3222
65,28.0,28.0,28.0907,28.0657,2.305,2.3205
66,28.0,28.0,28.0929,28.0673,2.3032,2.3188
67,28.0,28.0,28.0951,28.0689,2.3014,2.3172
68,28.0,28.0,28.0974,28.0706,2.2996,2.3155
69,28.0,28.0,28.0996,28.0723,2.2978,2.3139
70,28.0,28.0,28.1019,28.0739,2.2961,2.3122
71,28.0,28.0,28.1042,28.0756,2.2943,2.3106
72,28.0,28.0,28.1066,28.0774,2.2926,2.309
73,28.0,28.0,28.1089,28.0791,2.2909,2.3074
74,28.0,28.0,28.1113,28.0809,2.2892,2.3058
75,28.0,28.0,28.1137,28.0826,2.2875,2.3043
76,28.0,28.0,28.1162,28.0844,2.2858,2.3027
77,28.0,28.0,28.1186,28.0862,2.2842,2.3011
78,28.0,28.0,28.1211,28.0881,2.2825,2.2996
79,28.0,28.0,28.1236,28.0899,2.2809,2.2981
80,28.0,28.0,28.1261,28.0917,2.2793,2.2966
81,28.0,28.0,28.1286,28.0936,2.2777,2.2951
82,28.0,28.0,28.1312,28.0955,2.2761,2.2936
83,28.0,28.0,28.1337,28.0974,2.2745,2.2921
84,28.0,28.0,28.1363,28.0993,2.2729,2.2906
85,28.0,28.0,28.1389,28.1012,2.2713,2.2892
86,28.0,28.0,28.1415,28.1032,2.2698,2.2877
87,28.0,28.0,28.1442,28.1051,2.2682,2.2863
88,28.0,28.0,28.1468,28.1071,2.2667,2.2849
89,28.0,28.0,28.1495,28.1091,2.2652,2.2834
90,28.0,28.0,28.1522,28.1111,2.2636,2.282
91,28.0,28.0,28.1549,28.1131,2.2621,2.2806
92,28.0,28.0,28.1576,28.1151,2.2606,2.2792
93,28.0,28.0,28.1604,28.1171,2.2591,2.2779
94,28.0,28.0,28.1631,28.1192,2.2577,2.2765
95,28.0,28.0,28.1659,28.1212,2.2562,2.2751
96,28.0,28.0,28.1687,28.1233,2.2547,2.2738
97,28.0,28.0,28.1715,28.1254,2.2533,2.2724
98,28.0,28.0,28.1743,28.1275,2.2518,2.2711
99,28.0001,28.0,28.1771,28.1296,2.2504,2.2697
100,28.0001,28.0,28.18,28.1317,2.249,2.2684
101,28.0001,28.0,28.1829,28.1338,2.2476,2.2671
102,28.0001,28.0,28.1857,28.136,2.2461,2.2658
103,28.0001,28.0,28.1886,28.1381,2.2447,2.2645
104,28.0001,28.0,28.1916,28.1403,2.2433,2.2632
105,28.0001,28.0,28.1945,28.1425,2.242,2.2619
106,28.0001,28.0,28.1974,28.1447,2.2406,2.2606
107,28.0001,28.0,28.2004,28.1469,2.2392,2.2593
108,28.0001,28.0,28.2033,28.1491,2.2378,2.2581
109,28.0001,28.0,28.2063,28.1513,2.2365,2.2568
110,28.0001,28.0,28.2093,28.1535,2.2351,2.2556
111,28.0001,28.0,28.2123,28.1558,2.2338,2.2543
112,28.0001,28.0,28.2154,28.158,2.2325,2.2531
113,28.0001,28.0,28.2184,28.1603,2.2311,2.2519
114,28.0002,28.0,28.2215,28.1626,2.2298,2.2506
115,28.0002,28.0,28.2245,28.1649,2.2285,2.2494
116,28.0002,28.0,28.2276,28.1672,2.2272,2.2482
117,28.0002,28.0001,28.2307,28.1695,2.2259,2.247
118,28.0002,28.0001,28.2338,28.1718,2.2246,2.2458
119,28.0002,28.0001,28.2369,28.1742,2.2233,2.2446
120,28.0002,28.0001,28.2401,28.1765,2.222,2.2434
121,28.0002,28.0001,28.2432,28.1788,2.2207,2.2422
122,28.0003,28.0001,28.2462,28.1811,2.2195,2.241
123,28.0003,28.0001,28.2492,28.1834,2.2182,2.2399
124,28.0003,28.0001,28.2523,28.1857,2.2169,2.2387
125,28.0003,28.0001,28.2553,28.1879,2.2157,2.2375
126,28.0003,28.0001,28.2583,28.1902,2.2144,2.2364
127,28.0003,28.0001,28.2613,28.1924,2.2132,2.2352
128,28.0004,28.0001,28.2643,28.1947,2.212,2.2341
129,28.0004,28.0001,28.2673,28.197,2.2107,2.233
130,28.0004,28.0001,28.2703,28.1992,2.2095,2.2318
131,28.0004,28.0001,28.2732,28.2015,2.2083,2.2307
132,28.0005,28.0001,28.2762,28.2037,2.2071,2.2296
133,28.0005,28.0001,28.2792,28.206,2.2059,2.2285
134,28.0005,28.0001,28.2822,28.2082,2.2047,2.2273
135,28.0005,28.0002,28.2852,28.2105,2.2035,2.2262
136,28.0006,28.0002,28.2882,28.2127,2.2023,2.2251
137,28.0006,28.0002,28.2912,28.215,2.2011,2.224
138,28.0006,28.0002,28.2942,28.2173,2.1999,2.2229
139,28.0006,28.0002,28.2972,28.2195,2.1987,2.2219
140,28.0007,28.0002,28.3002,28.2218,2.1976,2.2208
141,28.0007,28.0002,28.3032,28.2241,2.1964,2.2197
142,28.0007,28.0002,28.3062,28.2264,2.1952,2.2186
143,28.0008,28.0002,28.3092,28.2286,2.1941,2.2176
144,28.0008,28.0003,28.3122,28.2309,2.1929,2.2165
145,28.0009,28.0003,28.3152,28.2332,2.1918,2.2154
146,28.0009,28.0003,28.3183,28.2355,2.1906,2.2144
147,28.0009,28.0003,28.3213,28.2378,2.1895,2.2133
148,28.001,28.0003,28.3243,28.2401,2.1884,2.2123
149,28.001,28.0003,28.3273,28.2424,2.1872,2.2112
150,28.0011,28.0003,28.3304,28.2447,2.1861,2.2102
151,28.0011,28.0004,28.3334,28.247,2.185,2.2092
152,28.0012,28.0004,28.3365,28.2493,2.1839,2.2081
153,28.0012,28.0004,28.3395,28.2516,2.1828,2.2071
154,28.0013,28.0004,28.3426,28.2539,2.1817,2.2061
155,28.0013,28.0004,28.3456,28.2563,2.1805,2.2051
156,28.0014,28.0005,28.3487,28.2586,2.1794,2.204
157,28.0014,28.0005,28.3517,28.2609,2.1784,2.203
158,28.0015,28.0005,28.3548,28.2632,2.1773,2.202
159,28.0015,28.0005,28.3579,28.2656,2.1762,2.201
160,28.0016,28.0005,28.361,28.2679,2.1751,2.2
161,28.0017,28.0006,28.364,28.2703,2.174,2.199
162,28.0017,28.0006,28.3671,28.2726,2.1729,2.198
163,28.0018,28.0006,28.3702,28.275,2.1719,2.197
164,28.0019,28.0006,28.3733,28.2773,2.1708,2.1961
165,28.0019,28.0007,28.3764,28.2797,2.1697,2.1951
166,28.002,28.0007,28.3795,28.2821,2.1687,2.1941
167,28.0021,28.0007,28.3826,28.2844,2.1676,2.1931
168,28.0022,28.0007,28.3857,28.2868,2.1666,2.1922
169,28.0022,28.0008,28.3888,28.2892,2.1655,2.1912
170,28.0023,28.0008,28.392,28.2916,2.1645,2.1902
171,28.0024,28.0008,28.3951,28.294,2.1634,2.1893
172,28.0025,28.0009,28.3982,28.2964,2.1624,2.1883
173,28.0026,28.0009,28.4014,28.2987,2.1614,2.1874
174,28.0027,28.0009,28.4045,28.3011,2.1603,2.1864
175,28.0028,28.001,28.4077,28.3036,2.1593,2.1855
176,28.0028,28.001,28.4108,28.306,2.1583,2.1845
177,28.0029,28.001,28.414,28.3084,2.1573,2.1836
178,28.003,28.0011,28.4171,28.3108,2.1563,2.1827
179,28.0031,28.0011,28.4203,28.3132,2.1553,2.1817
180,28.0032,28.0012,28.4235,28.3156,2.1542,2.1808
181,28.0034,28.0012,28.4266,28.318,2.1532,2.1799
182,28.0035,28.0013,28.4297,28.3204,2.1522,2.1789
183,28.0036,28.0013,28.4328,28.3228,2.1512,2.178
184,28.0037,28.0013,28.4358,28.3251,2.1502,2.1771
185,28.0038,28.0014,28.4389,28.3275,2.1493,2.1762
186,28.0039,28.0014,28.4419,28.3298,2.1483,2.1753
187,28.004,28.0015,28.4449,28.3321,2.1473,2.1744
188,28.0042,28.0015,28.4479,28.3344,2.1463,2.1735
189,28.0043,28.0016,28.4509,28.3367,2.1453,2.1726
190,28.0044,28.0016,28.4539,28.3391,2.1443,2.1717
191,28.0045,28.0017,28.4569,28.3414,2.1434,2.1708
192,28.0047,28.0017,28.4599,28.3437,2.1424,2.1699
193,28.0048,28.0018,28.4629,28.346,2.1414,2.169
194,28.005,28.0019,28.4659,28.3483,2.1405,2.1681
195,28.0051,28.0019,28.4689,28.3506,2.1395,2.1672
196,28.0052,28.002,28.4718,28.3529,2.1385,2.1663
197,28.0054,28.002,28.4748,28.3552,2.1376,2.1655
198,28.0055,28.0021,28.4778,28.3574,2.1366,2.1646
199,28.0057,28.0022,28.4807,28.3597,2.1357,2.1637
200,28.0058,28.0022,28.4837,28.362,2.1347,2.1628
201,28.006,28.0023,28.4867,28.3643,2.1338,2.162
202,28.0062,28.0024,28.4896,28.3666,2.1329,2.1611
203,28.0063,28.0024,28.4926,28.3689,2.1319,2.1602
204,28.0065,28.0025,28.4955,28.3712,2.131,2.1594
205,28.0067,28.0026,28.4985,28.3735,2.13,2.1585
206,28.0069,28.0027,28.5014,28.3757,2.1291,2.1577
207,28.007,28.0027,28.5044,28.378,2.1282,2.1568
208,28.0072,28.0028,28.5073,28.3803,2.1273,2.156
209,28.0074,28.0029,28.5103,28.3826,2.1263,2.1551
210,28.0076,28.003,28.5132,28.3849,2.1254,2.1543
211,28.0078,28.0031,28.5162,28.3872,2.1245,2.1534
212,28.008,28.0032,28.5191,28.3894,2.1236,2.1526
213,28.0082,28.0032,28.5221,28.3917,2.1227,2.1518
214,28.0084,28.0033,28.525,28.394,2.1218,2.1509
215,28.0086,28.0034,28.528,28.3963,2.1209,2.1501
216,28.0088,28.0035,28.5309,28.3986,2.12,2.1493
217,28.009,28.0036,28.5338,28.4009,2.1191,2.1484
218,28.0092,28.0037,28.5368,28.4032,2.1182,2.1476
219,28.0094,28.0038,28.5397,28.4054,2.1173,2.1468
220,28.0097,28.0039,28.5427,28.4077,2.1164,2.146
221,28.0099,28.004,28.5456,28.41,2.1155,2.1452
222,28.0101,28.0041,28.5486,28.4123,2.1146,2.1443
223,28.0104,28.0042,28.5515,28.4146,2.1137,2.1435
224,28.0106,28.0043,28.5544,28.4169,2.1128,2.1427
225,28.0108,28.0044,28.5574,28.4192,2.1119,2.1419
226,28.0111,28.0045,28.5603,28.4215,2.1111,2.1411
227,28.0113,28.0046,28.5633,28.4238,2.1102,2.1403
228,28.0116,28.0048,28.5662,28.4261,2.1093,2.1395
229,28.0118,28.0049,28.5692,28.4283,2.1084,2.1387
230,28.0121,28.005,28.5721,28.4306,2.1076,2.1379
231,28.0124,28.0051,28.5751,28.4329,2.1067,2.1371
232,28.0126,28.0052,28.578,28.4352,2.1058,2.1363
233,28.0129,28.0054,28.581,28.4375,2.105,2.1355
234,28.0132,28.0055,28.5839,28.4398,2.1041,2.1347
235,28.0135,28.0056,28.5869,28.4421,2.1033,2.1339
236,28.0137,28.0057,28.5898,28.4444,2.1024,2.1332
237,28.014,28.0059,28.5928,28.4467,2.1016,2.1324
238,28.0143,28.006,28.5957,28.449,2.1007,2.1316
239,28.0146,28.0061,28.5987,28.4513,2.0999,2.1308
240,28.0149,28.0063,28.6016,28.4537,2.099,2.13
241,28.0152,28.0064,28.6047,28.4561,2.0982,2.1293
242,28.0155,28.0066,28.6079,28.4586,2.0973,2.1285
243,28.0158,28.0067,28.6113,28.4612,2.0965,2.1277
244,28.0161,28.0069,28.6147,28.4638,2.0956,2.127
245,28.0165,28.007,28.6181,28.4665,2.0948,2.1262
246,28.0168,28.0072,28.6216,28.4692,2.094,2.1254
247,28.0171,28.0073,28.6251,28.4719,2.0931,2.1247
248,28.0175,28.0075,28.6287,28.4747,2.0923,2.1239
249,28.0178,28.0076,28.6323,28.4775,2.0915,2.1231
250,28.0181,28.0078,28.636,28.4803,2.0907,2.1224
251,28.0185,28.008,28.6397,28.4832,2.0898,2.1216
252,28.0188,28.0081,28.6434,28.4861,2.089,2.1209
253,28.0192,28.0083,28.6472,28.489,2.0882,2.1201
254,28.0195,28.0085,28.651,28.4919,2.0874,2.1194
255,28.0199,28.0086,28.6548,28.4948,2.0865,2.1186
256,28.0203,28.0088,28.6587,28.4978,2.0857,2.1179
257,28.0206,28.009,28.6626,28.5008,2.0849,2.1172
258,28.021,28.0092,28.6665,28.5038,2.0841,2.1164
259,28.0214,28.0094,28.6704,28.5069,2.0833,2.1157
260,28.0218,28.0095,28.6744,28.5099,2.0825,2.1149
261,28.0222,28.0097,28.6783,28.513,2.0817,2.1142
262,28.0226,28.0099,28.6823,28.5161,2.0809,2.1135
263,28.023,28.0101,28.6864,28.5192,2.0801,2.1127
264,28.0234,28.0103,28.6904,28.5223,2.0793,2.112
265,28.0238,28.0105,28.6945,28.5255,2.0785,2.1113
266,28.0242,28.0107,28.6986,28.5287,2.0777,2.1106
267,28.0246,28.0109,28.7027,28.5318,2.0769,2.1098
268,28.025,28.0111,28.7069,28.535,2.0761,2.1091
269,28.0254,28.0113,28.711,28.5382,2.0753,2.1084
270,28.0259,28.0115,28.7152,28.5415,2.0745,2.1077
271,28.0263,28.0117,28.7194,28.5447,2.0737,2.107
272,28.0267,28.012,28.7236,28.548,2.073,2.1063
273,28.0272,28.0122,28.7279,28.5513,2.0722,2.1055
274,28.0276,28.0124,28.7321,28.5545,2.0714,2.1048
275,28.0281,28.0126,28.7364,28.5579,2.0706,2.1041
276,28.0285,28.0128,28.7407,28.5612,2.0698,2.1034
277,28.029,28.0131,28.745,28.5645,2.0691,2.1027
278,28.0294,28.0133,28.7493,28.5679,2.0683,2.102
279,28.0299,28.0135,28.7537,28.5712,2.0675,2.1013
280,28.0304,28.0138,28.7581,28.5746,2.0668,2.1006
281,28.0309,28.014,28.7624,28.578,2.066,2.0999
282,28.0313,28.0143,28.7668,28.5814,2.0652,2.0992
283,28.0318,28.0145,28.7713,28.5848,2.0645,2.0985
284,28.0323,28.0148,28.7757,28.5882,2.0637,2.0978
285,28.0328,28.015,28.7801,28.5917,2.0629,2.0971
286,28.0333,28.0153,28.7846,28.5951,2.0622,2.0964
287,28.0338,28.0155,28.7891,28.5986,2.0614,2.0958
288,28.0343,28.0158,28.7936,28.6021,2.0606,2.0951
289,28.0349,28.016,28.7981,28.6056,2.0599,2.0944
290,28.0354,28.0163,28.8026,28.6091,2.0591,2.0937
291,28.0359,28.0166,28.8072,28.6126,2.0584,2.093
292,28.0364,28.0168,28.8117,28.6161,2.0576,2.0923
293,28.037,28.0171,28.8163,28.6197,2.0569,2.0917
294,28.0375,28.0174,28.8209,28.6232,2.0561,2.091
295,28.038,28.0177,28.8255,28.6268,2.0554,2.0903
296,28.0386,28.0179,28.8301,28.6304,2.0546,2.0896
297,28.0391,28.0182,28.8348,28.634,2.0539,2.089
298,28.0397,28.0185,28.8394,28.6376,2.0532,2.0883
299,28.0403,28.0188,28.8441,28.6412,2.0524,2.0876
300,28.0408,28.0191,28.8488,28.6448,2.0517,2.087
301,28.0414,28.0194,28.8533,28.6484,2.051,2.0863
302,28.042,28.0197,28.8578,28.6518,2.0502,2.0856
303,28.0426,28.02,28.8623,28.6553,2.0495,2.085
304,28.0432,28.0203,28.8667,28.6587,2.0488,2.0843
305,28.0437,28.0206,28.8711,28.6621,2.048,2.0836
306,28.0443,28.0209,28.8754,28.6655,2.0473,2.083
307,28.0449,28.0212,28.8797,28.6689,2.0466,2.0823
308,28.0455,28.0215,28.884,28.6723,2.0458,2.0817
309,28.0462,28.0219,28.8883,28.6756,2.0451,2.081
310,28.0468,28.0222,28.8926,28.679,2.0444,2.0804
311,28.0474,28.0225,28.8969,28.6823,2.0437,2.0797
312,28.048,28.0228,28.9011,28.6856,2.0429,2.0791
313,28.0486,28.0232,28.9054,28.6889,2.0422,2.0784
314,28.0493,28.0235,28.9096,28.6923,2.0415,2.0778
315,28.0499,28.0238,28.9139,28.6956,2.0408,2.0771
316,28.0506,28.0242,28.9181,28.6989,2.0401,2.0765
317,28.0512,28.0245,28.9223,28.7022,2.0394,2.0758
318,28.0519,28.0249,28.9265,28.7055,2.0387,2.0752
319,28.0525,28.0252,28.9307,28.7087,2.0379,2.0746
320,28.0532,28.0256,28.9349,28.712,2.0372,2.0739
321,28.0538,28.0259,28.9391,28.7153,2.0365,2.0733
322,28.0545,28.0263,28.9432,28.7186,2.0358,2.0726
323,28.0552,28.0266,28.9474,28.7219,2.0351,2.072
324,28.0559,28.027,28.9516,28.7251,2.0344,2.0714
325,28.0566,28.0274,28.9558,28.7284,2.0337,2.0707
326,28.0573,28.0278,28.9599,28.7317,2.033,2.0701
327,28.0579,28.0281,28.9641,28.7349,2.0323,2.0695
328,28.0587,28.0285,28.9682,28.7382,2.0316,2.0689
329,28.0594,28.0289,28.9724,28.7415,2.0309,2.0682
330,28.0601,28.0293,28.9765,28.7447,2.0302,2.0676
331,28.0608,28.0296,28.9807,28.748,2.0295,2.067
332,28.0615,28.03,28.9848,28.7513,2.0288,2.0664
333,28.0622,28.0304,28.989,28.7545,2.0281,2.0657
334,28.063,28.0308,28.9931,28.7578,2.0275,2.0651
335,28.0637,28.0312,28.9973,28.761,2.0268,2.0645
336,28.0644,28.0316,29.0014,28.7643,2.0261,2.0639
337,28.0652,28.032,29.0055,28.7676,2.0254,2.0633
338,28.0659,28.0324,29.0097,28.7708,2.0247,2.0626
339,28.0667,28.0328,29.0138,28.7741,2.024,2.062
340,28.0674,28.0333,29.0179,28.7773,2.0233,2.0614
341,28.0682,28.0337,29.0221,28.7806,2.0227,2.0608
342,28.069,28.0341,29.0262,28.7838,2.022,2.0602
343,28.0698,28.0345,29.0303,28.7871,2.0213,2.0596
344,28.0705,28.0349,29.0345,28.7904,2.0206,2.059
345,28.0713,28.0354,29.0386,28.7936,2.02,2.0584
346,28.0721,28.0358,29.0427,28.7969,2.0193,2.0577
347,28.0729,28.0362,29.0469,28.8001,2.0186,2.0571
348,28.0737,28.0367,29.051,28.8034,2.0179,2.0565
349,28.0745,28.0371,29.0551,28.8066,2.0173,2.0559
350,28.0753,28.0376,29.0593,28.8099,2.0166,2.0553
351,28.0761,28.038,29.0634,28.8132,2.0159,2.0547
352,28.077,28.0385,29.0675,28.8164,2.0153,2.0541
353,28.0778,28.0389,29.0716,28.8197,2.0146,2.0535
354,28.0786,28.0394,29.0758,28.823,2.0139,2.0529
355,28.0795,28.0399,29.0799,28.8262,2.0133,2.0523
356,28.0803,28.0403,29.084,28.8295,2.0126,2.0517
357,28.0811,28.0408,29.0882,28.8328,2.0119,2.0512
358,28.082,28.0413,29.0923,28.836,2.0113,2.0506
359,28.0828,28.0417,29.0964,28.8393,2.0106,2.05
360,28.0837,28.0422,29.1006,28.8426,2.01,2.0494
361,28.0846,28.0427,29.1047,28.8459,2.0093,2.0488
362,28.0855,28.0432,29.1089,28.8492,2.0086,2.0482
363,28.0863,28.0437,29.1131,28.8525,2.008,2.0476
364,28.0872,28.0442,29.1173,28.8558,2.0073,2.047
365,28.0881,28.0447,29.1215,28.8591,2.0067,2.0464
366,28.089,28.0452,29.1257,28.8625,2.006,2.0459
367,28.0899,28.0457,29.1299,28.8658,2.0054,2.0453
368,28.0908,28.0462,29.1342,28.8692,2.0047,2.0447
369,28.0917,28.0467,29.1384,28.8725,2.0041,2.0441
370,28.0926,28.0472,29.1427,28.8759,2.0034,2.0435
371,28.0935,28.0477,29.1469,28.8792,2.0028,2.043
372,28.0945,28.0482,29.1512,28.8826,2.0021,2.0424
373,28.0954,28.0487,29.1554,28.886,2.0015,2.0418
374,28.0963,28.0493,29.1597,28.8894,2.0009,2.0412
375,28.0973,28.0498,29.164,28.8928,2.0002,2.0407
376,28.0982,28.0503,29.1683,28.8962,1.9996,2.0401
377,28.0992,28.0509,29.1726,28.8996,1.9989,2.0395
378,28.1001,28.0514,29.1769,28.903,1.9983,2.0389
379,28.1011,28.0519,29.1812,28.9064,1.9977,2.0384
380,28.1021,28.0525,29.1855,28.9098,1.997,2.0378
381,28.103,28.053,29.1898,28.9132,1.9964,2.0372
382,28.104,28.0536,29.1941,28.9166,1.9958,2.0367
383,28.105,28.0542,29.1984,28.92,1.9951,2.0361
384,28.106,28.0547,29.2027,28.9235,1.9945,2.0355
385,28.107,28.0553,29.207,28.9269,1.9939,2.035
386,28.108,28.0558,29.2114,28.9303,1.9932,2.0344
387,28.109,28.0564,29.2157,28.9338,1.9926,2.0339
388,28.11,28.057,29.2201,28.9372,1.992,2.0333
389,28.111,28.0576,29.2244,28.9407,1.9914,2.0327
390,28.112,28.0582,29.2288,28.9441,1.9907,2.0322
391,28.1131,28.0587,29.2331,28.9476,1.9901,2.0316
392,28.1141,28.0593,29.2375,28.951,1.9895,2.0311
393,28.1152,28.0599,29.2418,28.9545,1.9889,2.0305
394,28.1162,28.0605,29.2462,28.958,1.9882,2.03
395,28.1173,28.0611,29.2506,28.9614,1.9876,2.0294
396,28.1183,28.0617,29.255,28.9649,1.987,2.0289
397,28.1194,28.0623,29.2593,28.9684,1.9864,2.0283
398,28.1204,28.0629,29.2637,28.9719,1.9858,2.0278
399,28.1215,28.0636,29.2681,28.9754,1.9851,2.0272
400,28.1226,28.0642,29.2725,28.9788,1.9845,2.0267
401,28.1237,28.0648,29.2769,28.9823,1.9839,2.0261
402,28.1248,28.0654,29.2813,28.9858,1.9833,2.0256
403,28.1259,28.0661,29.2857,28.9893,1.9827,2.025
404,28.127,28.0667,29.2901,28.9929,1.9821,2.0245
405,28.1281,28.0673,29.2945,28.9964,1.9815,2.0239
406,28.1292,28.068,29.299,28.9999,1.9809,2.0234
407,28.1303,28.0686,29.3034,29.0034,1.9803,2.0228
408,28.1314,28.0693,29.3078,29.0069,1.9796,2.0223
409,28.1326,28.0699,29.3123,29.0104,1.979,2.0218
410,28.1337,28.0706,29.3167,29.014,1.9784,2.0212
411,28.1349,28.0712,29.3211,29.0175,1.9778,2.0207
412,28.136,28.0719,29.3256,29.021,1.9772,2.0202
413,28.1372,28.0726,29.33,29.0246,1.9766,2.0196
414,28.1383,28.0732,29.3345,29.0281,1.976,2.0191
415,28.1395,28.0739,29.3389,29.0317,1.9754,2.0185
416,28.1407,28.0746,29.3434,29.0352,1.9748,2.018
417,28.1418,28.0753,29.3479,29.0388,1.9742,2.0175
418,28.143,28.076,29.3523,29.0423,1.9736,2.0169
419,28.1442,28.0767,29.3568,29.0459,1.973,2.0164
420,28.1454,28.0773,29.3613,29.0495,1.9724,2.0159
421,28.1466,28.078,29.3657,29.053,1.9718,2.0154
422,28.1478,28.0787,29.37,29.0564,1.9712,2.0148
423,28.149,28.0795,29.3743,29.0599,1.9706,2.0143
424,28.1502,28.0802,29.3786,29.0633,1.9701,2.0138
425,28.1515,28.0809,29.3828,29.0667,1.9695,2.0133
426,28.1527,28.0816,29.3871,29.0701,1.9689,2.0127
427,28.1539,28.0823,29.3913,29.0735,1.9683,2.0122
428,28.1552,28.083,29.3955,29.0768,1.9677,2.0117
429,28.1564,28.0838,29.3996,29.0802,1.9671,2.0112
430,28.1577,28.0845,29.4038,29.0835,1.9665,2.0106
431,28.1589,28.0852,29.408,29.0868,1.9659,2.0101
432,28.1602,28.086,29.4121,29.0901,1.9653,2.0096
433,28.1615,28.0867,29.4162,29.0934,1.9648,2.0091
434,28.1628,28.0875,29.4203,29.0968,1.9642,2.0086
435,28.164,28.0882,29.4244,29.1,1.9636,2.0081
436,28.1653,28.089,29.4285,29.1033,1.963,2.0075
437,28.1666,28.0898,29.4326,29.1066,1.9624,2.007
438,28.1679,28.0905,29.4367,29.1099,1.9618,2.0065
439,28.1692,28.0913,29.4407,29.1132,1.9613,2.006
440,28.1705,28.0921,29.4448,29.1164,1.9607,2.0055
441,28.1719,28.0928,29.4488,29.1197,1.9601,2.005
442,28.1732,28.0936,29.4529,29.1229,1.9595,2.0045
443,28.1745,28.0944,29.4569,29.1262,1.959,2.0039
444,28.1758,28.0952,29.4609,29.1294,1.9584,2.0034
445,28.1772,28.096,29.4649,29.1327,1.9578,2.0029
446,28.1785,28.0968,29.469,29.1359,1.9572,2.0024
447,28.1799,28.0976,29.473,29.1391,1.9567,2.0019
448,28.1812,28.0984,29.477,29.1424,1.9561,2.0014
449,28.1826,28.0992,29.481,29.1456,1.9555,2.0009
450,28.184,28.1,29.4849,29.1488,1.955,2.0004
