t,T_center_q1,T_center_q2,T_surface_q1,T_surface_q2,C_surface_q1,C_surface_q2
451,28.1854,28.1008,29.4889,29.152,1.9544,1.9999
452,28.1867,28.1016,29.4929,29.1552,1.9538,1.9994
453,28.1881,28.1025,29.4969,29.1584,1.9532,1.9989
454,28.1895,28.1033,29.5008,29.1616,1.9527,1.9984
455,28.1909,28.1041,29.5048,29.1648,1.9521,1.9979
456,28.1923,28.105,29.5087,29.168,1.9515,1.9974
457,28.1937,28.1058,29.5127,29.1712,1.951,1.9969
458,28.1952,28.1067,29.5166,29.1744,1.9504,1.9964
459,28.1966,28.1075,29.5206,29.1776,1.9499,1.9959
460,28.198,28.1084,29.5245,29.1808,1.9493,1.9954
461,28.1994,28.1092,29.5285,29.184,1.9487,1.9949
462,28.2009,28.1101,29.5324,29.1872,1.9482,1.9944
463,28.2023,28.1109,29.5363,29.1903,1.9476,1.9939
464,28.2038,28.1118,29.5402,29.1935,1.9471,1.9934
465,28.2052,28.1127,29.5442,29.1967,1.9465,1.9929
466,28.2067,28.1136,29.5481,29.1999,1.9459,1.9924
467,28.2082,28.1144,29.552,29.203,1.9454,1.9919
468,28.2097,28.1153,29.5559,29.2062,1.9448,1.9914
469,28.2111,28.1162,29.5598,29.2094,1.9443,1.9909
470,28.2126,28.1171,29.5637,29.2125,1.9437,1.9905
471,28.2141,28.118,29.5676,29.2157,1.9432,1.99
472,28.2156,28.1189,29.5715,29.2188,1.9426,1.9895
473,28.2171,28.1198,29.5754,29.222,1.9421,1.989
474,28.2186,28.1207,29.5793,29.2251,1.9415,1.9885
475,28.2201,28.1216,29.5831,29.2283,1.941,1.988
476,28.2217,28.1226,29.587,29.2315,1.9404,1.9875
477,28.2232,28.1235,29.5909,29.2346,1.9399,1.987
478,28.2247,28.1244,29.5948,29.2377,1.9393,1.9866
479,28.2263,28.1253,29.5987,29.2409,1.9388,1.9861
480,28.2278,28.1263,29.6025,29.244,1.9382,1.9856
481,28.2294,28.1272,29.6065,29.2473,1.9377,1.9851
482,28.2309,28.1281,29.6106,29.2505,1.9371,1.9846
483,28.2325,28.1291,29.6147,29.2539,1.9366,1.9841
484,28.2341,28.13,29.6188,29.2572,1.936,1.9837
485,28.2356,28.131,29.623,29.2606,1.9355,1.9832
486,28.2372,28.132,29.6273,29.264,1.9349,1.9827
487,28.2388,28.1329,29.6315,29.2675,1.9344,1.9822
488,28.2404,28.1339,29.6358,29.2709,1.9339,1.9818
489,28.242,28.1349,29.6401,29.2744,1.9333,1.9813
490,28.2436,28.1358,29.6444,29.2779,1.9328,1.9808
491,28.2452,28.1368,29.6488,29.2814,1.9322,1.9803
492,28.2468,28.1378,29.6532,29.2849,1.9317,1.9799
493,28.2484,28.1388,29.6576,29.2885,1.9312,1.9794
494,28.2501,28.1398,29.662,29.292,1.9306,1.9789
495,28.2517,28.1408,29.6664,29.2956,1.9301,1.9784
496,28.2533,28.1418,29.6709,29.2992,1.9296,1.978
497,28.255,28.1428,29.6753,29.3028,1.929,1.9775
498,28.2566,28.1438,29.6798,29.3064,1.9285,1.977
499,28.2583,28.1448,29.6843,29.31,1.928,1.9766
500,28.2599,28.1458,29.6888,29.3137,1.9274,1.9761
501,28.2616,28.1468,29.6933,29.3173,1.9269,1.9756
502,28.2633,28.1479,29.6979,29.321,1.9264,1.9752
503,28.265,28.1489,29.7024,29.3246,1.9258,1.9747
504,28.2666,28.1499,29.707,29.3283,1.9253,1.9742
505,28.2683,28.151,29.7116,29.332,1.9248,1.9738
506,28.27,28.152,29.7161,29.3357,1.9243,1.9733
507,28.2717,28.153,29.7207,29.3394,1.9237,1.9728
508,28.2734,28.1541,29.7254,29.3431,1.9232,1.9724
509,28.2751,28.1551,29.73,29.3468,1.9227,1.9719
510,28.2769,28.1562,29.7346,29.3506,1.9221,1.9715
511,28.2786,28.1573,29.7393,29.3543,1.9216,1.971
512,28.2803,28.1583,29.7439,29.3581,1.9211,1.9705
513,28.2821,28.1594,29.7486,29.3618,1.9206,1.9701
514,28.2838,28.1605,29.7533,29.3656,1.9201,1.9696
515,28.2855,28.1616,29.758,29.3694,1.9195,1.9692
516,28.2873,28.1626,29.7627,29.3732,1.919,1.9687
517,28.289,28.1637,29.7674,29.377,1.9185,1.9683
518,28.2908,28.1648,29.7721,29.3808,1.918,1.9678
519,28.2926,28.1659,29.7769,29.3846,1.9175,1.9673
520,28.2944,28.167,29.7816,29.3884,1.9169,1.9669
521,28.2961,28.1681,29.7864,29.3922,1.9164,1.9664
522,28.2979,28.1692,29.7911,29.3961,1.9159,1.966
523,28.2997,28.1703,29.7959,29.3999,1.9154,1.9655
524,28.3015,28.1714,29.8007,29.4038,1.9149,1.9651
525,28.3033,28.1726,29.8055,29.4076,1.9143,1.9646
526,28.3051,28.1737,29.8103,29.4115,1.9138,1.9642
527,28.3069,28.1748,29.8151,29.4154,1.9133,1.9637
528,28.3087,28.1759,29.8199,29.4192,1.9128,1.9633
529,28.3106,28.1771,29.8247,29.4231,1.9123,1.9628
530,28.3124,28.1782,29.8296,29.427,1.9118,1.9624
531,28.3142,28.1794,29.8344,29.4309,1.9113,1.9619
532,28.3161,28.1805,29.8393,29.4348,1.9108,1.9615
533,28.3179,28.1817,29.8441,29.4387,1.9102,1.9611
534,28.3198,28.1828,29.849,29.4427,1.9097,1.9606
535,28.3216,28.184,29.8539,29.4466,1.9092,1.9602
536,28.3235,28.1851,29.8588,29.4505,1.9087,1.9597
537,28.3254,28.1863,29.8637,29.4545,1.9082,1.9593
538,28.3272,28.1875,29.8686,29.4584,1.9077,1.9588
539,28.3291,28.1887,29.8735,29.4624,1.9072,1.9584
540,28.331,28.1898,29.8784,29.4663,1.9067,1.958
541,28.3329,28.191,29.8833,29.4703,1.9062,1.9575
542,28.3348,28.1922,29.8881,29.4742,1.9057,1.9571
543,28.3367,28.1934,29.8929,29.4781,1.9052,1.9566
544,28.3386,28.1946,29.8978,29.482,1.9047,1.9562
545,28.3405,28.1958,29.9026,29.4859,1.9042,1.9558
546,28.3424,28.197,29.9074,29.4897,1.9037,1.9553
547,28.3443,28.1982,29.9122,29.4936,1.9032,1.9549
548,28.3462,28.1994,29.9169,29.4975,1.9027,1.9545
549,28.3482,28.2006,29.9217,29.5014,1.9022,1.954
550,28.3501,28.2019,29.9265,29.5052,1.9017,1.9536
551,28.3521,28.2031,29.9313,29.5091,1.9012,1.9532
552,28.354,28.2043,29.9361,29.5129,1.9007,1.9527
553,28.356,28.2055,29.9408,29.5168,1.9002,1.9523
554,28.3579,28.2068,29.9456,29.5207,1.8997,1.9519
555,28.3599,28.208,29.9504,29.5245,1.8992,1.9514
556,28.3618,28.2093,29.9551,29.5284,1.8987,1.951
557,28.3638,28.2105,29.9599,29.5322,1.8982,1.9506
558,28.3658,28.2118,29.9646,29.5361,1.8977,1.9501
559,28.3678,28.213,29.9694,29.5399,1.8972,1.9497
560,28.3698,28.2143,29.9742,29.5438,1.8967,1.9493
561,28.3718,28.2155,29.9789,29.5477,1.8962,1.9488
562,28.3738,28.2168,29.9837,29.5515,1.8957,1.9484
563,28.3758,28.2181,29.9884,29.5554,1.8952,1.948
564,28.3778,28.2194,29.9932,29.5592,1.8947,1.9476
565,28.3798,28.2206,29.998,29.5631,1.8942,1.9471
566,28.3818,28.2219,30.0027,29.567,1.8938,1.9467
567,28.3838,28.2232,30.0075,29.5708,1.8933,1.9463
568,28.3859,28.2245,30.0122,29.5747,1.8928,1.9459
569,28.3879,28.2258,30.017,29.5785,1.8923,1.9454
570,28.3899,28.2271,30.0218,29.5824,1.8918,1.945
571,28.392,28.2284,30.0265,29.5863,1.8913,1.9446
572,28.394,28.2297,30.0313,29.5901,1.8908,1.9442
573,28.3961,28.231,30.0361,29.594,1.8903,1.9438
574,28.3981,28.2323,30.0408,29.5979,1.8899,1.9433
575,28.4002,28.2336,30.0456,29.6017,1.8894,1.9429
576,28.4023,28.235,30.0504,29.6056,1.8889,1.9425
577,28.4043,28.2363,30.0551,29.6095,1.8884,1.9421
578,28.4064,28.2376,30.0599,29.6134,1.8879,1.9417
579,28.4085,28.239,30.0647,29.6172,1.8874,1.9412
580,28.4106,28.2403,30.0694,29.6211,1.8869,1.9408
581,28.4127,28.2416,30.0742,29.625,1.8865,1.9404
582,28.4148,28.243,30.079,29.6289,1.886,1.94
583,28.4169,28.2443,30.0838,29.6328,1.8855,1.9396
584,28.419,28.2457,30.0885,29.6366,1.885,1.9392
585,28.4211,28.247,30.0933,29.6405,1.8845,1.9388
586,28.4232,28.2484,30.0981,29.6444,1.8841,1.9383
587,28.4254,28.2498,30.1029,29.6483,1.8836,1.9379
588,28.4275,28.2511,30.1077,29.6522,1.8831,1.9375
589,28.4296,28.2525,30.1124,29.6561,1.8826,1.9371
590,28.4318,28.2539,30.1172,29.66,1.8822,1.9367
591,28.4339,28.2553,30.122,29.6639,1.8817,1.9363
592,28.436,28.2567,30.1268,29.6678,1.8812,1.9359
593,28.4382,28.258,30.1316,29.6717,1.8807,1.9355
594,28.4404,28.2594,30.1364,29.6756,1.8803,1.9351
595,28.4425,28.2608,30.1412,29.6795,1.8798,1.9346
596,28.4447,28.2622,30.146,29.6834,1.8793,1.9342
597,28.4469,28.2636,30.1508,29.6873,1.8788,1.9338
598,28.449,28.265,30.1556,29.6912,1.8784,1.9334
599,28.4512,28.2665,30.1604,29.6951,1.8779,1.933
600,28.4534,28.2679,30.1652,29.699,1.8774,1.9326
601,28.4556,28.2693,30.1701,29.703,1.8769,1.9322
602,28.4578,28.2707,30.175,29.707,1.8765,1.9318
603,28.46,28.2721,30.18,29.711,1.876,1.9314
604,28.4622,28.2736,30.185,29.7151,1.8755,1.931
605,28.4644,28.275,30.19,29.7192,1.8751,1.9306
606,28.4666,28.2764,30.1951,29.7233,1.8746,1.9302
607,28.4688,28.2779,30.2002,29.7274,1.8741,1.9298
608,28.4711,28.2793,30.2053,29.7316,1.8737,1.9294
609,28.4733,28.2808,30.2104,29.7358,1.8732,1.929
610,28.4755,28.2822,30.2155,29.7399,1.8727,1.9286
611,28.4778,28.2837,30.2207,29.7441,1.8723,1.9282
612,28.48,28.2851,30.2259,29.7483,1.8718,1.9278
613,28.4823,28.2866,30.2311,29.7525,1.8713,1.9274
614,28.4845,28.2881,30.2363,29.7568,1.8709,1.927
615,28.4868,28.2896,30.2415,29.761,1.8704,1.9266
616,28.4891,28.291,30.2468,29.7653,1.8699,1.9262
617,28.4913,28.2925,30.252,29.7695,1.8695,1.9258
618,28.4936,28.294,30.2573,29.7738,1.869,1.9254
619,28.4959,28.2955,30.2626,29.7781,1.8686,1.925
620,28.4982,28.297,30.2679,29.7824,1.8681,1.9246
621,28.5005,28.2985,30.2732,29.7867,1.8676,1.9242
622,28.5027,28.3,30.2785,29.791,1.8672,1.9238
623,28.505,28.3015,30.2838,29.7953,1.8667,1.9234
624,28.5073,28.303,30.2892,29.7997,1.8663,1.923
625,28.5097,28.3045,30.2945,29.804,1.8658,1.9226
626,28.512,28.306,30.2999,29.8084,1.8653,1.9222
627,28.5143,28.3075,30.3053,29.8127,1.8649,1.9218
628,28.5166,28.309,30.3106,29.8171,1.8644,1.9215
629,28.5189,28.3106,30.316,29.8215,1.864,1.9211
630,28.5213,28.3121,30.3215,29.8259,1.8635,1.9207
631,28.5236,28.3136,30.3269,29.8303,1.863,1.9203
632,28.5259,28.3152,30.3323,29.8347,1.8626,1.9199
633,28.5283,28.3167,30.3378,29.8391,1.8621,1.9195
634,28.5306,28.3182,30.3432,29.8435,1.8617,1.9191
635,28.533,28.3198,30.3487,29.8479,1.8612,1.9187
636,28.5354,28.3213,30.3541,29.8524,1.8608,1.9183
637,28.5377,28.3229,30.3596,29.8568,1.8603,1.918
638,28.5401,28.3245,30.3651,29.8613,1.8599,1.9176
639,28.5425,28.326,30.3706,29.8657,1.8594,1.9172
640,28.5448,28.3276,30.3761,29.8702,1.859,1.9168
641,28.5472,28.3292,30.3817,29.8747,1.8585,1.9164
642,28.5496,28.3307,30.3872,29.8792,1.8581,1.916
643,28.552,28.3323,30.3927,29.8837,1.8576,1.9157
644,28.5544,28.3339,30.3983,29.8882,1.8572,1.9153
645,28.5568,28.3355,30.4038,29.8927,1.8567,1.9149
646,28.5592,28.3371,30.4094,29.8972,1.8563,1.9145
647,28.5616,28.3387,30.415,29.9017,1.8558,1.9141
648,28.5641,28.3403,30.4206,29.9063,1.8554,1.9138
649,28.5665,28.3419,30.4262,29.9108,1.8549,1.9134
650,28.5689,28.3435,30.4318,29.9154,1.8545,1.913
651,28.5713,28.3451,30.4374,29.9199,1.854,1.9126
652,28.5738,28.3467,30.443,29.9245,1.8536,1.9122
653,28.5762,28.3483,30.4486,29.929,1.8531,1.9119
654,28.5787,28.3499,30.4542,29.9336,1.8527,1.9115
655,28.5811,28.3515,30.4599,29.9382,1.8522,1.9111
656,28.5836,28.3532,30.4655,29.9428,1.8518,1.9107
657,28.586,28.3548,30.4712,29.9474,1.8514,1.9103
658,28.5885,28.3564,30.4769,29.952,1.8509,1.91
659,28.591,28.3581,30.4825,29.9566,1.8505,1.9096
660,28.5935,28.3597,30.4882,29.9612,1.85,1.9092
661,28.5959,28.3614,30.4938,29.9657,1.8496,1.9089
662,28.5984,28.363,30.4993,29.9702,1.8491,1.9085
663,28.6009,28.3647,30.5048,29.9747,1.8487,1.9081
664,28.6034,28.3663,30.5102,29.9791,1.8483,1.9077
665,28.6059,28.368,30.5156,29.9835,1.8478,1.9074
666,28.6084,28.3696,30.521,29.9879,1.8474,1.907
667,28.6109,28.3713,30.5264,29.9923,1.8469,1.9066
668,28.6134,28.373,30.5317,29.9967,1.8465,1.9062
669,28.6159,28.3747,30.537,30.001,1.8461,1.9059
670,28.6185,28.3763,30.5423,30.0053,1.8456,1.9055
671,28.621,28.378,30.5476,30.0097,1.8452,1.9051
672,28.6235,28.3797,30.5529,30.014,1.8448,1.9048
673,28.6261,28.3814,30.5582,30.0183,1.8443,1.9044
674,28.6286,28.3831,30.5634,30.0226,1.8439,1.904
675,28.6312,28.3848,30.5687,30.0269,1.8434,1.9037
676,28.6337,28.3865,30.5739,30.0312,1.843,1.9033
677,28.6363,28.3882,30.5791,30.0354,1.8426,1.9029
678,28.6388,28.3899,30.5843,30.0397,1.8421,1.9026
679,28.6414,28.3916,30.5895,30.044,1.8417,1.9022
680,28.644,28.3933,30.5947,30.0482,1.8413,1.9018
681,28.6465,28.3951,30.5999,30.0525,1.8408,1.9015
682,28.6491,28.3968,30.6051,30.0567,1.8404,1.9011
683,28.6517,28.3985,30.6103,30.061,1.84,1.9007
684,28.6543,28.4002,30.6154,30.0652,1.8395,1.9004
685,28.6569,28.402,30.6206,30.0694,1.8391,1.9
686,28.6595,28.4037,30.6257,30.0737,1.8387,1.8996
687,28.6621,28.4055,30.6309,30.0779,1.8383,1.8993
688,28.6647,28.4072,30.636,30.0821,1.8378,1.8989
689,28.6673,28.409,30.6411,30.0863,1.8374,1.8986
690,28.6699,28.4107,30.6463,30.0906,1.837,1.8982
691,28.6726,28.4125,30.6514,30.0948,1.8365,1.8978
692,28.6752,28.4142,30.6565,30.099,1.8361,1.8975
693,28.6778,28.416,30.6616,30.1032,1.8357,1.8971
694,28.6805,28.4178,30.6667,30.1074,1.8353,1.8967
695,28.6831,28.4195,30.6718,30.1116,1.8348,1.8964
696,28.6857,28.4213,30.6769,30.1158,1.8344,1.896
697,28.6884,28.4231,30.682,30.12,1.834,1.8957
698,28.691,28.4249,30.6871,30.1241,1.8335,1.8953
699,28.6937,28.4267,30.6922,30.1283,1.8331,1.895
700,28.6964,28.4285,30.6973,30.1325,1.8327,1.8946
701,28.699,28.4303,30.7023,30.1367,1.8323,1.8942
702,28.7017,28.4321,30.7074,30.1409,1.8318,1.8939
703,28.7044,28.4339,30.7125,30.1451,1.8314,1.8935
704,28.7071,28.4357,30.7176,30.1492,1.831,1.8932
705,28.7098,28.4375,30.7226,30.1534,1.8306,1.8928
706,28.7125,28.4393,30.7277,30.1576,1.8302,1.8925
707,28.7152,28.4411,30.7327,30.1618,1.8297,1.8921
708,28.7179,28.4429,30.7378,30.1659,1.8293,1.8917
709,28.7206,28.4448,30.7428,30.1701,1.8289,1.8914
710,28.7233,28.4466,30.7479,30.1743,1.8285,1.891
711,28.726,28.4484,30.7529,30.1784,1.828,1.8907
712,28.7287,28.4503,30.758,30.1826,1.8276,1.8903
713,28.7315,28.4521,30.763,30.1867,1.8272,1.89
714,28.7342,28.454,30.7681,30.1909,1.8268,1.8896
715,28.7369,28.4558,30.7731,30.1951,1.8264,1.8893
716,28.7397,28.4577,30.7781,30.1992,1.826,1.8889
717,28.7424,28.4595,30.7832,30.2034,1.8255,1.8886
718,28.7452,28.4614,30.7882,30.2075,1.8251,1.8882
719,28.7479,28.4632,30.7932,30.2117,1.8247,1.8879
720,28.7507,28.4651,30.7982,30.2158,1.8243,1.8875
721,28.7535,28.467,30.8033,30.22,1.8239,1.8872
722,28.7562,28.4689,30.8084,30.2242,1.8234,1.8868
723,28.759,28.4707,30.8136,30.2285,1.823,1.8865
724,28.7618,28.4726,30.8187,30.2327,1.8226,1.8861
725,28.7646,28.4745,30.8239,30.237,1.8222,1.8858
726,28.7674,28.4764,30.8291,30.2413,1.8218,1.8854
727,28.7701,28.4783,30.8343,30.2456,1.8214,1.8851
728,28.7729,28.4802,30.8395,30.2499,1.821,1.8847
729,28.7758,28.4821,30.8448,30.2542,1.8205,1.8844
730,28.7786,28.484,30.85,30.2585,1.8201,1.884
731,28.7814,28.4859,30.8553,30.2629,1.8197,1.8837
732,28.7842,28.4878,30.8605,30.2672,1.8193,1.8834
733,28.787,28.4897,30.8658,30.2715,1.8189,1.883
734,28.7898,28.4917,30.8711,30.2759,1.8185,1.8827
735,28.7927,28.4936,30.8764,30.2803,1.8181,1.8823
736,28.7955,28.4955,30.8817,30.2846,1.8177,1.882
737,28.7984,28.4974,30.887,30.289,1.8173,1.8816
738,28.8012,28.4994,30.8923,30.2934,1.8168,1.8813
739,28.8041,28.5013,30.8976,30.2978,1.8164,1.881
740,28.8069,28.5033,30.9029,30.3022,1.816,1.8806
741,28.8098,28.5052,30.9082,30.3065,1.8156,1.8803
742,28.8126,28.5072,30.9136,30.311,1.8152,1.8799
743,28.8155,28.5091,30.9189,30.3154,1.8148,1.8796
744,28.8184,28.5111,30.9243,30.3198,1.8144,1.8793
745,28.8213,28.513,30.9296,30.3242,1.814,1.8789
746,28.8242,28.515,30.935,30.3286,1.8136,1.8786
747,28.8271,28.517,30.9404,30.333,1.8132,1.8782
748,28.83,28.519,30.9457,30.3375,1.8128,1.8779
749,28.8329,28.5209,30.9511,30.3419,1.8124,1.8776
750,28.8358,28.5229,30.9565,30.3463,1.812,1.8772
751,28.8387,28.5249,30.9619,30.3508,1.8116,1.8769
752,28.8416,28.5269,30.9673,30.3552,1.8111,1.8765
753,28.8445,28.5289,30.9727,30.3597,1.8107,1.8762
754,28.8474,28.5309,30.9781,30.3642,1.8103,1.8759
755,28.8504,28.5329,30.9835,30.3686,1.8099,1.8755
756,28.8533,28.5349,30.9889,30.3731,1.8095,1.8752
757,28.8562,28.5369,30.9943,30.3776,1.8091,1.8749
758,28.8592,28.5389,30.9998,30.382,1.8087,1.8745
759,28.8621,28.5409,31.0052,30.3865,1.8083,1.8742
760,28.8651,28.5429,31.0106,30.391,1.8079,1.8739
761,28.8681,28.545,31.0161,30.3955,1.8075,1.8735
762,28.871,28.547,31.0215,30.4,1.8071,1.8732
763,28.874,28.549,31.027,30.4045,1.8067,1.8729
764,28.877,28.5511,31.0324,30.409,1.8063,1.8725
765,28.8799,28.5531,31.0379,30.4135,1.8059,1.8722
766,28.8829,28.5552,31.0433,30.418,1.8055,1.8719
767,28.8859,28.5572,31.0488,30.4225,1.8051,1.8715
768,28.8889,28.5593,31.0543,30.427,1.8047,1.8712
769,28.8919,28.5613,31.0597,30.4316,1.8043,1.8709
770,28.8949,28.5634,31.0652,30.4361,1.8039,1.8705
771,28.8979,28.5654,31.0707,30.4406,1.8035,1.8702
772,28.9009,28.5675,31.0762,30.4452,1.8031,1.8699
773,28.904,28.5696,31.0817,30.4497,1.8027,1.8696
774,28.907,28.5717,31.0872,30.4542,1.8023,1.8692
775,28.91,28.5737,31.0927,30.4588,1.8019,1.8689
776,28.913,28.5758,31.0982,30.4633,1.8015,1.8686
777,28.9161,28.5779,31.1037,30.4679,1.8012,1.8682
778,28.9191,28.58,31.1092,30.4724,1.8008,1.8679
779,28.9222,28.5821,31.1147,30.477,1.8004,1.8676
780,28.9252,28.5842,31.1202,30.4816,1.8,1.8673
781,28.9283,28.5863,31.1257,30.4861,1.7996,1.8669
782,28.9313,28.5884,31.1311,30.4905,1.7992,1.8666
783,28.9344,28.5905,31.1365,30.495,1.7988,1.8663
784,28.9375,28.5926,31.1418,30.4994,1.7984,1.866
785,28.9405,28.5947,31.1471,30.5038,1.798,1.8656
786,28.9436,28.5969,31.1524,30.5082,1.7976,1.8653
787,28.9467,28.599,31.1577,30.5126,1.7972,1.865
788,28.9498,28.6011,31.163,30.517,1.7968,1.8647
789,28.9529,28.6032,31.1682,30.5213,1.7964,1.8643
790,28.956,28.6054,31.1735,30.5257,1.796,1.864
791,28.9591,28.6075,31.1787,30.53,1.7956,1.8637
792,28.9622,28.6097,31.1839,30.5344,1.7953,1.8634
793,28.9653,28.6118,31.1891,30.5387,1.7949,1.8631
794,28.9684,28.614,31.1943,30.543,1.7945,1.8627
795,28.9716,28.6161,31.1995,30.5474,1.7941,1.8624
796,28.9747,28.6183,31.2047,30.5517,1.7937,1.8621
797,28.9778,28.6204,31.2099,30.556,1.7933,1.8618
798,28.981,28.6226,31.215,30.5603,1.7929,1.8614
799,28.9841,28.6248,31.2202,30.5646,1.7925,1.8611
800,28.9872,28.627,31.2253,30.5689,1.7922,1.8608
801,28.9904,28.6291,31.2305,30.5732,1.7918,1.8605
802,28.9936,28.6313,31.2356,30.5774,1.7914,1.8602
803,28.9967,28.6335,31.2408,30.5817,1.791,1.8599
804,28.9999,28.6357,31.2459,30.586,1.7906,1.8595
805,29.003,28.6379,31.251,30.5903,1.7902,1.8592
806,29.0062,28.6401,31.2561,30.5945,1.7898,1.8589
807,29.0094,28.6423,31.2612,30.5988,1.7894,1.8586
808,29.0126,28.6445,31.2663,30.603,1.7891,1.8583
809,29.0158,28.6467,31.2714,30.6073,1.7887,1.8579
810,29.019,28.6489,31.2765,30.6115,1.7883,1.8576
811,29.0222,28.6511,31.2816,30.6158,1.7879,1.8573
812,29.0254,28.6534,31.2867,30.62,1.7875,1.857
813,29.0286,28.6556,31.2917,30.6243,1.7871,1.8567
814,29.0318,28.6578,31.2968,30.6285,1.7868,1.8564
815,29.035,28.66,31.3019,30.6327,1.7864,1.8561
816,29.0382,28.6623,31.3069,30.637,1.786,1.8557
817,29.0414,28.6645,31.312,30.6412,1.7856,1.8554
818,29.0447,28.6668,31.317,30.6454,1.7852,1.8551
819,29.0479,28.669,31.3221,30.6497,1.7849,1.8548
820,29.0511,28.6713,31.3271,30.6539,1.7845,1.8545
821,29.0544,28.6735,31.3322,30.6581,1.7841,1.8542
822,29.0576,28.6758,31.3372,30.6623,1.7837,1.8539
823,29.0609,28.678,31.3423,30.6665,1.7833,1.8535
824,29.0641,28.6803,31.3473,30.6707,1.783,1.8532
825,29.0674,28.6826,31.3523,30.6749,1.7826,1.8529
826,29.0707,28.6848,31.3573,30.6792,1.7822,1.8526
827,29.0739,28.6871,31.3624,30.6834,1.7818,1.8523
828,29.0772,28.6894,31.3674,30.6876,1.7814,1.852
829,29.0805,28.6917,31.3724,30.6918,1.7811,1.8517
830,29.0838,28.694,31.3774,30.696,1.7807,1.8514
831,29.0871,28.6963,31.3824,30.7002,1.7803,1.8511
832,29.0904,28.6986,31.3874,30.7044,1.7799,1.8507
833,29.0936,28.7009,31.3924,30.7086,1.7795,1.8504
834,29.097,28.7032,31.3974,30.7128,1.7792,1.8501
835,29.1003,28.7055,31.4024,30.7169,1.7788,1.8498
836,29.1036,28.7078,31.4074,30.7211,1.7784,1.8495
837,29.1069,28.7101,31.4124,30.7253,1.778,1.8492
838,29.1102,28.7124,31.4174,30.7295,1.7777,1.8489
839,29.1135,28.7148,31.4224,30.7337,1.7773,1.8486
840,29.1169,28.7171,31.4274,30.7379,1.7769,1.8483
841,29.1202,28.7194,31.4324,30.7421,1.7765,1.848
842,29.1235,28.7217,31.4374,30.7463,1.7762,1.8477
843,29.1269,28.7241,31.4424,30.7505,1.7758,1.8474
844,29.1302,28.7264,31.4474,30.7547,1.7754,1.8471
845,29.1336,28.7288,31.4525,30.7589,1.7751,1.8467
846,29.1369,28.7311,31.4575,30.7631,1.7747,1.8464
847,29.1403,28.7335,31.4625,30.7674,1.7743,1.8461
848,29.1436,28.7358,31.4675,30.7716,1.7739,1.8458
849,29.147,28.7382,31.4726,30.7758,1.7736,1.8455
850,29.1504,28.7405,31.4776,30.78,1.7732,1.8452
851,29.1537,28.7429,31.4826,30.7843,1.7728,1.8449
852,29.1571,28.7453,31.4877,30.7885,1.7725,1.8446
853,29.1605,28.7477,31.4927,30.7927,1.7721,1.8443
854,29.1639,28.75,31.4978,30.797,1.7717,1.844
855,29.1673,28.7524,31.5028,30.8012,1.7713,1.8437
856,29.1707,28.7548,31.5079,30.8054,1.771,1.8434
857,29.1741,28.7572,31.5129,30.8097,1.7706,1.8431
858,29.1775,28.7596,31.5179,30.8139,1.7702,1.8428
859,29.1809,28.762,31.523,30.8182,1.7699,1.8425
860,29.1843,28.7644,31.528,30.8224,1.7695,1.8422
861,29.1877,28.7668,31.5331,30.8266,1.7691,1.8419
862,29.1912,28.7692,31.5381,30.8309,1.7688,1.8416
863,29.1946,28.7716,31.5432,30.8351,1.7684,1.8413
864,29.198,28.774,31.5482,30.8394,1.768,1.841
865,29.2015,28.7764,31.5533,30.8436,1.7677,1.8407
866,29.2049,28.7789,31.5583,30.8479,1.7673,1.8404
867,29.2084,28.7813,31.5634,30.8521,1.7669,1.8401
868,29.2118,28.7837,31.5684,30.8564,1.7666,1.8398
869,29.2153,28.7861,31.5735,30.8606,1.7662,1.8395
870,29.2187,28.7886,31.5785,30.8649,1.7658,1.8392
871,29.2222,28.791,31.5836,30.8691,1.7655,1.8389
872,29.2256,28.7935,31.5887,30.8734,1.7651,1.8386
873,29.2291,28.7959,31.5937,30.8776,1.7647,1.8383
874,29.2326,28.7984,31.5988,30.8819,1.7644,1.838
875,29.2361,28.8008,31.6038,30.8861,1.764,1.8377
876,29.2395,28.8033,31.6089,30.8904,1.7636,1.8374
877,29.243,28.8057,31.6139,30.8946,1.7633,1.8371
878,29.2465,28.8082,31.619,30.8989,1.7629,1.8368
879,29.25,28.8107,31.6241,30.9031,1.7626,1.8365
880,29.2535,28.8131,31.6291,30.9074,1.7622,1.8362
881,29.257,28.8156,31.6342,30.9117,1.7618,1.8359
882,29.2605,28.8181,31.6392,30.9159,1.7615,1.8356
883,29.264,28.8206,31.6443,30.9202,1.7611,1.8353
884,29.2676,28.8231,31.6494,30.9244,1.7607,1.835
885,29.2711,28.8256,31.6544,30.9287,1.7604,1.8348
886,29.2746,28.8281,31.6595,30.933,1.76,1.8345
887,29.2781,28.8305,31.6645,30.9372,1.7597,1.8342
888,29.2817,28.8331,31.6696,30.9415,1.7593,1.8339
889,29.2852,28.8356,31.6747,30.9458,1.7589,1.8336
890,29.2887,28.8381,31.6797,30.95,1.7586,1.8333
891,29.2923,28.8406,31.6848,30.9543,1.7582,1.833
892,29.2958,28.8431,31.6899,30.9586,1.7579,1.8327
893,29.2994,28.8456,31.6949,30.9628,1.7575,1.8324
894,29.3029,28.8481,31.7,30.9671,1.7571,1.8321
895,29.3065,28.8507,31.705,30.9714,1.7568,1.8318
