time_s,T_center,T_surface,C_center,C_surface
114,28.0,28.1626,2.55,2.2506
115,28.0,28.1649,2.55,2.2494
116,28.0,28.1672,2.55,2.2482
117,28.0001,28.1695,2.55,2.247
118,28.0001,28.1718,2.55,2.2458
119,28.0001,28.1742,2.55,2.2446
120,28.0001,28.1765,2.55,2.2434
121,28.0001,28.1788,2.55,2.2422
122,28.0001,28.1811,2.55,2.241
123,28.0001,28.1834,2.55,2.2399
124,28.0001,28.1857,2.55,2.2387
125,28.0001,28.1879,2.55,2.2375
126,28.0001,28.1902,2.55,2.2364
127,28.0001,28.1924,2.55,2.2352
128,28.0001,28.1947,2.55,2.2341
129,28.0001,28.197,2.55,2.233
130,28.0001,28.1992,2.55,2.2318
131,28.0001,28.2015,2.55,2.2307
132,28.0001,28.2037,2.55,2.2296
133,28.0001,28.206,2.55,2.2285
134,28.0001,28.2082,2.55,2.2273
135,28.0002,28.2105,2.55,2.2262
136,28.0002,28.2127,2.55,2.2251
137,28.0002,28.215,2.55,2.224
138,28.0002,28.2173,2.55,2.2229
139,28.0002,28.2195,2.55,2.2219
140,28.0002,28.2218,2.55,2.2208
141,28.0002,28.2241,2.55,2.2197
142,28.0002,28.2264,2.55,2.2186
143,28.0002,28.2286,2.55,2.2176
144,28.0003,28.2309,2.55,2.2165
145,28.0003,28.2332,2.55,2.2154
146,28.0003,28.2355,2.55,2.2144
147,28.0003,28.2378,2.55,2.2133
148,28.0003,28.2401,2.55,2.2123
149,28.0003,28.2424,2.55,2.2112
150,28.0003,28.2447,2.55,2.2102
151,28.0004,28.247,2.55,2.2092
152,28.0004,28.2493,2.55,2.2081
153,28.0004,28.2516,2.55,2.2071
154,28.0004,28.2539,2.55,2.2061
155,28.0004,28.2563,2.55,2.2051
156,28.0005,28.2586,2.55,2.204
157,28.0005,28.2609,2.55,2.203
158,28.0005,28.2632,2.55,2.202
159,28.0005,28.2656,2.55,2.201
160,28.0005,28.2679,2.55,2.2
161,28.0006,28.2703,2.55,2.199
162,28.0006,28.2726,2.55,2.198
163,28.0006,28.275,2.55,2.197
164,28.0006,28.2773,2.55,2.1961
165,28.0007,28.2797,2.55,2.1951
166,28.0007,28.2821,2.55,2.1941
167,28.0007,28.2844,2.55,2.1931
168,28.0007,28.2868,2.55,2.1922
169,28.0008,28.2892,2.55,2.1912
170,28.0008,28.2916,2.55,2.1902
171,28.0008,28.294,2.55,2.1893
172,28.0009,28.2964,2.55,2.1883
173,28.0009,28.2987,2.55,2.1874
174,28.0009,28.3011,2.55,2.1864
175,28.001,28.3036,2.55,2.1855
176,28.001,28.306,2.55,2.1845
177,28.001,28.3084,2.55,2.1836
178,28.0011,28.3108,2.55,2.1827
179,28.0011,28.3132,2.55,2.1817
180,28.0012,28.3156,2.55,2.1808
181,28.0012,28.318,2.55,2.1799
182,28.0013,28.3204,2.55,2.1789
183,28.0013,28.3228,2.55,2.178
184,28.0013,28.3251,2.55,2.1771
185,28.0014,28.3275,2.55,2.1762
186,28.0014,28.3298,2.55,2.1753
187,28.0015,28.3321,2.55,2.1744
188,28.0015,28.3344,2.55,2.1735
189,28.0016,28.3367,2.55,2.1726
190,28.0016,28.3391,2.55,2.1717
191,28.0017,28.3414,2.55,2.1708
192,28.0017,28.3437,2.55,2.1699
193,28.0018,28.346,2.55,2.169
194,28.0019,28.3483,2.55,2.1681
195,28.0019,28.3506,2.55,2.1672
196,28.002,28.3529,2.55,2.1663
197,28.002,28.3552,2.55,2.1655
198,28.0021,28.3574,2.55,2.1646
199,28.0022,28.3597,2.55,2.1637
200,28.0022,28.362,2.55,2.1628
201,28.0023,28.3643,2.55,2.162
202,28.0024,28.3666,2.55,2.1611
203,28.0024,28.3689,2.55,2.1602
204,28.0025,28.3712,2.55,2.1594
205,28.0026,28.3735,2.55,2.1585
206,28.0027,28.3757,2.55,2.1577
207,28.0027,28.378,2.55,2.1568
208,28.0028,28.3803,2.55,2.156
209,28.0029,28.3826,2.55,2.1551
210,28.003,28.3849,2.55,2.1543
211,28.0031,28.3872,2.55,2.1534
212,28.0032,28.3894,2.55,2.1526
213,28.0032,28.3917,2.55,2.1518
214,28.0033,28.394,2.55,2.1509
215,28.0034,28.3963,2.55,2.1501
216,28.0035,28.3986,2.55,2.1493
217,28.0036,28.4009,2.55,2.1484
218,28.0037,28.4032,2.55,2.1476
219,28.0038,28.4054,2.55,2.1468
220,28.0039,28.4077,2.55,2.146
221,28.004,28.41,2.55,2.1452
222,28.0041,28.4123,2.55,2.1443
223,28.0042,28.4146,2.55,2.1435
224,28.0043,28.4169,2.55,2.1427
225,28.0044,28.4192,2.55,2.1419
226,28.0045,28.4215,2.55,2.1411
227,28.0046,28.4238,2.55,2.1403
228,28.0048,28.4261,2.55,2.1395
229,28.0049,28.4283,2.55,2.1387
230,28.005,28.4306,2.55,2.1379
231,28.0051,28.4329,2.55,2.1371
232,28.0052,28.4352,2.55,2.1363
233,28.0054,28.4375,2.55,2.1355
234,28.0055,28.4398,2.55,2.1347
235,28.0056,28.4421,2.55,2.1339
236,28.0057,28.4444,2.55,2.1332
237,28.0059,28.4467,2.55,2.1324
238,28.006,28.449,2.55,2.1316
239,28.0061,28.4513,2.55,2.1308
240,28.0063,28.4537,2.55,2.13
241,28.0064,28.4561,2.55,2.1293
242,28.0066,28.4586,2.55,2.1285
243,28.0067,28.4612,2.55,2.1277
244,28.0069,28.4638,2.55,2.127
245,28.007,28.4665,2.55,2.1262
246,28.0072,28.4692,2.55,2.1254
247,28.0073,28.4719,2.55,2.1247
248,28.0075,28.4747,2.55,2.1239
249,28.0076,28.4775,2.55,2.1231
250,28.0078,28.4803,2.55,2.1224
251,28.008,28.4832,2.55,2.1216
252,28.0081,28.4861,2.55,2.1209
253,28.0083,28.489,2.55,2.1201
254,28.0085,28.4919,2.55,2.1194
255,28.0086,28.4948,2.55,2.1186
256,28.0088,28.4978,2.55,2.1179
257,28.009,28.5008,2.55,2.1172
258,28.0092,28.5038,2.55,2.1164
259,28.0094,28.5069,2.55,2.1157
260,28.0095,28.5099,2.55,2.1149
261,28.0097,28.513,2.55,2.1142
262,28.0099,28.5161,2.55,2.1135
263,28.0101,28.5192,2.55,2.1127
264,28.0103,28.5223,2.55,2.112
265,28.0105,28.5255,2.55,2.1113
266,28.0107,28.5287,2.55,2.1106
267,28.0109,28.5318,2.55,2.1098
268,28.0111,28.535,2.55,2.1091
269,28.0113,28.5382,2.55,2.1084
270,28.0115,28.5415,2.55,2.1077
271,28.0117,28.5447,2.55,2.107
272,28.012,28.548,2.55,2.1063
273,28.0122,28.5513,2.55,2.1055
274,28.0124,28.5545,2.55,2.1048
275,28.0126,28.5579,2.55,2.1041
276,28.0128,28.5612,2.55,2.1034
277,28.0131,28.5645,2.55,2.1027
278,28.0133,28.5679,2.55,2.102
279,28.0135,28.5712,2.55,2.1013
280,28.0138,28.5746,2.55,2.1006
281,28.014,28.578,2.55,2.0999
282,28.0143,28.5814,2.55,2.0992
283,28.0145,28.5848,2.55,2.0985
284,28.0148,28.5882,2.55,2.0978
285,28.015,28.5917,2.55,2.0971
286,28.0153,28.5951,2.55,2.0964
287,28.0155,28.5986,2.55,2.0958
288,28.0158,28.6021,2.55,2.0951
289,28.016,28.6056,2.55,2.0944
290,28.0163,28.6091,2.55,2.0937
291,28.0166,28.6126,2.55,2.093
292,28.0168,28.6161,2.55,2.0923
293,28.0171,28.6197,2.55,2.0917
294,28.0174,28.6232,2.55,2.091
295,28.0177,28.6268,2.55,2.0903
296,28.0179,28.6304,2.55,2.0896
297,28.0182,28.634,2.55,2.089
298,28.0185,28.6376,2.55,2.0883
299,28.0188,28.6412,2.55,2.0876
300,28.0191,28.6448,2.55,2.087
301,28.0194,28.6484,2.55,2.0863
302,28.0197,28.6518,2.55,2.0856
303,28.02,28.6553,2.55,2.085
304,28.0203,28.6587,2.55,2.0843
305,28.0206,28.6621,2.55,2.0836
306,28.0209,28.6655,2.55,2.083
307,28.0212,28.6689,2.55,2.0823
308,28.0215,28.6723,2.55,2.0817
309,28.0219,28.6756,2.55,2.081
310,28.0222,28.679,2.55,2.0804
311,28.0225,28.6823,2.55,2.0797
312,28.0228,28.6856,2.55,2.0791
313,28.0232,28.6889,2.55,2.0784
314,28.0235,28.6923,2.55,2.0778
315,28.0238,28.6956,2.55,2.0771
316,28.0242,28.6989,2.55,2.0765
317,28.0245,28.7022,2.55,2.0758
318,28.0249,28.7055,2.55,2.0752
319,28.0252,28.7087,2.55,2.0746
320,28.0256,28.712,2.55,2.0739
321,28.0259,28.7153,2.55,2.0733
322,28.0263,28.7186,2.55,2.0726
323,28.0266,28.7219,2.55,2.072
324,28.027,28.7251,2.55,2.0714
325,28.0274,28.7284,2.55,2.0707
326,28.0278,28.7317,2.55,2.0701
327,28.0281,28.7349,2.55,2.0695
328,28.0285,28.7382,2.55,2.0689
329,28.0289,28.7415,2.55,2.0682
330,28.0293,28.7447,2.55,2.0676
331,28.0296,28.748,2.55,2.067
332,28.03,28.7513,2.55,2.0664
333,28.0304,28.7545,2.55,2.0657
334,28.0308,28.7578,2.55,2.0651
335,28.0312,28.761,2.55,2.0645
336,28.0316,28.7643,2.55,2.0639
337,28.032,28.7676,2.55,2.0633
338,28.0324,28.7708,2.55,2.0626
339,28.0328,28.7741,2.55,2.062
340,28.0333,28.7773,2.55,2.0614
341,28.0337,28.7806,2.55,2.0608
342,28.0341,28.7838,2.55,2.0602
343,28.0345,28.7871,2.55,2.0596
344,28.0349,28.7904,2.55,2.059
345,28.0354,28.7936,2.55,2.0584
346,28.0358,28.7969,2.55,2.0577
347,28.0362,28.8001,2.55,2.0571
348,28.0367,28.8034,2.55,2.0565
349,28.0371,28.8066,2.55,2.0559
350,28.0376,28.8099,2.55,2.0553
351,28.038,28.8132,2.55,2.0547
352,28.0385,28.8164,2.55,2.0541
353,28.0389,28.8197,2.55,2.0535
354,28.0394,28.823,2.55,2.0529
355,28.0399,28.8262,2.55,2.0523
356,28.0403,28.8295,2.55,2.0517
357,28.0408,28.8328,2.55,2.0512
358,28.0413,28.836,2.55,2.0506
359,28.0417,28.8393,2.55,2.05
360,28.0422,28.8426,2.55,2.0494
361,28.0427,28.8459,2.55,2.0488
362,28.0432,28.8492,2.55,2.0482
363,28.0437,28.8525,2.55,2.0476
364,28.0442,28.8558,2.55,2.047
365,28.0447,28.8591,2.55,2.0464
366,28.0452,28.8625,2.55,2.0459
367,28.0457,28.8658,2.55,2.0453
368,28.0462,28.8692,2.55,2.0447
369,28.0467,28.8725,2.55,2.0441
370,28.0472,28.8759,2.55,2.0435
371,28.0477,28.8792,2.55,2.043
372,28.0482,28.8826,2.55,2.0424
373,28.0487,28.886,2.55,2.0418
374,28.0493,28.8894,2.55,2.0412
375,28.0498,28.8928,2.55,2.0407
376,28.0503,28.8962,2.55,2.0401
377,28.0509,28.8996,2.55,2.0395
378,28.0514,28.903,2.55,2.0389
379,28.0519,28.9064,2.55,2.0384
380,28.0525,28.9098,2.55,2.0378
381,28.053,28.9132,2.55,2.0372
382,28.0536,28.9166,2.55,2.0367
383,28.0542,28.92,2.55,2.0361
384,28.0547,28.9235,2.55,2.0355
385,28.0553,28.9269,2.55,2.035
386,28.0558,28.9303,2.55,2.0344
387,28.0564,28.9338,2.55,2.0339
388,28.057,28.9372,2.55,2.0333
389,28.0576,28.9407,2.55,2.0327
390,28.0582,28.9441,2.55,2.0322
391,28.0587,28.9476,2.55,2.0316
392,28.0593,28.951,2.55,2.0311
393,28.0599,28.9545,2.55,2.0305
394,28.0605,28.958,2.55,2.03
395,28.0611,28.9614,2.55,2.0294
396,28.0617,28.9649,2.55,2.0289
397,28.0623,28.9684,2.55,2.0283
398,28.0629,28.9719,2.55,2.0278
399,28.0636,28.9754,2.55,2.0272
400,28.0642,28.9788,2.55,2.0267
401,28.0648,28.9823,2.55,2.0261
402,28.0654,28.9858,2.55,2.0256
403,28.0661,28.9893,2.55,2.025
404,28.0667,28.9929,2.55,2.0245
405,28.0673,28.9964,2.55,2.0239
406,28.068,28.9999,2.55,2.0234
407,28.0686,29.0034,2.55,2.0228
408,28.0693,29.0069,2.55,2.0223
409,28.0699,29.0104,2.55,2.0218
410,28.0706,29.014,2.55,2.0212
411,28.0712,29.0175,2.55,2.0207
412,28.0719,29.021,2.55,2.0202
413,28.0726,29.0246,2.55,2.0196
414,28.0732,29.0281,2.55,2.0191
415,28.0739,29.0317,2.55,2.0185
416,28.0746,29.0352,2.55,2.018
417,28.0753,29.0388,2.55,2.0175
418,28.076,29.0423,2.55,2.0169
419,28.0767,29.0459,2.55,2.0164
420,28.0773,29.0495,2.55,2.0159
421,28.078,29.053,2.55,2.0154
422,28.0787,29.0564,2.55,2.0148
423,28.0795,29.0599,2.55,2.0143
424,28.0802,29.0633,2.55,2.0138
425,28.0809,29.0667,2.55,2.0133
426,28.0816,29.0701,2.55,2.0127
427,28.0823,29.0735,2.55,2.0122
428,28.083,29.0768,2.55,2.0117
429,28.0838,29.0802,2.55,2.0112
430,28.0845,29.0835,2.55,2.0106
431,28.0852,29.0868,2.55,2.0101
432,28.086,29.0901,2.55,2.0096
433,28.0867,29.0934,2.55,2.0091
434,28.0875,29.0968,2.55,2.0086
435,28.0882,29.1,2.55,2.0081
436,28.089,29.1033,2.55,2.0075
437,28.0898,29.1066,2.55,2.007
438,28.0905,29.1099,2.55,2.0065
439,28.0913,29.1132,2.55,2.006
440,28.0921,29.1164,2.55,2.0055
441,28.0928,29.1197,2.55,2.005
442,28.0936,29.1229,2.55,2.0045
443,28.0944,29.1262,2.55,2.0039
444,28.0952,29.1294,2.55,2.0034
445,28.096,29.1327,2.55,2.0029
446,28.0968,29.1359,2.55,2.0024
447,28.0976,29.1391,2.55,2.0019
448,28.0984,29.1424,2.55,2.0014
449,28.0992,29.1456,2.55,2.0009
450,28.1,29.1488,2.55,2.0004
451,28.1008,29.152,2.55,1.9999
452,28.1016,29.1552,2.55,1.9994
453,28.1025,29.1584,2.55,1.9989
454,28.1033,29.1616,2.55,1.9984
455,28.1041,29.1648,2.55,1.9979
456,28.105,29.168,2.55,1.9974
457,28.1058,29.1712,2.55,1.9969
458,28.1067,29.1744,2.55,1.9964
459,28.1075,29.1776,2.55,1.9959
460,28.1084,29.1808,2.55,1.9954
461,28.1092,29.184,2.55,1.9949
462,28.1101,29.1872,2.55,1.9944
463,28.1109,29.1903,2.55,1.9939
464,28.1118,29.1935,2.55,1.9934
465,28.1127,29.1967,2.55,1.9929
466,28.1136,29.1999,2.55,1.9924
467,28.1144,29.203,2.55,1.9919
468,28.1153,29.2062,2.55,1.9914
469,28.1162,29.2094,2.55,1.9909
470,28.1171,29.2125,2.55,1.9905
471,28.118,29.2157,2.55,1.99
472,28.1189,29.2188,2.55,1.9895
473,28.1198,29.222,2.55,1.989
474,28.1207,29.2251,2.55,1.9885
475,28.1216,29.2283,2.55,1.988
476,28.1226,29.2315,2.55,1.9875
477,28.1235,29.2346,2.55,1.987
478,28.1244,29.2377,2.55,1.9866
479,28.1253,29.2409,2.55,1.9861
480,28.1263,29.244,2.55,1.9856
481,28.1272,29.2473,2.55,1.9851
482,28.1281,29.2505,2.55,1.9846
483,28.1291,29.2539,2.55,1.9841
484,28.13,29.2572,2.55,1.9837
485,28.131,29.2606,2.55,1.9832
486,28.132,29.264,2.55,1.9827
487,28.1329,29.2675,2.55,1.9822
488,28.1339,29.2709,2.55,1.9818
489,28.1349,29.2744,2.55,1.9813
490,28.1358,29.2779,2.55,1.9808
491,28.1368,29.2814,2.55,1.9803
492,28.1378,29.2849,2.55,1.9799
493,28.1388,29.2885,2.55,1.9794
494,28.1398,29.292,2.55,1.9789
495,28.1408,29.2956,2.55,1.9784
496,28.1418,29.2992,2.55,1.978
497,28.1428,29.3028,2.55,1.9775
498,28.1438,29.3064,2.55,1.977
499,28.1448,29.31,2.55,1.9766
500,28.1458,29.3137,2.55,1.9761
501,28.1468,29.3173,2.55,1.9756
502,28.1479,29.321,2.55,1.9752
503,28.1489,29.3246,2.55,1.9747
504,28.1499,29.3283,2.55,1.9742
505,28.151,29.332,2.55,1.9738
506,28.152,29.3357,2.55,1.9733
507,28.153,29.3394,2.55,1.9728
508,28.1541,29.3431,2.55,1.9724
509,28.1551,29.3468,2.55,1.9719
510,28.1562,29.3506,2.55,1.9715
511,28.1573,29.3543,2.55,1.971
512,28.1583,29.3581,2.55,1.9705
513,28.1594,29.3618,2.55,1.9701
514,28.1605,29.3656,2.55,1.9696
515,28.1616,29.3694,2.55,1.9692
516,28.1626,29.3732,2.55,1.9687
517,28.1637,29.377,2.55,1.9683
518,28.1648,29.3808,2.55,1.9678
519,28.1659,29.3846,2.55,1.9673
520,28.167,29.3884,2.55,1.9669
521,28.1681,29.3922,2.55,1.9664
522,28.1692,29.3961,2.55,1.966
523,28.1703,29.3999,2.55,1.9655
524,28.1714,29.4038,2.55,1.9651
525,28.1726,29.4076,2.55,1.9646
526,28.1737,29.4115,2.55,1.9642
527,28.1748,29.4154,2.55,1.9637
528,28.1759,29.4192,2.55,1.9633
529,28.1771,29.4231,2.55,1.9628
530,28.1782,29.427,2.55,1.9624
531,28.1794,29.4309,2.55,1.9619
532,28.1805,29.4348,2.55,1.9615
533,28.1817,29.4387,2.55,1.9611
534,28.1828,29.4427,2.55,1.9606
535,28.184,29.4466,2.55,1.9602
536,28.1851,29.4505,2.55,1.9597
537,28.1863,29.4545,2.55,1.9593
538,28.1875,29.4584,2.55,1.9588
539,28.1887,29.4624,2.55,1.9584
540,28.1898,29.4663,2.55,1.958
541,28.191,29.4703,2.55,1.9575
542,28.1922,29.4742,2.55,1.9571
543,28.1934,29.4781,2.55,1.9566
544,28.1946,29.482,2.55,1.9562
545,28.1958,29.4859,2.55,1.9558
546,28.197,29.4897,2.55,1.9553
547,28.1982,29.4936,2.55,1.9549
548,28.1994,29.4975,2.55,1.9545
549,28.2006,29.5014,2.55,1.954
550,28.2019,29.5052,2.55,1.9536
551,28.2031,29.5091,2.55,1.9532
552,28.2043,29.5129,2.55,1.9527
553,28.2055,29.5168,2.55,1.9523
554,28.2068,29.5207,2.55,1.9519
555,28.208,29.5245,2.55,1.9514
556,28.2093,29.5284,2.55,1.951
557,28.2105,29.5322,2.55,1.9506
558,28.2118,29.5361,2.55,1.9501
559,28.213,29.5399,2.55,1.9497
560,28.2143,29.5438,2.55,1.9493
561,28.2155,29.5477,2.55,1.9488
562,28.2168,29.5515,2.55,1.9484
563,28.2181,29.5554,2.55,1.948
564,28.2194,29.5592,2.55,1.9476
565,28.2206,29.5631,2.55,1.9471
566,28.2219,29.567,2.55,1.9467
567,28.2232,29.5708,2.55,1.9463
568,28.2245,29.5747,2.55,1.9459
569,28.2258,29.5785,2.55,1.9454
570,28.2271,29.5824,2.55,1.945
571,28.2284,29.5863,2.55,1.9446
572,28.2297,29.5901,2.55,1.9442
573,28.231,29.594,2.55,1.9438
574,28.2323,29.5979,2.55,1.9433
575,28.2336,29.6017,2.55,1.9429
576,28.235,29.6056,2.55,1.9425
577,28.2363,29.6095,2.55,1.9421
578,28.2376,29.6134,2.55,1.9417
579,28.239,29.6172,2.55,1.9412
580,28.2403,29.6211,2.55,1.9408
581,28.2416,29.625,2.55,1.9404
582,28.243,29.6289,2.55,1.94
583,28.2443,29.6328,2.55,1.9396
584,28.2457,29.6366,2.55,1.9392
585,28.247,29.6405,2.55,1.9388
586,28.2484,29.6444,2.55,1.9383
587,28.2498,29.6483,2.55,1.9379
588,28.2511,29.6522,2.55,1.9375
589,28.2525,29.6561,2.55,1.9371
590,28.2539,29.66,2.55,1.9367
591,28.2553,29.6639,2.55,1.9363
592,28.2567,29.6678,2.55,1.9359
593,28.258,29.6717,2.55,1.9355
594,28.2594,29.6756,2.55,1.9351
595,28.2608,29.6795,2.55,1.9346
596,28.2622,29.6834,2.55,1.9342
597,28.2636,29.6873,2.55,1.9338
598,28.265,29.6912,2.55,1.9334
599,28.2665,29.6951,2.55,1.933
600,28.2679,29.699,2.55,1.9326
601,28.2693,29.703,2.55,1.9322
602,28.2707,29.707,2.55,1.9318
603,28.2721,29.711,2.55,1.9314
604,28.2736,29.7151,2.55,1.931
605,28.275,29.7192,2.55,1.9306
606,28.2764,29.7233,2.55,1.9302
607,28.2779,29.7274,2.55,1.9298
608,28.2793,29.7316,2.55,1.9294
609,28.2808,29.7358,2.55,1.929
610,28.2822,29.7399,2.55,1.9286
611,28.2837,29.7441,2.55,1.9282
612,28.2851,29.7483,2.55,1.9278
613,28.2866,29.7525,2.55,1.9274
614,28.2881,29.7568,2.55,1.927
615,28.2896,29.761,2.55,1.9266
616,28.291,29.7653,2.55,1.9262
617,28.2925,29.7695,2.55,1.9258
618,28.294,29.7738,2.55,1.9254
619,28.2955,29.7781,2.55,1.925
620,28.297,29.7824,2.55,1.9246
621,28.2985,29.7867,2.55,1.9242
622,28.3,29.791,2.55,1.9238
623,28.3015,29.7953,2.55,1.9234
624,28.303,29.7997,2.55,1.923
625,28.3045,29.804,2.55,1.9226
626,28.306,29.8084,2.55,1.9222
627,28.3075,29.8127,2.55,1.9218
628,28.309,29.8171,2.55,1.9215
629,28.3106,29.8215,2.55,1.9211
630,28.3121,29.8259,2.55,1.9207
631,28.3136,29.8303,2.55,1.9203
632,28.3152,29.8347,2.55,1.9199
633,28.3167,29.8391,2.55,1.9195
634,28.3182,29.8435,2.55,1.9191
635,28.3198,29.8479,2.55,1.9187
636,28.3213,29.8524,2.55,1.9183
637,28.3229,29.8568,2.55,1.918
638,28.3245,29.8613,2.55,1.9176
639,28.326,29.8657,2.55,1.9172
640,28.3276,29.8702,2.55,1.9168
641,28.3292,29.8747,2.55,1.9164
642,28.3307,29.8792,2.55,1.916
643,28.3323,29.8837,2.55,1.9157
644,28.3339,29.8882,2.55,1.9153
645,28.3355,29.8927,2.55,1.9149
646,28.3371,29.8972,2.55,1.9145
647,28.3387,29.9017,2.55,1.9141
648,28.3403,29.9063,2.55,1.9138
649,28.3419,29.9108,2.55,1.9134
650,28.3435,29.9154,2.55,1.913
651,28.3451,29.9199,2.55,1.9126
652,28.3467,29.9245,2.55,1.9122
653,28.3483,29.929,2.55,1.9119
654,28.3499,29.9336,2.55,1.9115
655,28.3515,29.9382,2.55,1.9111
656,28.3532,29.9428,2.55,1.9107
657,28.3548,29.9474,2.55,1.9103
658,28.3564,29.952,2.55,1.91
659,28.3581,29.9566,2.55,1.9096
660,28.3597,29.9612,2.55,1.9092
661,28.3614,29.9657,2.55,1.9089
662,28.363,29.9702,2.55,1.9085
663,28.3647,29.9747,2.55,1.9081
664,28.3663,29.9791,2.55,1.9077
665,28.368,29.9835,2.55,1.9074
666,28.3696,29.9879,2.55,1.907
667,28.3713,29.9923,2.55,1.9066
668,28.373,29.9967,2.55,1.9062
669,28.3747,30.001,2.55,1.9059
670,28.3763,30.0053,2.55,1.9055
671,28.378,30.0097,2.55,1.9051
672,28.3797,30.014,2.55,1.9048
673,28.3814,30.0183,2.55,1.9044
674,28.3831,30.0226,2.55,1.904
675,28.3848,30.0269,2.55,1.9037
676,28.3865,30.0312,2.55,1.9033
677,28.3882,30.0354,2.55,1.9029
678,28.3899,30.0397,2.55,1.9026
679,28.3916,30.044,2.55,1.9022
680,28.3933,30.0482,2.55,1.9018
