t_h,TR,T_inf,theta_meas,theta_qs,T_ad
22.8167,50.0569,50.0000,+0.05694,+0.01937,157.12
22.8333,50.0571,50.0000,+0.05714,+0.01937,157.13
22.8500,50.0573,50.0000,+0.05731,+0.01908,157.14
22.8667,50.0575,50.0000,+0.05746,+0.01937,157.14
22.8833,50.0576,50.0000,+0.05759,+0.01936,157.15
22.9000,50.0577,50.0000,+0.05770,+0.01907,157.16
22.9167,50.0578,50.0000,+0.05779,+0.01936,157.17
22.9333,50.0579,50.0000,+0.05788,+0.01936,157.18
22.9500,50.0579,50.0000,+0.05794,+0.01907,157.19
22.9667,50.0580,50.0000,+0.05800,+0.01935,157.20
22.9833,50.0580,50.0000,+0.05805,+0.01935,157.20
23.0000,50.0581,50.0000,+0.05808,+0.00953,157.21
23.0167,50.0560,50.0000,+0.05603,-0.00000,157.21
23.0333,50.0544,50.0000,+0.05441,-0.00000,157.21
23.0500,50.0530,50.0000,+0.05300,-0.00000,157.21
23.0667,50.0517,50.0000,+0.05174,-0.00000,157.21
23.0833,50.0506,50.0000,+0.05060,-0.00000,157.21
23.1000,50.0496,50.0000,+0.04957,-0.00000,157.21
23.1167,50.0486,50.0000,+0.04862,-0.00000,157.21
23.1333,50.0478,50.0000,+0.04775,-0.00000,157.21
23.1500,50.0470,50.0000,+0.04695,-0.00000,157.21
23.1667,50.0462,50.0000,+0.04622,-0.00000,157.21
23.1833,50.0455,50.0000,+0.04554,-0.00000,157.21
23.2000,50.0449,50.0000,+0.04492,-0.00000,157.21
23.2167,50.0443,50.0000,+0.04434,-0.00000,157.21
23.2333,50.0438,50.0000,+0.04380,-0.00000,157.21
23.2500,50.0433,50.0000,+0.04331,-0.00000,157.21
23.2667,50.0429,50.0000,+0.04286,-0.00000,157.21
23.2833,50.0424,50.0000,+0.04243,-0.00000,157.21
23.3000,50.0420,50.0000,+0.04204,-0.00000,157.21
23.3167,50.0417,50.0000,+0.04168,-0.00000,157.21
23.3333,50.0413,50.0000,+0.04134,-0.00000,157.21
23.3500,50.0410,50.0000,+0.04103,-0.00000,157.21
23.3667,50.0407,50.0000,+0.04073,-0.00000,157.21
23.3833,50.0405,50.0000,+0.04046,-0.00000,157.21
23.4000,50.0402,50.0000,+0.04020,-0.00000,157.21
23.4167,50.0400,50.0000,+0.03996,-0.00000,157.21
23.4333,50.0397,50.0000,+0.03974,-0.00000,157.21
23.4500,50.0395,50.0000,+0.03953,-0.00000,157.21
23.4667,50.0393,50.0000,+0.03933,-0.00000,157.21
23.4833,50.0391,50.0000,+0.03914,-0.00000,157.21
23.5000,50.0390,50.0000,+0.03897,+0.00949,157.21
23.5167,50.0409,50.0000,+0.04087,+0.01927,157.22
23.5333,50.0424,50.0000,+0.04236,+0.01927,157.23
23.5500,50.0436,50.0000,+0.04362,+0.01898,157.24
23.5667,50.0447,50.0000,+0.04474,+0.01927,157.25
23.5833,50.0457,50.0000,+0.04573,+0.01927,157.26
23.6000,50.0466,50.0000,+0.04662,+0.01898,157.27
23.6167,50.0474,50.0000,+0.04743,+0.01926,157.27
23.6333,50.0482,50.0000,+0.04816,+0.01926,157.28
23.6500,50.0488,50.0000,+0.04881,+0.01897,157.29
23.6667,50.0494,50.0000,+0.04941,+0.01926,157.30
23.6833,50.0499,50.0000,+0.04995,+0.01926,157.31
23.7000,50.0504,50.0000,+0.05043,+0.01897,157.32
23.7167,50.0509,50.0000,+0.05087,+0.01925,157.33
23.7333,50.0513,50.0000,+0.05126,+0.01925,157.34
23.7500,50.0516,50.0000,+0.05162,+0.01896,157.34
23.7667,50.0519,50.0000,+0.05194,+0.01925,157.35
23.7833,50.0522,50.0000,+0.05222,+0.01925,157.36
23.8000,50.0525,50.0000,+0.05248,+0.01896,157.37
23.8167,50.0527,50.0000,+0.05270,+0.01924,157.38
23.8333,50.0529,50.0000,+0.05291,+0.01924,157.39
23.8500,50.0531,50.0000,+0.05309,+0.01895,157.40
23.8667,50.0532,50.0000,+0.05324,+0.01924,157.40
23.8833,50.0534,50.0000,+0.05338,+0.01924,157.41
23.9000,50.0535,50.0000,+0.05350,+0.01895,157.42
23.9167,50.0536,50.0000,+0.05361,+0.01923,157.43
23.9333,50.0537,50.0000,+0.05370,+0.01923,157.44
23.9500,50.0538,50.0000,+0.05378,+0.01894,157.45
23.9667,50.0538,50.0000,+0.05384,+0.01923,157.46
23.9833,50.0539,50.0000,+0.05390,+0.01922,157.47
24.0000,50.0539,50.0000,+0.05394,+0.00947,157.47
24.0167,50.0519,50.0000,+0.05190,-0.00000,157.47
24.0333,50.0503,50.0000,+0.05029,-0.00000,157.47
24.0500,50.0489,50.0000,+0.04889,-0.00000,157.47
24.0667,50.0476,50.0000,+0.04765,-0.00000,157.47
24.0833,50.0465,50.0000,+0.04652,-0.00000,157.47
24.1000,50.0455,50.0000,+0.04550,-0.00000,157.47
24.1167,50.0446,50.0000,+0.04457,-0.00000,157.47
24.1333,50.0437,50.0000,+0.04371,-0.00000,157.47
24.1500,50.0429,50.0000,+0.04293,-0.00000,157.47
24.1667,50.0422,50.0000,+0.04221,-0.00000,157.47
24.1833,50.0415,50.0000,+0.04154,-0.00000,157.47
24.2000,50.0409,50.0000,+0.04093,-0.00000,157.47
24.2167,50.0404,50.0000,+0.04037,-0.00000,157.47
24.2333,50.0399,50.0000,+0.03985,-0.00000,157.47
24.2500,50.0394,50.0000,+0.03937,-0.00000,157.47
24.2667,50.0389,50.0000,+0.03893,-0.00000,157.47
24.2833,50.0385,50.0000,+0.03852,-0.00000,157.47
24.3000,50.0381,50.0000,+0.03814,-0.00000,157.47
24.3167,50.0378,50.0000,+0.03779,-0.00000,157.47
24.3333,50.0375,50.0000,+0.03746,-0.00000,157.47
24.3500,50.0372,50.0000,+0.03716,-0.00000,157.47
24.3667,50.0369,50.0000,+0.03688,-0.00000,157.47
24.3833,50.0366,50.0000,+0.03662,-0.00000,157.47
24.4000,50.0364,50.0000,+0.03638,-0.00000,157.47
24.4167,50.0361,50.0000,+0.03615,-0.00000,157.47
24.4333,50.0359,50.0000,+0.03594,-0.00000,157.47
24.4500,50.0357,50.0000,+0.03574,-0.00000,157.47
24.4667,50.0355,50.0000,+0.03555,-0.00000,157.47
24.4833,50.0354,50.0000,+0.03537,-0.00000,157.47
24.5000,50.0352,50.0000,+0.03521,+0.00943,157.47
24.5167,50.0371,50.0000,+0.03713,+0.01915,157.48
24.5333,50.0386,50.0000,+0.03862,+0.01915,157.49
24.5500,50.0399,50.0000,+0.03989,+0.01887,157.50
24.5667,50.0410,50.0000,+0.04101,+0.01915,157.51
24.5833,50.0420,50.0000,+0.04201,+0.01915,157.52
24.6000,50.0429,50.0000,+0.04291,+0.01886,157.53
24.6167,50.0437,50.0000,+0.04373,+0.01915,157.54
24.6333,50.0445,50.0000,+0.04446,+0.01914,157.54
24.6500,50.0451,50.0000,+0.04512,+0.01886,157.55
24.6667,50.0457,50.0000,+0.04572,+0.01914,157.56
24.6833,50.0463,50.0000,+0.04627,+0.01914,157.57
24.7000,50.0468,50.0000,+0.04676,+0.01885,157.58
24.7167,50.0472,50.0000,+0.04720,+0.01914,157.59
24.7333,50.0476,50.0000,+0.04760,+0.01914,157.60
24.7500,50.0480,50.0000,+0.04796,+0.01885,157.61
24.7667,50.0483,50.0000,+0.04829,+0.01913,157.61
24.7833,50.0486,50.0000,+0.04858,+0.01913,157.62
24.8000,50.0488,50.0000,+0.04884,+0.01884,157.63
24.8167,50.0491,50.0000,+0.04907,+0.01913,157.64
24.8333,50.0493,50.0000,+0.04928,+0.01913,157.65
24.8500,50.0495,50.0000,+0.04947,+0.01884,157.66
24.8667,50.0496,50.0000,+0.04963,+0.01912,157.67
24.8833,50.0498,50.0000,+0.04977,+0.01912,157.68
24.9000,50.0499,50.0000,+0.04990,+0.01883,157.68
24.9167,50.0500,50.0000,+0.05002,+0.01912,157.69
24.9333,50.0501,50.0000,+0.05011,+0.01912,157.70
24.9500,50.0502,50.0000,+0.05020,+0.01883,157.71
24.9667,50.0503,50.0000,+0.05027,+0.01911,157.72
24.9833,50.0503,50.0000,+0.05033,+0.01911,157.73
25.0000,50.0504,50.0000,+0.05038,+0.00941,157.74
25.0167,50.0484,50.0000,+0.04835,-0.00000,157.74
25.0333,50.0467,50.0000,+0.04675,-0.00000,157.74
25.0500,50.0454,50.0000,+0.04536,-0.00000,157.74
25.0667,50.0441,50.0000,+0.04412,-0.00000,157.74
25.0833,50.0430,50.0000,+0.04301,-0.00000,157.74
25.1000,50.0420,50.0000,+0.04200,-0.00000,157.74
25.1167,50.0411,50.0000,+0.04108,-0.00000,157.74
25.1333,50.0402,50.0000,+0.04024,-0.00000,157.74
25.1500,50.0395,50.0000,+0.03946,-0.00000,157.74
25.1667,50.0388,50.0000,+0.03875,-0.00000,157.74
25.1833,50.0381,50.0000,+0.03810,-0.00000,157.74
25.2000,50.0375,50.0000,+0.03750,-0.00000,157.74
25.2167,50.0369,50.0000,+0.03695,-0.00000,157.74
25.2333,50.0364,50.0000,+0.03644,-0.00000,157.74
25.2500,50.0360,50.0000,+0.03597,-0.00000,157.74
25.2667,50.0355,50.0000,+0.03554,-0.00000,157.74
25.2833,50.0351,50.0000,+0.03514,-0.00000,157.74
25.3000,50.0348,50.0000,+0.03478,-0.00000,157.74
25.3167,50.0344,50.0000,+0.03444,-0.00000,157.74
25.3333,50.0341,50.0000,+0.03412,-0.00000,157.74
25.3500,50.0338,50.0000,+0.03383,-0.00000,157.74
25.3667,50.0336,50.0000,+0.03356,-0.00000,157.74
25.3833,50.0333,50.0000,+0.03331,-0.00000,157.74
25.4000,50.0331,50.0000,+0.03308,-0.00000,157.74
25.4167,50.0329,50.0000,+0.03286,-0.00000,157.74
25.4333,50.0327,50.0000,+0.03265,-0.00000,157.74
25.4500,50.0325,50.0000,+0.03247,-0.00000,157.74
25.4667,50.0323,50.0000,+0.03229,-0.00000,157.74
25.4833,50.0321,50.0000,+0.03212,-0.00000,157.74
25.5000,50.0320,50.0000,+0.03197,-0.00000,157.74
25.5167,50.0318,50.0000,+0.03182,-0.00000,157.74
25.5333,50.0317,50.0000,+0.03168,-0.00000,157.74
25.5500,50.0316,50.0000,+0.03155,-0.00000,157.74
25.5667,50.0314,50.0000,+0.03143,-0.00000,157.74
25.5833,50.0313,50.0000,+0.03131,-0.00000,157.74
25.6000,50.0312,50.0000,+0.03120,-0.00000,157.74
25.6167,50.0311,50.0000,+0.03110,-0.00000,157.74
25.6333,50.0310,50.0000,+0.03100,-0.00000,157.74
25.6500,50.0309,50.0000,+0.03090,-0.00000,157.74
25.6667,50.0308,50.0000,+0.03081,-0.00000,157.74
25.6833,50.0307,50.0000,+0.03072,-0.00000,157.74
25.7000,50.0306,50.0000,+0.03064,-0.00000,157.74
25.7167,50.0306,50.0000,+0.03056,-0.00000,157.74
25.7333,50.0305,50.0000,+0.03048,-0.00000,157.74
25.7500,50.0304,50.0000,+0.03041,-0.00000,157.74
25.7667,50.0303,50.0000,+0.03033,-0.00000,157.74
25.7833,50.0303,50.0000,+0.03026,-0.00000,157.74
25.8000,50.0302,50.0000,+0.03019,-0.00000,157.74
25.8167,50.0301,50.0000,+0.03013,-0.00000,157.74
25.8333,50.0301,50.0000,+0.03006,-0.00000,157.74
25.8500,50.0300,50.0000,+0.03000,-0.00000,157.74
25.8667,50.0299,50.0000,+0.02994,-0.00000,157.74
25.8833,50.0299,50.0000,+0.02988,-0.00000,157.74
25.9000,50.0298,50.0000,+0.02982,-0.00000,157.74
25.9167,50.0298,50.0000,+0.02976,-0.00000,157.74
25.9333,50.0297,50.0000,+0.02970,-0.00000,157.74
25.9500,50.0296,50.0000,+0.02965,-0.00000,157.74
25.9667,50.0296,50.0000,+0.02959,-0.00000,157.74
25.9833,50.0295,50.0000,+0.02954,-0.00000,157.74
26.0000,50.0295,50.0000,+0.02948,-0.00000,157.74
26.0167,50.0294,50.0000,+0.02943,-0.00000,157.74
26.0333,50.0294,50.0000,+0.02938,-0.00000,157.74
26.0500,50.0293,50.0000,+0.02933,-0.00000,157.74
26.0667,50.0293,50.0000,+0.02927,-0.00000,157.74
26.0833,50.0292,50.0000,+0.02922,-0.00000,157.74
26.1000,50.0292,50.0000,+0.02917,-0.00000,157.74
26.1167,50.0291,50.0000,+0.02912,-0.00000,157.74
26.1333,50.0291,50.0000,+0.02907,-0.00000,157.74
26.1500,50.0290,50.0000,+0.02902,-0.00000,157.74
26.1667,50.0290,50.0000,+0.02898,-0.00000,157.74
26.1833,50.0289,50.0000,+0.02893,-0.00000,157.74
26.2000,50.0289,50.0000,+0.02888,-0.00000,157.74
26.2167,50.0288,50.0000,+0.02883,-0.00000,157.74
26.2333,50.0288,50.0000,+0.02879,-0.00000,157.74
26.2500,50.0287,50.0000,+0.02874,-0.00000,157.74
26.2667,50.0287,50.0000,+0.02869,-0.00000,157.74
26.2833,50.0286,50.0000,+0.02865,-0.00000,157.74
26.3000,50.0286,50.0000,+0.02860,-0.00000,157.74
26.3167,50.0286,50.0000,+0.02855,-0.00000,157.74
26.3333,50.0285,50.0000,+0.02851,-0.00000,157.74
26.3500,50.0285,50.0000,+0.02846,-0.00000,157.74
26.3667,50.0284,50.0000,+0.02842,-0.00000,157.74
26.3833,50.0284,50.0000,+0.02837,-0.00000,157.74
26.4000,50.0283,50.0000,+0.02833,-0.00000,157.74
26.4167,50.0283,50.0000,+0.02828,-0.00000,157.74
26.4333,50.0282,50.0000,+0.02824,-0.00000,157.74
26.4500,50.0282,50.0000,+0.02819,-0.00000,157.74
26.4667,50.0281,50.0000,+0.02815,-0.00000,157.74
26.4833,50.0281,50.0000,+0.02810,-0.00000,157.74
26.5000,50.0281,50.0000,+0.02806,+0.00933,157.74
26.5167,50.0301,50.0000,+0.03008,+0.01895,157.75
26.5333,50.0317,50.0000,+0.03168,+0.01895,157.75
26.5500,50.0330,50.0000,+0.03304,+0.01866,157.76
26.5667,50.0342,50.0000,+0.03424,+0.01894,157.77
26.5833,50.0353,50.0000,+0.03532,+0.01894,157.78
26.6000,50.0363,50.0000,+0.03629,+0.01866,157.79
26.6167,50.0372,50.0000,+0.03716,+0.01894,157.80
26.6333,50.0380,50.0000,+0.03795,+0.01894,157.81
26.6500,50.0387,50.0000,+0.03867,+0.01866,157.82
26.6667,50.0393,50.0000,+0.03932,+0.01894,157.82
26.6833,50.0399,50.0000,+0.03991,+0.01894,157.83
26.7000,50.0404,50.0000,+0.04044,+0.01865,157.84
26.7167,50.0409,50.0000,+0.04093,+0.01893,157.85
26.7333,50.0414,50.0000,+0.04136,+0.01893,157.86
26.7500,50.0418,50.0000,+0.04176,+0.01865,157.87
26.7667,50.0421,50.0000,+0.04212,+0.01893,157.88
26.7833,50.0424,50.0000,+0.04244,+0.01893,157.89
26.8000,50.0427,50.0000,+0.04273,+0.01865,157.89
26.8167,50.0430,50.0000,+0.04299,+0.01893,157.90
26.8333,50.0432,50.0000,+0.04322,+0.01893,157.91
26.8500,50.0434,50.0000,+0.04343,+0.01864,157.92
26.8667,50.0436,50.0000,+0.04362,+0.01892,157.93
26.8833,50.0438,50.0000,+0.04379,+0.01892,157.94
26.9000,50.0439,50.0000,+0.04393,+0.01864,157.95
26.9167,50.0441,50.0000,+0.04407,+0.01892,157.96
26.9333,50.0442,50.0000,+0.04418,+0.01892,157.96
26.9500,50.0443,50.0000,+0.04429,+0.01863,157.97
26.9667,50.0444,50.0000,+0.04438,+0.01891,157.98
26.9833,50.0445,50.0000,+0.04446,+0.01891,157.99
27.0000,50.0445,50.0000,+0.04453,+0.00931,158.00
27.0167,50.0425,50.0000,+0.04251,-0.00000,158.00
27.0333,50.0409,50.0000,+0.04093,-0.00000,158.00
27.0500,50.0396,50.0000,+0.03956,-0.00000,158.00
27.0667,50.0384,50.0000,+0.03835,-0.00000,158.00
27.0833,50.0373,50.0000,+0.03726,-0.00000,158.00
27.1000,50.0363,50.0000,+0.03627,-0.00000,158.00
27.1167,50.0354,50.0000,+0.03537,-0.00000,158.00
27.1333,50.0346,50.0000,+0.03455,-0.00000,158.00
27.1500,50.0338,50.0000,+0.03380,-0.00000,158.00
27.1667,50.0331,50.0000,+0.03311,-0.00000,158.00
27.1833,50.0325,50.0000,+0.03248,-0.00000,158.00
27.2000,50.0319,50.0000,+0.03190,-0.00000,158.00
27.2167,50.0314,50.0000,+0.03137,-0.00000,158.00
27.2333,50.0309,50.0000,+0.03088,-0.00000,158.00
27.2500,50.0304,50.0000,+0.03043,-0.00000,158.00
27.2667,50.0300,50.0000,+0.03002,-0.00000,158.00
27.2833,50.0296,50.0000,+0.02964,-0.00000,158.00
27.3000,50.0293,50.0000,+0.02929,-0.00000,158.00
27.3167,50.0290,50.0000,+0.02897,-0.00000,158.00
27.3333,50.0287,50.0000,+0.02868,-0.00000,158.00
27.3500,50.0284,50.0000,+0.02840,-0.00000,158.00
27.3667,50.0281,50.0000,+0.02815,-0.00000,158.00
27.3833,50.0279,50.0000,+0.02792,-0.00000,158.00
27.4000,50.0277,50.0000,+0.02770,-0.00000,158.00
27.4167,50.0275,50.0000,+0.02750,-0.00000,158.00
27.4333,50.0273,50.0000,+0.02731,-0.00000,158.00
27.4500,50.0271,50.0000,+0.02714,-0.00000,158.00
27.4667,50.0270,50.0000,+0.02698,-0.00000,158.00
27.4833,50.0268,50.0000,+0.02683,-0.00000,158.00
27.5000,50.0267,50.0000,+0.02668,-0.00000,158.00
27.5167,50.0266,50.0000,+0.02655,-0.00000,158.00
27.5333,50.0264,50.0000,+0.02643,-0.00000,158.00
27.5500,50.0263,50.0000,+0.02631,-0.00000,158.00
27.5667,50.0262,50.0000,+0.02620,-0.00000,158.00
27.5833,50.0261,50.0000,+0.02610,-0.00000,158.00
27.6000,50.0260,50.0000,+0.02601,-0.00000,158.00
27.6167,50.0259,50.0000,+0.02591,-0.00000,158.00
27.6333,50.0258,50.0000,+0.02583,-0.00000,158.00
27.6500,50.0257,50.0000,+0.02575,-0.00000,158.00
27.6667,50.0257,50.0000,+0.02567,-0.00000,158.00
27.6833,50.0256,50.0000,+0.02559,-0.00000,158.00
27.7000,50.0255,50.0000,+0.02552,-0.00000,158.00
27.7167,50.0255,50.0000,+0.02546,-0.00000,158.00
27.7333,50.0254,50.0000,+0.02539,-0.00000,158.00
27.7500,50.0253,50.0000,+0.02533,-0.00000,158.00
27.7667,50.0253,50.0000,+0.02527,-0.00000,158.00
27.7833,50.0252,50.0000,+0.02521,-0.00000,158.00
27.8000,50.0252,50.0000,+0.02515,-0.00000,158.00
27.8167,50.0251,50.0000,+0.02510,-0.00000,158.00
27.8333,50.0250,50.0000,+0.02504,-0.00000,158.00
27.8500,50.0250,50.0000,+0.02499,-0.00000,158.00
27.8667,50.0249,50.0000,+0.02494,-0.00000,158.00
27.8833,50.0249,50.0000,+0.02490,-0.00000,158.00
27.9000,50.0248,50.0000,+0.02485,-0.00000,158.00
27.9167,50.0248,50.0000,+0.02480,-0.00000,158.00
27.9333,50.0248,50.0000,+0.02476,-0.00000,158.00
27.9500,50.0247,50.0000,+0.02471,-0.00000,158.00
27.9667,50.0247,50.0000,+0.02467,-0.00000,158.00
27.9833,50.0246,50.0000,+0.02463,-0.00000,158.00
28.0000,50.0246,50.0000,+0.02458,-0.00000,158.00
28.0167,50.0245,50.0000,+0.02454,-0.00000,158.00
28.0333,50.0245,50.0000,+0.02450,-0.00000,158.00
28.0500,50.0245,50.0000,+0.02446,-0.00000,158.00
28.0667,50.0244,50.0000,+0.02442,-0.00000,158.00
28.0833,50.0244,50.0000,+0.02438,-0.00000,158.00
28.1000,50.0243,50.0000,+0.02434,-0.00000,158.00
28.1167,50.0243,50.0000,+0.02430,-0.00000,158.00
28.1333,50.0243,50.0000,+0.02426,-0.00000,158.00
28.1500,50.0242,50.0000,+0.02423,-0.00000,158.00
28.1667,50.0242,50.0000,+0.02419,-0.00000,158.00
28.1833,50.0242,50.0000,+0.02415,-0.00000,158.00
28.2000,50.0241,50.0000,+0.02412,-0.00000,158.00
28.2167,50.0241,50.0000,+0.02408,-0.00000,158.00
28.2333,50.0240,50.0000,+0.02404,-0.00000,158.00
28.2500,50.0240,50.0000,+0.02401,-0.00000,158.00
28.2667,50.0240,50.0000,+0.02397,-0.00000,158.00
28.2833,50.0239,50.0000,+0.02393,-0.00000,158.00
28.3000,50.0239,50.0000,+0.02390,-0.00000,158.00
28.3167,50.0239,50.0000,+0.02386,-0.00000,158.00
28.3333,50.0238,50.0000,+0.02383,-0.00000,158.00
28.3500,50.0238,50.0000,+0.02379,-0.00000,158.00
28.3667,50.0238,50.0000,+0.02376,-0.00000,158.00
28.3833,50.0237,50.0000,+0.02372,-0.00000,158.00
28.4000,50.0237,50.0000,+0.02369,-0.00000,158.00
28.4167,50.0237,50.0000,+0.02365,-0.00000,158.00
28.4333,50.0236,50.0000,+0.02362,-0.00000,158.00
28.4500,50.0236,50.0000,+0.02358,-0.00000,158.00
28.4667,50.0236,50.0000,+0.02355,-0.00000,158.00
28.4833,50.0235,50.0000,+0.02352,-0.00000,158.00
28.5000,50.0235,50.0000,+0.02348,-0.00000,158.00
28.5167,50.0234,50.0000,+0.02345,-0.00000,158.00
28.5333,50.0234,50.0000,+0.02341,-0.00000,158.00
28.5500,50.0234,50.0000,+0.02338,-0.00000,158.00
28.5667,50.0233,50.0000,+0.02335,-0.00000,158.00
28.5833,50.0233,50.0000,+0.02331,-0.00000,158.00
28.6000,50.0233,50.0000,+0.02328,-0.00000,158.00
28.6167,50.0232,50.0000,+0.02325,-0.00000,158.00
28.6333,50.0232,50.0000,+0.02321,-0.00000,158.00
28.6500,50.0232,50.0000,+0.02318,-0.00000,158.00
28.6667,50.0231,50.0000,+0.02315,-0.00000,158.00
28.6833,50.0231,50.0000,+0.02311,-0.00000,158.00
28.7000,50.0231,50.0000,+0.02308,-0.00000,158.00
28.7167,50.0230,50.0000,+0.02305,-0.00000,158.00
28.7333,50.0230,50.0000,+0.02302,-0.00000,158.00
28.7500,50.0230,50.0000,+0.02298,-0.00000,158.00
28.7667,50.0230,50.0000,+0.02295,-0.00000,158.00
28.7833,50.0229,50.0000,+0.02292,-0.00000,158.00
28.8000,50.0229,50.0000,+0.02289,-0.00000,158.00
28.8167,50.0229,50.0000,+0.02285,-0.00000,158.00
28.8333,50.0228,50.0000,+0.02282,-0.00000,158.00
28.8500,50.0228,50.0000,+0.02279,-0.00000,158.00
28.8667,50.0228,50.0000,+0.02276,-0.00000,158.00
28.8833,50.0227,50.0000,+0.02273,-0.00000,158.00
28.9000,50.0227,50.0000,+0.02269,-0.00000,158.00
28.9167,50.0227,50.0000,+0.02266,-0.00000,158.00
28.9333,50.0226,50.0000,+0.02263,-0.00000,158.00
28.9500,50.0226,50.0000,+0.02260,-0.00000,158.00
28.9667,50.0226,50.0000,+0.02257,-0.00000,158.00
28.9833,50.0225,50.0000,+0.02254,-0.00000,158.00
29.0000,50.0225,50.0000,+0.02250,+0.00923,158.00
29.0167,50.0245,50.0000,+0.02454,+0.01874,158.01
29.0333,50.0261,50.0000,+0.02614,+0.01874,158.02
29.0500,50.0275,50.0000,+0.02751,+0.01846,158.03
29.0667,50.0287,50.0000,+0.02872,+0.01873,158.03
29.0833,50.0298,50.0000,+0.02980,+0.01873,158.04
29.1000,50.0308,50.0000,+0.03077,+0.01845,158.05
29.1167,50.0316,50.0000,+0.03165,+0.01873,158.06
29.1333,50.0324,50.0000,+0.03245,+0.01873,158.07
29.1500,50.0332,50.0000,+0.03317,+0.01845,158.08
29.1667,50.0338,50.0000,+0.03382,+0.01873,158.09
29.1833,50.0344,50.0000,+0.03442,+0.01873,158.10
29.2000,50.0350,50.0000,+0.03495,+0.01845,158.10
29.2167,50.0354,50.0000,+0.03544,+0.01873,158.11
29.2333,50.0359,50.0000,+0.03589,+0.01873,158.12
29.2500,50.0363,50.0000,+0.03628,+0.01845,158.13
29.2667,50.0366,50.0000,+0.03665,+0.01872,158.14
29.2833,50.0370,50.0000,+0.03697,+0.01872,158.15
29.3000,50.0373,50.0000,+0.03727,+0.01844,158.16
29.3167,50.0375,50.0000,+0.03754,+0.01872,158.17
29.3333,50.0378,50.0000,+0.03778,+0.01872,158.17
29.3500,50.0380,50.0000,+0.03799,+0.01844,158.18
29.3667,50.0382,50.0000,+0.03819,+0.01872,158.19
29.3833,50.0384,50.0000,+0.03836,+0.01872,158.20
29.4000,50.0385,50.0000,+0.03852,+0.01844,158.21
29.4167,50.0387,50.0000,+0.03866,+0.01872,158.22
29.4333,50.0388,50.0000,+0.03878,+0.01871,158.23
29.4500,50.0389,50.0000,+0.03889,+0.01843,158.24
29.4667,50.0390,50.0000,+0.03899,+0.01871,158.24
29.4833,50.0391,50.0000,+0.03908,+0.01871,158.25
29.5000,50.0392,50.0000,+0.03916,+0.00922,158.26
29.5167,50.0372,50.0000,+0.03715,-0.00000,158.26
29.5333,50.0356,50.0000,+0.03558,-0.00000,158.26
29.5500,50.0342,50.0000,+0.03423,-0.00000,158.26
29.5667,50.0330,50.0000,+0.03304,-0.00000,158.26
29.5833,50.0320,50.0000,+0.03196,-0.00000,158.26
29.6000,50.0310,50.0000,+0.03099,-0.00000,158.26
29.6167,50.0301,50.0000,+0.03011,-0.00000,158.26
29.6333,50.0293,50.0000,+0.02930,-0.00000,158.26
29.6500,50.0286,50.0000,+0.02857,-0.00000,158.26
29.6667,50.0279,50.0000,+0.02790,-0.00000,158.26
29.6833,50.0273,50.0000,+0.02728,-0.00000,158.26
29.7000,50.0267,50.0000,+0.02672,-0.00000,158.26
29.7167,50.0262,50.0000,+0.02620,-0.00000,158.26
29.7333,50.0257,50.0000,+0.02573,-0.00000,158.26
29.7500,50.0253,50.0000,+0.02530,-0.00000,158.26
29.7667,50.0249,50.0000,+0.02491,-0.00000,158.26
29.7833,50.0245,50.0000,+0.02454,-0.00000,158.26
29.8000,50.0242,50.0000,+0.02421,-0.00000,158.26
29.8167,50.0239,50.0000,+0.02390,-0.00000,158.26
29.8333,50.0236,50.0000,+0.02362,-0.00000,158.26
29.8500,50.0234,50.0000,+0.02336,-0.00000,158.26
29.8667,50.0231,50.0000,+0.02312,-0.00000,158.26
29.8833,50.0229,50.0000,+0.02290,-0.00000,158.26
29.9000,50.0227,50.0000,+0.02270,-0.00000,158.26
29.9167,50.0225,50.0000,+0.02251,-0.00000,158.26
29.9333,50.0223,50.0000,+0.02234,-0.00000,158.26
29.9500,50.0222,50.0000,+0.02218,-0.00000,158.26
29.9667,50.0220,50.0000,+0.02203,-0.00000,158.26
29.9833,50.0219,50.0000,+0.02190,-0.00000,158.26
30.0000,50.0218,50.0000,+0.02177,-0.00000,158.26
30.0167,50.0216,50.0000,+0.02165,-0.00000,158.26
30.0333,50.0215,50.0000,+0.02154,-0.00000,158.26
30.0500,50.0214,50.0000,+0.02143,-0.00000,158.26
30.0667,50.0213,50.0000,+0.02134,-0.00000,158.26
30.0833,50.0212,50.0000,+0.02125,-0.00000,158.26
30.1000,50.0212,50.0000,+0.02116,-0.00000,158.26
30.1167,50.0211,50.0000,+0.02108,-0.00000,158.26
30.1333,50.0210,50.0000,+0.02101,-0.00000,158.26
30.1500,50.0209,50.0000,+0.02094,-0.00000,158.26
30.1667,50.0209,50.0000,+0.02087,-0.00000,158.26
30.1833,50.0208,50.0000,+0.02081,-0.00000,158.26
30.2000,50.0207,50.0000,+0.02075,-0.00000,158.26
30.2167,50.0207,50.0000,+0.02069,-0.00000,158.26
30.2333,50.0206,50.0000,+0.02063,-0.00000,158.26
30.2500,50.0206,50.0000,+0.02058,-0.00000,158.26
30.2667,50.0205,50.0000,+0.02053,-0.00000,158.26
30.2833,50.0205,50.0000,+0.02048,-0.00000,158.26
30.3000,50.0204,50.0000,+0.02044,-0.00000,158.26
