t_h,TR,T_inf,theta_meas,theta_qs,T_ad
0.0000,28.0000,28.0000,+0.00000,+2.65393,57.07
0.0167,28.3524,28.5280,-0.17561,+2.66575,57.31
0.0333,28.6418,29.1920,-0.55018,+2.67865,57.56
0.0500,28.9285,29.6840,-0.75551,+2.69254,57.80
0.0667,29.1964,30.0370,-0.84060,+2.70777,58.05
0.0833,29.5214,30.8340,-1.31256,+2.72401,58.30
0.1000,29.8424,31.2930,-1.45063,+2.74130,58.55
0.1167,30.1664,31.8200,-1.65359,+2.76009,58.80
0.1333,30.4662,32.1210,-1.65479,+2.77911,59.05
0.1500,30.7963,32.7300,-1.93371,+2.79856,59.31
0.1667,31.1320,33.2020,-2.06998,+2.81967,59.56
0.1833,31.4998,33.8790,-2.37918,+2.84157,59.82
0.2000,31.8501,34.2680,-2.41791,+2.86401,60.08
0.2167,32.2099,34.8060,-2.59606,+2.88776,60.34
0.2333,32.5516,35.1420,-2.59035,+2.91169,60.61
0.2500,32.8876,35.5240,-2.63641,+2.93553,60.87
0.2667,33.2518,36.0910,-2.83923,+2.96077,61.14
0.2833,33.5894,36.3540,-2.76464,+2.98610,61.41
0.3000,33.9762,37.0670,-3.09085,+3.01182,61.68
0.3167,34.3464,37.4190,-3.07263,+3.03907,61.95
0.3333,34.7176,37.8820,-3.16437,+3.06633,62.23
0.3500,35.0632,38.1340,-3.07075,+3.09338,62.50
0.3667,35.4502,38.7670,-3.31679,+3.12171,62.78
0.3833,35.8263,39.1250,-3.29874,+3.15034,63.06
0.4000,36.1869,39.4580,-3.27114,+3.17870,63.34
0.4167,36.5111,39.5950,-3.08390,+3.20750,63.62
0.4333,36.8633,40.0610,-3.19774,+3.23599,63.91
0.4500,37.1919,40.2380,-3.04610,+3.26417,64.20
0.4667,37.5325,40.6210,-3.08854,+3.29309,64.49
0.4833,37.9104,41.1660,-3.25557,+3.32230,64.78
0.5000,38.2800,41.5130,-3.23302,+2.71819,65.07
0.5167,38.5971,41.9180,-3.32088,+2.10027,65.25
0.5333,38.8672,41.9520,-3.08485,+2.11522,65.44
0.5500,39.1481,42.2630,-3.11489,+2.12956,65.62
0.5667,39.4440,42.5890,-3.14501,+2.14485,65.81
0.5833,39.7190,42.7450,-3.02602,+2.15967,66.00
0.6000,39.9929,42.9850,-2.99213,+2.17393,66.18
0.6167,40.2951,43.3930,-3.09790,+2.18918,66.37
0.6333,40.5726,43.5340,-2.96143,+2.20403,66.56
0.6500,40.8783,43.9700,-3.09174,+2.21852,66.75
0.6667,41.1581,44.1020,-2.94389,+2.23388,66.94
0.6833,41.4599,44.5030,-3.04309,+2.24883,67.13
0.7000,41.7421,44.6630,-2.92085,+2.26336,67.32
0.7167,41.9882,44.7010,-2.71283,+2.27835,67.52
0.7333,42.2774,45.1380,-2.86062,+2.29290,67.71
0.7500,42.5563,45.3230,-2.76667,+2.30713,67.91
0.7667,42.7928,45.3240,-2.53121,+2.32183,68.10
0.7833,43.0262,45.4620,-2.43580,+2.33569,68.30
0.8000,43.2950,45.8180,-2.52298,+2.34915,68.49
0.8167,43.5143,45.7390,-2.22467,+2.36324,68.69
0.8333,43.7406,45.9300,-2.18944,+2.37648,68.89
0.8500,43.9570,45.9990,-2.04196,+2.38904,69.09
0.8667,44.2346,46.5120,-2.27736,+2.40272,69.29
0.8833,44.4851,46.6020,-2.11691,+2.41609,69.49
0.9000,44.7223,46.7610,-2.03873,+2.42872,69.70
0.9167,44.9588,46.9330,-1.97421,+2.44211,69.90
0.9333,45.1625,46.9120,-1.74951,+2.45468,70.10
0.9500,45.3759,47.0890,-1.71315,+2.46646,70.31
0.9667,45.5555,47.0080,-1.45248,+2.47878,70.51
0.9833,45.7390,47.1110,-1.37202,+2.49020,70.72
1.0000,45.9719,47.4850,-1.51312,+2.69128,70.93
1.0167,46.1919,47.4980,-1.30611,+2.89629,71.17
1.0333,46.4074,47.6460,-1.23855,+2.91045,71.41
1.0500,46.6328,47.8400,-1.20718,+2.92403,71.65
1.0667,46.8361,47.8730,-1.03690,+2.93829,71.90
1.0833,47.0266,47.9260,-0.89936,+2.95162,72.14
1.1000,47.2165,48.0160,-0.79954,+2.96413,72.39
1.1167,47.3835,47.9770,-0.59353,+2.97715,72.64
1.1333,47.5317,47.9260,-0.39433,+2.98906,72.89
1.1500,47.7215,48.1990,-0.47753,+3.00035,73.14
1.1667,47.8874,48.1660,-0.27862,+3.01246,73.39
1.1833,48.0644,48.3310,-0.26664,+3.02380,73.64
1.2000,48.2721,48.6150,-0.34291,+3.03480,73.90
1.2167,48.4111,48.3800,+0.03105,+3.04632,74.15
1.2333,48.5371,48.3570,+0.18012,+3.05652,74.41
1.2500,48.6934,48.5260,+0.16736,+3.06604,74.67
1.2667,48.8481,48.5900,+0.25807,+3.07646,74.93
1.2833,49.0261,48.8250,+0.20113,+3.08640,75.19
1.3000,49.1818,48.8270,+0.35475,+3.09568,75.45
1.3167,49.3462,48.9880,+0.35817,+3.10577,75.71
1.3333,49.4913,48.9790,+0.51229,+3.11512,75.98
1.3500,49.6092,48.9000,+0.70915,+3.12339,76.25
1.3667,49.7645,49.1440,+0.62055,+3.13256,76.51
1.3833,49.8586,48.8700,+0.98865,+3.14074,76.78
1.4000,49.9470,48.8400,+1.10696,+3.14760,77.06
1.4167,50.0551,48.9130,+1.14210,+3.15528,77.33
1.4333,50.2177,49.2610,+0.95669,+3.16275,77.60
1.4500,50.3400,49.1690,+1.17105,+3.16965,77.88
1.4667,50.4276,49.0560,+1.37160,+3.17691,78.15
1.4833,50.5509,49.2570,+1.29388,+3.18349,78.43
1.5000,50.6405,49.1160,+1.52447,+2.96162,78.71
1.5167,50.7543,49.4150,+1.33929,+2.73797,78.95
1.5333,50.8396,49.3210,+1.51858,+2.74197,79.19
1.5500,50.9137,49.3170,+1.59675,+2.74560,79.44
1.5667,50.9843,49.3040,+1.68025,+2.74901,79.68
1.5833,51.0846,49.4920,+1.59256,+2.75244,79.93
1.6000,51.1541,49.3840,+1.77013,+2.75573,80.17
1.6167,51.1991,49.2720,+1.92712,+2.75853,80.42
1.6333,51.2568,49.3100,+1.94684,+2.76108,80.67
1.6500,51.3904,49.7490,+1.64137,+2.76409,80.92
1.6667,51.4960,49.7430,+1.75302,+2.76739,81.17
1.6833,51.5640,49.6600,+1.90402,+2.77030,81.42
1.7000,51.5947,49.4630,+2.13168,+2.77264,81.68
1.7167,51.6973,49.8300,+1.86729,+2.77507,81.93
1.7333,51.7735,49.7530,+2.02047,+2.77765,82.19
1.7500,51.8336,49.7390,+2.09455,+2.77990,82.44
1.7667,51.8718,49.6220,+2.24981,+2.78180,82.70
1.7833,51.9019,49.5500,+2.35195,+2.78331,82.96
1.8000,51.9272,49.4770,+2.45022,+2.78451,83.22
1.8167,52.0304,49.8910,+2.13941,+2.78607,83.48
1.8333,52.0787,49.6830,+2.39572,+2.78768,83.75
1.8500,52.0987,49.5690,+2.52974,+2.78871,84.01
1.8667,52.1396,49.6330,+2.50662,+2.78957,84.28
1.8833,52.2071,49.7810,+2.42607,+2.79060,84.54
1.9000,52.2311,49.5920,+2.63906,+2.79140,84.81
1.9167,52.3164,49.9410,+2.37541,+2.79233,85.08
1.9333,52.3812,49.9020,+2.47921,+2.79348,85.35
1.9500,52.4292,49.8920,+2.53718,+2.79438,85.62
1.9667,52.4507,49.7590,+2.69168,+2.79495,85.90
1.9833,52.4952,49.8650,+2.63019,+2.79539,86.17
2.0000,52.5360,49.8520,+2.68398,+2.04310,86.45
2.0167,52.5036,49.8930,+2.61062,+1.28838,86.58
2.0333,52.4299,49.6190,+2.81088,+1.28627,86.70
2.0500,52.4031,49.7920,+2.61111,+1.28417,86.83
2.0667,52.3514,49.6120,+2.73939,+1.28210,86.96
2.0833,52.3472,49.8450,+2.50218,+1.28012,87.09
2.1000,52.3268,49.7700,+2.55677,+1.27826,87.22
2.1167,52.2876,49.6830,+2.60463,+1.27633,87.35
2.1333,52.2535,49.6690,+2.58454,+1.27437,87.48
2.1500,52.2685,49.9160,+2.35253,+1.27260,87.61
2.1667,52.2374,49.7140,+2.52341,+1.27086,87.74
2.1833,52.2728,50.0950,+2.17783,+1.26926,87.87
2.2000,52.2652,49.9290,+2.33615,+1.26778,88.00
2.2167,52.2300,49.8170,+2.41304,+1.26613,88.13
2.2333,52.2268,49.9430,+2.28377,+1.26452,88.26
2.2500,52.1738,49.6640,+2.50975,+1.26282,88.40
2.2667,52.2143,50.1350,+2.07926,+1.26129,88.53
2.2833,52.2005,49.9020,+2.29846,+1.25989,88.66
2.3000,52.2068,50.0560,+2.15078,+1.25845,88.79
2.3167,52.1505,49.7100,+2.44052,+1.25689,88.93
2.3333,52.1434,49.9150,+2.22835,+1.25528,89.06
2.3500,52.1412,49.9200,+2.22124,+1.25382,89.19
2.3667,52.1727,50.1470,+2.02568,+1.25252,89.33
2.3833,52.1583,49.9670,+2.19131,+1.25123,89.46
2.4000,52.1342,49.9210,+2.21321,+1.24980,89.60
2.4167,52.1009,49.8210,+2.27992,+1.24830,89.73
2.4333,52.0831,49.8560,+2.22706,+1.24678,89.87
2.4500,52.0867,49.9530,+2.13374,+1.24538,90.00
2.4667,52.0785,49.9150,+2.16354,+1.24401,90.14
2.4833,52.0320,49.7080,+2.32398,+1.24250,90.27
2.5000,52.0786,50.1630,+1.91558,+1.25825,90.41
2.5167,52.1175,50.1980,+1.91951,+1.27483,90.55
2.5333,52.0674,49.8200,+2.24739,+1.27357,90.69
2.5500,52.0685,50.0270,+2.04153,+1.27170,90.83
2.5667,52.0345,49.8040,+2.23051,+1.27087,90.97
2.5833,52.0569,50.0860,+1.97089,+1.26958,91.12
2.6000,52.0386,49.8910,+2.14762,+1.26783,91.26
2.6167,52.0536,50.0800,+1.97359,+1.26711,91.40
2.6333,52.0704,50.1130,+1.95742,+1.26602,91.54
2.6500,52.0809,50.1340,+1.94688,+1.26443,91.69
2.6667,52.0275,49.8040,+2.22354,+1.26365,91.83
2.6833,52.0627,50.2080,+1.85467,+1.26245,91.97
2.7000,52.0291,49.8650,+2.16410,+1.26075,92.12
2.7167,51.9822,49.7690,+2.21322,+1.25981,92.26
2.7333,52.0007,50.0270,+1.97371,+1.25851,92.41
2.7500,51.9963,49.9350,+2.06128,+1.25680,92.55
2.7667,52.0280,50.1650,+1.86298,+1.25621,92.70
2.7833,52.0465,50.1540,+1.89253,+1.25523,92.84
2.8000,52.0103,49.9090,+2.10129,+1.25354,92.99
2.8167,52.0422,50.2260,+1.81625,+1.25295,93.14
2.8333,52.0074,49.8950,+2.11245,+1.25182,93.28
2.8500,51.9990,50.0080,+1.99099,+1.25006,93.43
2.8667,51.9742,49.8780,+2.09616,+1.24930,93.58
2.8833,52.0157,50.2180,+1.79769,+1.24821,93.73
2.9000,51.9744,49.8320,+2.14244,+1.24655,93.87
2.9167,51.9299,49.7720,+2.15785,+1.24563,94.02
2.9333,51.9400,49.9680,+1.97202,+1.24434,94.17
2.9500,51.9958,50.2460,+1.74980,+1.24286,94.32
2.9667,52.0184,50.1960,+1.82240,+1.24249,94.47
2.9833,52.0148,50.1240,+1.89075,+1.24152,94.62
3.0000,52.0256,50.1950,+1.83063,+1.32401,94.77
3.0167,52.0436,50.1970,+1.84663,+1.40720,94.94
3.0333,52.0225,50.0090,+2.01351,+1.40625,95.11
3.0500,51.9923,49.9080,+2.08433,+1.40509,95.29
3.0667,52.0181,50.1360,+1.88208,+1.40405,95.46
3.0833,52.0277,50.0810,+1.94675,+1.40312,95.63
3.1000,52.0051,49.9370,+2.06814,+1.40202,95.81
3.1167,51.9666,49.7970,+2.16957,+1.40072,95.98
3.1333,52.0028,50.1230,+1.87976,+1.39959,96.15
3.1500,51.9850,49.8810,+2.10399,+1.39850,96.33
3.1667,52.0289,50.2180,+1.81091,+1.39750,96.51
3.1833,51.9985,49.8700,+2.12850,+1.39644,96.68
3.2000,51.9629,49.8110,+2.15186,+1.39509,96.86
3.2167,52.0093,50.1660,+1.84335,+1.39400,97.03
3.2333,51.9792,49.8270,+2.15220,+1.39288,97.21
3.2500,51.9557,49.8400,+2.11572,+1.39153,97.39
3.2667,51.9832,50.0500,+1.93321,+1.39038,97.57
3.2833,52.0255,50.1870,+1.83845,+1.38947,97.75
3.3000,51.9877,49.8480,+2.13970,+1.38836,97.93
3.3167,51.9710,49.9050,+2.06602,+1.38705,98.11
3.3333,52.0081,50.1390,+1.86912,+1.38599,98.29
3.3500,52.0490,50.2360,+1.81301,+1.38515,98.47
3.3667,52.0290,50.0000,+2.02898,+1.38416,98.65
3.3833,51.9822,49.8220,+2.16021,+1.38284,98.83
3.4000,51.9438,49.7570,+2.18683,+1.38139,99.01
3.4167,51.9409,49.8650,+2.07593,+1.38001,99.20
3.4333,51.9299,49.8160,+2.11390,+1.37868,99.38
3.4500,51.9692,50.0890,+1.88022,+1.37755,99.56
3.4667,51.9432,49.8110,+2.13224,+1.37637,99.75
3.4833,51.9560,50.0030,+1.95296,+1.37515,99.93
3.5000,51.9849,50.0970,+1.88791,+1.22691,100.12
3.5167,51.9731,50.0410,+1.93206,+1.07846,100.26
3.5333,51.9250,49.8500,+2.07496,+1.07711,100.41
3.5500,51.9459,50.1520,+1.79394,+1.07587,100.56
3.5667,51.9508,50.1080,+1.84280,+1.07478,100.70
3.5833,51.9475,50.1190,+1.82848,+1.07366,100.85
3.6000,51.8871,49.8160,+2.07105,+1.07237,101.00
3.6167,51.8436,49.8120,+2.03163,+1.07094,101.15
3.6333,51.8907,50.2140,+1.67666,+1.06981,101.29
3.6500,51.8689,49.9490,+1.91992,+1.06873,101.44
3.6667,51.8356,49.9000,+1.93563,+1.06747,101.59
3.6833,51.8320,49.9940,+1.83803,+1.06627,101.74
3.7000,51.8436,50.0810,+1.76258,+1.06519,101.89
3.7167,51.8736,50.2280,+1.64558,+1.06425,102.04
3.7333,51.8271,49.8930,+1.93412,+1.06317,102.19
3.7500,51.8512,50.2120,+1.63921,+1.06212,102.34
3.7667,51.7870,49.7620,+2.02498,+1.06097,102.49
3.7833,51.7872,50.0280,+1.75917,+1.05975,102.64
3.8000,51.7990,50.0670,+1.73201,+1.05874,102.80
3.8167,51.7510,49.8030,+1.94800,+1.05758,102.95
3.8333,51.7193,49.8200,+1.89934,+1.05630,103.10
3.8500,51.7261,49.9600,+1.76613,+1.05515,103.25
3.8667,51.7780,50.2330,+1.54495,+1.05427,103.41
3.8833,51.7722,50.0480,+1.72419,+1.05340,103.56
3.9000,51.7934,50.2170,+1.57636,+1.05252,103.71
3.9167,51.7967,50.1520,+1.64469,+1.05169,103.87
3.9333,51.7641,49.9840,+1.78008,+1.05070,104.02
3.9500,51.7724,50.1420,+1.63042,+1.04974,104.18
3.9667,51.7082,49.7590,+1.94922,+1.04862,104.33
3.9833,51.6710,49.8050,+1.86597,+1.04735,104.49
4.0000,51.7179,50.1650,+1.55286,+0.99881,104.64
4.0167,51.6957,50.0000,+1.69573,+0.95023,104.78
4.0333,51.6871,50.0000,+1.68712,+0.94923,104.93
4.0500,51.6785,50.0000,+1.67846,+0.94823,105.07
4.0667,51.6699,50.0000,+1.66990,+0.94725,105.21
4.0833,51.6615,50.0000,+1.66152,+0.94627,105.35
4.1000,51.6534,50.0000,+1.65336,+0.94530,105.50
4.1167,51.6454,50.0000,+1.64543,+0.94434,105.64
4.1333,51.6377,50.0000,+1.63774,+0.94340,105.78
4.1500,51.6303,50.0000,+1.63028,+0.94245,105.93
4.1667,51.6231,50.0000,+1.62306,+0.94152,106.07
4.1833,51.6161,50.0000,+1.61606,+0.94060,106.22
4.2000,51.6093,50.0000,+1.60928,+0.93968,106.36
4.2167,51.6027,50.0000,+1.60272,+0.93877,106.51
4.2333,51.5964,50.0000,+1.59636,+0.93786,106.65
4.2500,51.5902,50.0000,+1.59019,+0.93697,106.80
4.2667,51.5842,50.0000,+1.58421,+0.93608,106.95
4.2833,51.5784,50.0000,+1.57841,+0.93519,107.09
4.3000,51.5728,50.0000,+1.57279,+0.93431,107.24
4.3167,51.5673,50.0000,+1.56733,+0.93344,107.39
4.3333,51.5620,50.0000,+1.56203,+0.93257,107.53
4.3500,51.5569,50.0000,+1.55688,+0.93171,107.68
4.3667,51.5519,50.0000,+1.55188,+0.93086,107.83
4.3833,51.5470,50.0000,+1.54702,+0.93001,107.98
4.4000,51.5423,50.0000,+1.54230,+0.92916,108.13
4.4167,51.5377,50.0000,+1.53770,+0.92832,108.28
4.4333,51.5332,50.0000,+1.53322,+0.92748,108.42
4.4500,51.5289,50.0000,+1.52887,+0.92665,108.57
4.4667,51.5246,50.0000,+1.52462,+0.92582,108.72
4.4833,51.5205,50.0000,+1.52049,+0.92500,108.87
4.5000,51.5165,50.0000,+1.51646,+0.81651,109.03
4.5167,51.4990,50.0000,+1.49901,+0.70753,109.14
4.5333,51.4837,50.0000,+1.48368,+0.70670,109.26
4.5500,51.4695,50.0000,+1.46952,+0.70635,109.37
4.5667,51.4563,50.0000,+1.45625,+0.70508,109.49
4.5833,51.4437,50.0000,+1.44370,+0.70429,109.61
4.6000,51.4318,50.0000,+1.43178,+0.70397,109.72
4.6167,51.4204,50.0000,+1.42041,+0.70274,109.84
4.6333,51.4095,50.0000,+1.40954,+0.70198,109.96
4.6500,51.3991,50.0000,+1.39914,+0.70169,110.07
4.6667,51.3892,50.0000,+1.38916,+0.70050,110.19
4.6833,51.3796,50.0000,+1.37960,+0.69977,110.31
4.7000,51.3704,50.0000,+1.37041,+0.69951,110.42
4.7167,51.3616,50.0000,+1.36159,+0.69834,110.54
4.7333,51.3531,50.0000,+1.35311,+0.69763,110.66
4.7500,51.3450,50.0000,+1.34495,+0.69739,110.78
4.7667,51.3371,50.0000,+1.33711,+0.69625,110.90
4.7833,51.3296,50.0000,+1.32957,+0.69557,111.02
4.8000,51.3223,50.0000,+1.32231,+0.69535,111.13
4.8167,51.3153,50.0000,+1.31532,+0.69423,111.25
4.8333,51.3086,50.0000,+1.30859,+0.69357,111.37
4.8500,51.3021,50.0000,+1.30210,+0.69336,111.49
4.8667,51.2958,50.0000,+1.29584,+0.69226,111.61
4.8833,51.2898,50.0000,+1.28981,+0.69162,111.73
4.9000,51.2840,50.0000,+1.28400,+0.69143,111.85
4.9167,51.2784,50.0000,+1.27839,+0.69035,111.97
4.9333,51.2730,50.0000,+1.27297,+0.68972,112.09
4.9500,51.2677,50.0000,+1.26773,+0.68954,112.21
4.9667,51.2627,50.0000,+1.26268,+0.68847,112.33
4.9833,51.2578,50.0000,+1.25779,+0.68786,112.45
5.0000,51.2531,50.0000,+1.25306,+0.74732,112.58
5.0167,51.2563,50.0000,+1.25625,+0.80638,112.72
5.0333,51.2584,50.0000,+1.25841,+0.80581,112.86
5.0500,51.2601,50.0000,+1.26007,+0.80523,113.00
5.0667,51.2614,50.0000,+1.26140,+0.80465,113.15
5.0833,51.2625,50.0000,+1.26248,+0.80407,113.29
5.1000,51.2634,50.0000,+1.26337,+0.80349,113.43
5.1167,51.2641,50.0000,+1.26409,+0.80291,113.58
5.1333,51.2647,50.0000,+1.26468,+0.80232,113.72
5.1500,51.2651,50.0000,+1.26515,+0.80173,113.87
5.1667,51.2655,50.0000,+1.26550,+0.80114,114.01
5.1833,51.2657,50.0000,+1.26575,+0.80055,114.16
5.2000,51.2659,50.0000,+1.26590,+0.79996,114.30
5.2167,51.2660,50.0000,+1.26597,+0.79936,114.45
5.2333,51.2660,50.0000,+1.26595,+0.79877,114.59
5.2500,51.2659,50.0000,+1.26586,+0.79817,114.74
5.2667,51.2657,50.0000,+1.26569,+0.79757,114.89
5.2833,51.2654,50.0000,+1.26545,+0.79698,115.03
5.3000,51.2651,50.0000,+1.26514,+0.79638,115.18
5.3167,51.2648,50.0000,+1.26477,+0.79578,115.33
5.3333,51.2643,50.0000,+1.26434,+0.79518,115.48
5.3500,51.2639,50.0000,+1.26385,+0.79458,115.62
5.3667,51.2633,50.0000,+1.26331,+0.79398,115.77
5.3833,51.2627,50.0000,+1.26272,+0.79337,115.92
5.4000,51.2621,50.0000,+1.26208,+0.79277,116.07
5.4167,51.2614,50.0000,+1.26140,+0.79217,116.22
5.4333,51.2607,50.0000,+1.26067,+0.79157,116.37
5.4500,51.2599,50.0000,+1.25990,+0.79096,116.52
5.4667,51.2591,50.0000,+1.25909,+0.79036,116.67
5.4833,51.2582,50.0000,+1.25824,+0.78976,116.82
5.5000,51.2574,50.0000,+1.25736,+0.73084,116.97
5.5167,51.2486,50.0000,+1.24856,+0.67146,117.10
5.5333,51.2410,50.0000,+1.24095,+0.67083,117.23
5.5500,51.2340,50.0000,+1.23397,+0.67064,117.36
5.5667,51.2274,50.0000,+1.22744,+0.66959,117.48
5.5833,51.2213,50.0000,+1.22126,+0.66898,117.61
5.6000,51.2154,50.0000,+1.21539,+0.66881,117.74
5.6167,51.2098,50.0000,+1.20978,+0.66777,117.87
5.6333,51.2044,50.0000,+1.20441,+0.66718,118.00
5.6500,51.1993,50.0000,+1.19926,+0.66703,118.13
5.6667,51.1943,50.0000,+1.19431,+0.66601,118.26
5.6833,51.1895,50.0000,+1.18954,+0.66542,118.39
5.7000,51.1850,50.0000,+1.18495,+0.66528,118.53
5.7167,51.1805,50.0000,+1.18053,+0.66428,118.66
5.7333,51.1763,50.0000,+1.17626,+0.66371,118.79
5.7500,51.1721,50.0000,+1.17214,+0.66358,118.92
5.7667,51.1682,50.0000,+1.16817,+0.66258,119.05
5.7833,51.1643,50.0000,+1.16433,+0.66202,119.18
5.8000,51.1606,50.0000,+1.16061,+0.66190,119.31
5.8167,51.1570,50.0000,+1.15702,+0.66092,119.45
5.8333,51.1535,50.0000,+1.15354,+0.66037,119.58
5.8500,51.1502,50.0000,+1.15017,+0.66025,119.71
5.8667,51.1469,50.0000,+1.14690,+0.65928,119.85
5.8833,51.1437,50.0000,+1.14373,+0.65874,119.98
5.9000,51.1407,50.0000,+1.14066,+0.65863,120.11
5.9167,51.1377,50.0000,+1.13768,+0.65767,120.25
5.9333,51.1348,50.0000,+1.13478,+0.65713,120.38
5.9500,51.1320,50.0000,+1.13196,+0.65703,120.51
5.9667,51.1292,50.0000,+1.12921,+0.65608,120.65
5.9833,51.1265,50.0000,+1.12654,+0.65555,120.78
6.0000,51.1239,50.0000,+1.12394,+0.58410,120.92
6.0167,51.1115,50.0000,+1.11145,+0.51221,121.02
6.0333,51.1006,50.0000,+1.10060,+0.51169,121.13
6.0500,51.0906,50.0000,+1.09065,+0.51118,121.24
6.0667,51.0814,50.0000,+1.08137,+0.51068,121.34
6.0833,51.0726,50.0000,+1.07265,+0.51018,121.45
6.1000,51.0644,50.0000,+1.06439,+0.50969,121.55
6.1167,51.0566,50.0000,+1.05655,+0.50921,121.66
6.1333,51.0491,50.0000,+1.04910,+0.50874,121.77
6.1500,51.0420,50.0000,+1.04199,+0.50827,121.87
6.1667,51.0352,50.0000,+1.03521,+0.50780,121.98
6.1833,51.0287,50.0000,+1.02873,+0.50734,122.09
6.2000,51.0225,50.0000,+1.02254,+0.50688,122.20
6.2167,51.0166,50.0000,+1.01662,+0.50643,122.30
6.2333,51.0110,50.0000,+1.01095,+0.50599,122.41
6.2500,51.0055,50.0000,+1.00553,+0.50555,122.52
6.2667,51.0003,50.0000,+1.00033,+0.50511,122.63
6.2833,50.9953,50.0000,+0.99535,+0.50468,122.73
6.3000,50.9906,50.0000,+0.99057,+0.50425,122.84
6.3167,50.9860,50.0000,+0.98599,+0.50382,122.95
6.3333,50.9816,50.0000,+0.98159,+0.50340,123.06
6.3500,50.9774,50.0000,+0.97736,+0.50298,123.17
6.3667,50.9733,50.0000,+0.97330,+0.50256,123.28
6.3833,50.9694,50.0000,+0.96939,+0.50215,123.38
6.4000,50.9656,50.0000,+0.96563,+0.50174,123.49
6.4167,50.9620,50.0000,+0.96201,+0.50133,123.60
6.4333,50.9585,50.0000,+0.95852,+0.50092,123.71
6.4500,50.9552,50.0000,+0.95516,+0.50052,123.82
6.4667,50.9519,50.0000,+0.95191,+0.50012,123.93
6.4833,50.9488,50.0000,+0.94878,+0.49972,124.04
6.5000,50.9458,50.0000,+0.94576,+0.51306,124.15
6.5167,50.9448,50.0000,+0.94483,+0.52681,124.27
6.5333,50.9437,50.0000,+0.94368,+0.52642,124.38
6.5500,50.9424,50.0000,+0.94245,+0.52562,124.50
6.5667,50.9412,50.0000,+0.94117,+0.52564,124.61
6.5833,50.9399,50.0000,+0.93988,+0.52525,124.73
6.6000,50.9386,50.0000,+0.93858,+0.52445,124.85
6.6167,50.9373,50.0000,+0.93727,+0.52448,124.97
6.6333,50.9360,50.0000,+0.93597,+0.52409,125.08
6.6500,50.9347,50.0000,+0.93467,+0.52329,125.20
6.6667,50.9334,50.0000,+0.93337,+0.52332,125.32
6.6833,50.9321,50.0000,+0.93207,+0.52293,125.44
6.7000,50.9308,50.0000,+0.93079,+0.52214,125.55
6.7167,50.9295,50.0000,+0.92950,+0.52217,125.67
6.7333,50.9282,50.0000,+0.92822,+0.52178,125.79
6.7500,50.9269,50.0000,+0.92695,+0.52099,125.91
6.7667,50.9257,50.0000,+0.92568,+0.52102,126.03
6.7833,50.9244,50.0000,+0.92442,+0.52064,126.14
6.8000,50.9232,50.0000,+0.92316,+0.51985,126.26
6.8167,50.9219,50.0000,+0.92190,+0.51988,126.38
6.8333,50.9207,50.0000,+0.92065,+0.51950,126.50
6.8500,50.9194,50.0000,+0.91940,+0.51871,126.62
6.8667,50.9182,50.0000,+0.91816,+0.51875,126.74
6.8833,50.9169,50.0000,+0.91692,+0.51837,126.86
6.9000,50.9157,50.0000,+0.91569,+0.51758,126.98
6.9167,50.9145,50.0000,+0.91446,+0.51762,127.10
6.9333,50.9132,50.0000,+0.91323,+0.51724,127.22
6.9500,50.9120,50.0000,+0.91201,+0.51646,127.34
6.9667,50.9108,50.0000,+0.91079,+0.51649,127.46
6.9833,50.9096,50.0000,+0.90957,+0.51612,127.58
7.0000,50.9084,50.0000,+0.90836,+0.47464,127.70
7.0167,50.9011,50.0000,+0.90109,+0.43396,127.80
7.0333,50.8948,50.0000,+0.89482,+0.43359,127.91
7.0500,50.8891,50.0000,+0.88908,+0.43282,128.01
7.0667,50.8837,50.0000,+0.88373,+0.43286,128.11
7.0833,50.8787,50.0000,+0.87869,+0.43250,128.21
7.1000,50.8739,50.0000,+0.87392,+0.43174,128.32
7.1167,50.8694,50.0000,+0.86938,+0.43179,128.42
7.1333,50.8651,50.0000,+0.86506,+0.43145,128.52
7.1500,50.8609,50.0000,+0.86093,+0.43070,128.62
7.1667,50.8570,50.0000,+0.85699,+0.43076,128.73
7.1833,50.8532,50.0000,+0.85321,+0.43042,128.83
7.2000,50.8496,50.0000,+0.84959,+0.42968,128.93
7.2167,50.8461,50.0000,+0.84612,+0.42974,129.04
7.2333,50.8428,50.0000,+0.84279,+0.42941,129.14
7.2500,50.8396,50.0000,+0.83959,+0.42868,129.25
7.2667,50.8365,50.0000,+0.83651,+0.42875,129.35
7.2833,50.8336,50.0000,+0.83355,+0.42843,129.45
7.3000,50.8307,50.0000,+0.83071,+0.42770,129.56
7.3167,50.8280,50.0000,+0.82796,+0.42778,129.66
7.3333,50.8253,50.0000,+0.82532,+0.42746,129.77
7.3500,50.8228,50.0000,+0.82276,+0.42674,129.87
7.3667,50.8203,50.0000,+0.82030,+0.42682,129.97
7.3833,50.8179,50.0000,+0.81791,+0.42650,130.08
7.4000,50.8156,50.0000,+0.81560,+0.42579,130.18
7.4167,50.8134,50.0000,+0.81337,+0.42588,130.29
7.4333,50.8112,50.0000,+0.81121,+0.42556,130.39
7.4500,50.8091,50.0000,+0.80911,+0.42485,130.50
7.4667,50.8071,50.0000,+0.80707,+0.42494,130.60
7.4833,50.8051,50.0000,+0.80509,+0.42464,130.71
