t_h,C_center,C_surface,C_mean_env
0.016667,2.55,2.3292,0.02002
0.033333,2.55,2.2434,0.02053
0.05,2.55,2.1808,0.021
0.066667,2.55,2.13,0.02151
0.083333,2.55,2.087,0.02191
0.1,2.55,2.0494,0.02233
0.116667,2.55,2.0159,0.02278
0.133333,2.55,1.9856,0.02325
0.15,2.55,1.958,0.02377
0.166667,2.55,1.9326,0.02428
0.183333,2.55,1.9092,0.02465
0.2,2.55,1.8875,0.02506
0.216667,2.55,1.8673,0.02552
0.233333,2.55,1.8483,0.02612
0.25,2.55,1.8304,0.0266
0.266667,2.55,1.8135,0.02687
0.283333,2.55,1.7976,0.02732
0.3,2.55,1.7826,0.02793
0.316667,2.55,1.7684,0.02826
0.333333,2.55,1.7549,0.02891
0.35,2.55,1.742,0.02921
0.366667,2.55,1.7298,0.02961
0.383333,2.55,1.7182,0.03029
0.4,2.55,1.707,0.03051
0.416667,2.55,1.6963,0.03098
0.433333,2.55,1.6859,0.03137
0.45,2.55,1.676,0.03179
0.466667,2.55,1.6664,0.03219
0.483333,2.55,1.6573,0.03262
0.5,2.5499,1.6486,0.03307
0.516667,2.5499,1.6402,0.03345
0.533333,2.5499,1.6321,0.03403
0.55,2.5498,1.6242,0.03447
0.566667,2.5497,1.6165,0.03476
0.583333,2.5496,1.6091,0.03513
0.6,2.5495,1.6018,0.03558
0.616667,2.5494,1.5949,0.03609
0.633333,2.5492,1.5881,0.03646
0.65,2.549,1.5815,0.03653
0.666667,2.5488,1.5751,0.03694
0.683333,2.5485,1.5689,0.03731
0.7,2.5481,1.5629,0.03766
0.716667,2.5477,1.557,0.03812
0.733333,2.5472,1.5512,0.0384
0.75,2.5467,1.5456,0.03858
0.766667,2.5461,1.54,0.03903
0.783333,2.5454,1.5345,0.0394
0.8,2.5446,1.5292,0.03954
0.816667,2.5437,1.5239,0.04013
0.833333,2.5427,1.5187,0.04011
0.85,2.5415,1.5135,0.04076
0.866667,2.5403,1.5085,0.0407
0.883333,2.539,1.5037,0.04128
0.9,2.5375,1.4989,0.04157
0.916667,2.5359,1.4942,0.04187
0.933333,2.5341,1.4895,0.04205
0.95,2.5322,1.4848,0.04229
0.966667,2.5302,1.4802,0.04247
0.983333,2.528,1.4756,0.04277
1.0,2.5257,1.4711,0.04272
1.016667,2.5232,1.4666,0.04312
1.033333,2.5205,1.4622,0.04333
1.05,2.5177,1.4579,0.04369
1.066667,2.5148,1.4536,0.04373
1.083333,2.5116,1.4493,0.04389
1.1,2.5084,1.445,0.0442
1.116667,2.5049,1.4407,0.04422
1.133333,2.5013,1.4364,0.04435
1.15,2.4975,1.4322,0.04468
1.166667,2.4936,1.428,0.04483
1.183333,2.4895,1.4238,0.04491
1.2,2.4852,1.4197,0.04514
1.216667,2.4809,1.4157,0.0453
1.233333,2.4763,1.4115,0.04543
1.25,2.4716,1.4074,0.04561
1.266667,2.4668,1.4033,0.04589
1.283333,2.4618,1.3993,0.04585
1.3,2.4567,1.3953,0.04629
1.316667,2.4514,1.3913,0.04641
1.333333,2.4461,1.3873,0.04633
1.35,2.4405,1.3833,0.04639
1.366667,2.4349,1.3794,0.0466
1.383333,2.4292,1.3754,0.04687
1.4,2.4233,1.3713,0.04689
1.416667,2.4174,1.3673,0.04707
1.433333,2.4113,1.3634,0.04705
1.45,2.4051,1.3594,0.0472
1.466667,2.3988,1.3555,0.04713
1.483333,2.3925,1.3515,0.04744
1.5,2.386,1.3475,0.04728
1.516667,2.3795,1.3436,0.0476
1.533333,2.3729,1.3397,0.04777
1.55,2.3662,1.3358,0.04751
1.566667,2.3595,1.3319,0.04782
1.583333,2.3526,1.3279,0.04765
1.6,2.3458,1.324,0.04802
1.616667,2.3388,1.3201,0.04779
1.633333,2.3318,1.3161,0.04827
1.65,2.3248,1.3123,0.04795
1.666667,2.3177,1.3085,0.04841
1.683333,2.3106,1.3046,0.0484
1.7,2.3034,1.3007,0.04836
1.716667,2.2962,1.2969,0.04851
1.733333,2.289,1.293,0.04858
1.75,2.2817,1.2892,0.04871
1.766667,2.2744,1.2853,0.04842
1.783333,2.2671,1.2814,0.04864
1.8,2.2597,1.2774,0.04845
1.816667,2.2524,1.2736,0.04875
1.833333,2.245,1.2697,0.04858
1.85,2.2376,1.2658,0.04882
1.866667,2.2302,1.2619,0.04886
1.883333,2.2228,1.258,0.04885
1.9,2.2154,1.2541,0.04892
1.916667,2.2079,1.2503,0.04908
1.933333,2.2005,1.2465,0.04913
1.95,2.1931,1.2426,0.04902
1.966667,2.1857,1.2388,0.04911
1.983333,2.1783,1.2349,0.0493
2.0,2.1708,1.2311,0.04894
2.016667,2.1634,1.2272,0.04897
2.033333,2.156,1.2233,0.04898
2.05,2.1487,1.2194,0.04929
2.066667,2.1413,1.2156,0.0492
2.083333,2.1339,1.2117,0.04941
2.1,2.1266,1.2078,0.04938
2.116667,2.1192,1.2039,0.04924
2.133333,2.1119,1.2001,0.04954
2.15,2.1046,1.1962,0.0495
2.166667,2.0973,1.1924,0.04928
2.183333,2.0901,1.1886,0.04935
2.2,2.0828,1.1848,0.04934
2.216667,2.0756,1.1809,0.04929
2.233333,2.0684,1.1771,0.0493
2.25,2.0613,1.1733,0.04971
2.266667,2.0541,1.1695,0.04948
2.283333,2.047,1.1657,0.04947
2.3,2.0399,1.1619,0.04966
2.316667,2.0328,1.1581,0.04959
2.333333,2.0257,1.1543,0.0498
2.35,2.0187,1.1505,0.04973
2.366667,2.0117,1.1468,0.0496
2.383333,2.0047,1.143,0.04956
2.4,1.9978,1.1393,0.04988
2.416667,1.9909,1.1355,0.04976
2.433333,1.984,1.1317,0.04989
2.45,1.9771,1.1279,0.04949
2.466667,1.9703,1.1242,0.04986
2.483333,1.9634,1.1204,0.04977
2.5,1.9567,1.1166,0.04981
2.516667,1.9499,1.113,0.05004
2.533333,1.9432,1.1093,0.05009
2.55,1.9365,1.1055,0.04976
2.566667,1.9298,1.1018,0.04998
2.583333,1.9231,1.0981,0.05016
2.6,1.9165,1.0944,0.0499
2.616667,1.9099,1.0907,0.04998
2.633333,1.9034,1.0871,0.04997
2.65,1.8969,1.0834,0.0499
2.666667,1.8904,1.0798,0.05021
2.683333,1.8839,1.0761,0.05014
2.7,1.8774,1.0725,0.04981
2.716667,1.871,1.0688,0.05025
2.733333,1.8646,1.0651,0.05019
2.75,1.8583,1.0615,0.04989
2.766667,1.8519,1.0579,0.05017
2.783333,1.8456,1.0543,0.0498
2.8,1.8393,1.0507,0.05025
2.816667,1.8331,1.0471,0.05008
2.833333,1.8269,1.0435,0.05008
2.85,1.8207,1.0399,0.0498
2.866667,1.8145,1.0363,0.0502
2.883333,1.8084,1.0328,0.04976
2.9,1.8023,1.0292,0.04987
2.916667,1.7962,1.0256,0.04982
2.933333,1.7901,1.022,0.05014
2.95,1.7841,1.0185,0.04985
2.966667,1.7781,1.0151,0.05021
2.983333,1.7721,1.0116,0.05008
3.0,1.7662,1.0081,0.04977
3.016667,1.7603,1.0046,0.04975
3.033333,1.7544,1.0012,0.04978
3.05,1.7485,0.9977,0.05005
3.066667,1.7427,0.9942,0.05015
3.083333,1.7369,0.9908,0.04987
3.1,1.7311,0.9873,0.05017
3.116667,1.7253,0.9838,0.04978
3.133333,1.7196,0.9804,0.05015
3.15,1.7139,0.9769,0.05021
3.166667,1.7082,0.9735,0.05014
3.183333,1.7025,0.9701,0.0501
3.2,1.6969,0.9667,0.05017
3.216667,1.6913,0.9633,0.04977
3.233333,1.6857,0.9599,0.04985
3.25,1.6801,0.9565,0.04981
3.266667,1.6746,0.9531,0.05
3.283333,1.6691,0.9498,0.05012
3.3,1.6636,0.9465,0.05007
3.316667,1.6581,0.9431,0.05018
3.333333,1.6527,0.9398,0.04983
3.35,1.6473,0.9365,0.05012
3.366667,1.6419,0.9333,0.04985
3.383333,1.6365,0.9299,0.04989
3.4,1.6312,0.9266,0.0501
3.416667,1.6259,0.9233,0.05024
3.433333,1.6206,0.92,0.05006
3.45,1.6153,0.9167,0.04978
3.466667,1.6101,0.9135,0.05006
3.483333,1.6049,0.9102,0.04977
3.5,1.5997,0.9071,0.05019
3.516667,1.5945,0.9039,0.0501
3.533333,1.5893,0.9006,0.04984
3.55,1.5842,0.8975,0.0498
3.566667,1.5791,0.8943,0.04984
3.583333,1.574,0.8912,0.05024
3.6,1.569,0.888,0.04998
3.616667,1.5639,0.8848,0.05014
3.633333,1.5589,0.8817,0.05007
3.65,1.5539,0.8786,0.05004
3.666667,1.5489,0.8755,0.04982
3.683333,1.544,0.8723,0.05022
3.7,1.539,0.8693,0.0499
3.716667,1.5341,0.8662,0.05004
3.733333,1.5292,0.8632,0.0501
3.75,1.5244,0.8601,0.05007
3.766667,1.5195,0.8571,0.05022
3.783333,1.5147,0.854,0.04982
3.8,1.5099,0.851,0.05
3.816667,1.5051,0.8479,0.04995
3.833333,1.5003,0.8448,0.04999
3.85,1.4955,0.8418,0.04981
3.866667,1.4908,0.8389,0.04982
3.883333,1.4861,0.8359,0.04989
3.9,1.4814,0.833,0.0499
3.916667,1.4767,0.8301,0.04996
3.933333,1.4721,0.8271,0.05006
3.95,1.4674,0.8242,0.05007
3.966667,1.4628,0.8212,0.04996
3.983333,1.4582,0.8183,0.04995
4.0,1.4536,0.8153,0.04986
4.016667,1.4491,0.8124,0.04999
4.033333,1.4445,0.8096,0.04999
4.05,1.44,0.8067,0.04999
4.066667,1.4355,0.8038,0.04999
4.083333,1.431,0.801,0.04999
4.1,1.4265,0.7981,0.04999
4.116667,1.4221,0.7953,0.04999
4.133333,1.4176,0.7924,0.04999
4.15,1.4132,0.7896,0.04999
4.166667,1.4088,0.7868,0.04999
4.183333,1.4044,0.784,0.04999
4.2,1.4001,0.7812,0.04999
4.216667,1.3957,0.7784,0.04999
4.233333,1.3914,0.7757,0.04999
4.25,1.3871,0.7729,0.04999
4.266667,1.3828,0.7702,0.04999
4.283333,1.3785,0.7674,0.04999
4.3,1.3743,0.7647,0.04999
4.316667,1.37,0.762,0.04999
4.333333,1.3658,0.7593,0.04999
4.35,1.3616,0.7566,0.04999
4.366667,1.3574,0.7539,0.04999
4.383333,1.3532,0.7512,0.04999
4.4,1.3491,0.7485,0.04999
4.416667,1.3449,0.7459,0.04999
4.433333,1.3408,0.7432,0.04999
4.45,1.3367,0.7406,0.04999
4.466667,1.3326,0.7379,0.04999
4.483333,1.3285,0.7353,0.04999
4.5,1.3245,0.7327,0.04999
4.516667,1.3204,0.7301,0.04999
4.533333,1.3164,0.7275,0.04999
4.55,1.3124,0.7249,0.04999
4.566667,1.3084,0.7223,0.04999
4.583333,1.3044,0.7198,0.04999
4.6,1.3005,0.7172,0.04999
4.616667,1.2965,0.7147,0.04999
4.633333,1.2926,0.7121,0.04999
4.65,1.2887,0.7096,0.04999
4.666667,1.2848,0.7071,0.04999
4.683333,1.2809,0.7046,0.04999
4.7,1.277,0.702,0.04999
4.716667,1.2732,0.6996,0.04999
4.733333,1.2693,0.6971,0.04999
4.75,1.2655,0.6946,0.04999
4.766667,1.2617,0.6921,0.04999
4.783333,1.2579,0.6897,0.04999
4.8,1.2541,0.6872,0.04999
4.816667,1.2503,0.6848,0.04999
4.833333,1.2466,0.6824,0.04999
4.85,1.2428,0.6799,0.04999
4.866667,1.2391,0.6775,0.04999
4.883333,1.2354,0.6751,0.04999
4.9,1.2317,0.6727,0.04999
4.916667,1.228,0.6703,0.04999
4.933333,1.2244,0.668,0.04999
4.95,1.2207,0.6656,0.04999
4.966667,1.2171,0.6632,0.04999
4.983333,1.2135,0.6609,0.04999
5.0,1.2099,0.6585,0.04999
5.016667,1.2063,0.6562,0.04999
5.033333,1.2027,0.6539,0.04999
5.05,1.1991,0.6516,0.04999
5.066667,1.1956,0.6493,0.04999
5.083333,1.192,0.647,0.04999
5.1,1.1885,0.6447,0.04999
5.116667,1.185,0.6424,0.04999
5.133333,1.1815,0.6401,0.04999
5.15,1.178,0.6379,0.04999
5.166667,1.1745,0.6356,0.04999
5.183333,1.1711,0.6333,0.04999
5.2,1.1676,0.6311,0.04999
5.216667,1.1642,0.6289,0.04999
5.233333,1.1608,0.6266,0.04999
5.25,1.1574,0.6244,0.04999
5.266667,1.154,0.6222,0.04999
5.283333,1.1506,0.62,0.04999
5.3,1.1472,0.6178,0.04999
5.316667,1.1439,0.6157,0.04999
5.333333,1.1405,0.6135,0.04999
5.35,1.1372,0.6113,0.04999
5.366667,1.1339,0.6092,0.04999
5.383333,1.1306,0.607,0.04999
5.4,1.1273,0.6049,0.04999
5.416667,1.124,0.6027,0.04999
5.433333,1.1208,0.6006,0.04999
5.45,1.1175,0.5985,0.04999
5.466667,1.1143,0.5964,0.04999
5.483333,1.1111,0.5943,0.04999
5.5,1.1078,0.5922,0.04999
5.516667,1.1046,0.5901,0.04999
5.533333,1.1015,0.588,0.04999
5.55,1.0983,0.5859,0.04999
5.566667,1.0951,0.5839,0.04999
5.583333,1.092,0.5818,0.04999
5.6,1.0888,0.5798,0.04999
5.616667,1.0857,0.5777,0.04999
5.633333,1.0826,0.5757,0.04999
5.65,1.0795,0.5737,0.04999
5.666667,1.0764,0.5716,0.04999
5.683333,1.0733,0.5696,0.04999
5.7,1.0702,0.5676,0.04999
5.716667,1.0672,0.5656,0.04999
5.733333,1.0641,0.5636,0.04999
5.75,1.0611,0.5616,0.04999
5.766667,1.0581,0.5597,0.04999
5.783333,1.0551,0.5577,0.04999
5.8,1.0521,0.5557,0.04999
5.816667,1.0491,0.5538,0.04999
5.833333,1.0461,0.5518,0.04999
5.85,1.0431,0.5499,0.04999
5.866667,1.0402,0.548,0.04999
5.883333,1.0373,0.5461,0.04999
5.9,1.0343,0.5441,0.04999
5.916667,1.0314,0.5422,0.04999
5.933333,1.0285,0.5403,0.04999
5.95,1.0256,0.5384,0.04999
5.966667,1.0227,0.5365,0.04999
5.983333,1.0198,0.5347,0.04999
6.0,1.017,0.5328,0.04999
6.016667,1.0141,0.5309,0.04999
6.033333,1.0113,0.5291,0.04999
6.05,1.0085,0.5272,0.04999
6.066667,1.0056,0.5254,0.04999
6.083333,1.0028,0.5235,0.04999
6.1,1.0,0.5217,0.04999
6.116667,0.9972,0.5199,0.04999
6.133333,0.9945,0.518,0.04999
6.15,0.9917,0.5162,0.04999
6.166667,0.9889,0.5144,0.04999
6.183333,0.9862,0.5126,0.04999
6.2,0.9835,0.5108,0.04999
6.216667,0.9807,0.509,0.04999
6.233333,0.978,0.5073,0.04999
6.25,0.9753,0.5055,0.04999
6.266667,0.9726,0.5037,0.04999
6.283333,0.9699,0.502,0.04999
6.3,0.9673,0.5002,0.04999
6.316667,0.9646,0.4985,0.04999
6.333333,0.962,0.4967,0.04999
6.35,0.9593,0.495,0.04999
6.366667,0.9567,0.4933,0.04999
6.383333,0.9541,0.4916,0.04999
6.4,0.9515,0.4898,0.04999
6.416667,0.9488,0.4881,0.04999
6.433333,0.9463,0.4864,0.04999
6.45,0.9437,0.4847,0.04999
6.466667,0.9411,0.483,0.04999
6.483333,0.9385,0.4814,0.04999
6.5,0.936,0.4797,0.04999
6.516667,0.9334,0.478,0.04999
6.533333,0.9309,0.4764,0.04999
6.55,0.9284,0.4747,0.04999
6.566667,0.9259,0.473,0.04999
6.583333,0.9234,0.4714,0.04999
6.6,0.9209,0.4698,0.04999
6.616667,0.9184,0.4681,0.04999
6.633333,0.9159,0.4665,0.04999
6.65,0.9135,0.4649,0.04999
6.666667,0.911,0.4633,0.04999
6.683333,0.9085,0.4617,0.04999
6.7,0.9061,0.4601,0.04999
6.716667,0.9037,0.4585,0.04999
6.733333,0.9013,0.4569,0.04999
6.75,0.8989,0.4553,0.04999
6.766667,0.8964,0.4537,0.04999
6.783333,0.8941,0.4521,0.04999
6.8,0.8917,0.4506,0.04999
6.816667,0.8893,0.449,0.04999
6.833333,0.8869,0.4474,0.04999
6.85,0.8846,0.4459,0.04999
6.866667,0.8822,0.4443,0.04999
6.883333,0.8799,0.4428,0.04999
6.9,0.8776,0.4413,0.04999
6.916667,0.8752,0.4397,0.04999
6.933333,0.8729,0.4382,0.04999
6.95,0.8706,0.4367,0.04999
6.966667,0.8683,0.4352,0.04999
6.983333,0.8661,0.4337,0.04999
7.0,0.8638,0.4322,0.04999
7.016667,0.8615,0.4307,0.04999
7.033333,0.8593,0.4292,0.04999
7.05,0.857,0.4277,0.04999
7.066667,0.8548,0.4263,0.04999
7.083333,0.8525,0.4248,0.04999
7.1,0.8503,0.4233,0.04999
7.116667,0.8481,0.4219,0.04999
7.133333,0.8459,0.4204,0.04999
7.15,0.8437,0.419,0.04999
7.166667,0.8415,0.4175,0.04999
7.183333,0.8393,0.4161,0.04999
7.2,0.8371,0.4146,0.04999
7.216667,0.835,0.4132,0.04999
7.233333,0.8328,0.4118,0.04999
7.25,0.8307,0.4104,0.04999
7.266667,0.8285,0.409,0.04999
7.283333,0.8264,0.4076,0.04999
7.3,0.8243,0.4061,0.04999
7.316667,0.8222,0.4048,0.04999
7.333333,0.82,0.4034,0.04999
7.35,0.8179,0.402,0.04999
7.366667,0.8159,0.4006,0.04999
7.383333,0.8138,0.3992,0.04999
7.4,0.8117,0.3978,0.04999
7.416667,0.8096,0.3965,0.04999
7.433333,0.8076,0.3951,0.04999
7.45,0.8055,0.3938,0.04999
7.466667,0.8035,0.3924,0.04999
7.483333,0.8014,0.3911,0.04999
7.5,0.7994,0.3897,0.04999
7.516667,0.7974,0.3884,0.04999
7.533333,0.7954,0.3871,0.04999
7.55,0.7934,0.3857,0.04999
7.566667,0.7914,0.3844,0.04999
7.583333,0.7894,0.3831,0.04999
7.6,0.7874,0.3818,0.04999
7.616667,0.7854,0.3805,0.04999
7.633333,0.7834,0.3792,0.04999
7.65,0.7815,0.3779,0.04999
7.666667,0.7795,0.3766,0.04999
7.683333,0.7776,0.3753,0.04999
7.7,0.7756,0.374,0.04999
7.716667,0.7737,0.3728,0.04999
7.733333,0.7718,0.3715,0.04999
7.75,0.7699,0.3702,0.04999
7.766667,0.768,0.369,0.04999
7.783333,0.766,0.3677,0.04999
7.8,0.7642,0.3664,0.04999
7.816667,0.7623,0.3652,0.04999
7.833333,0.7604,0.3639,0.04999
7.85,0.7585,0.3627,0.04999
7.866667,0.7566,0.3615,0.04999
7.883333,0.7548,0.3602,0.04999
7.9,0.7529,0.359,0.04999
7.916667,0.7511,0.3578,0.04999
7.933333,0.7493,0.3566,0.04999
7.95,0.7474,0.3554,0.04999
7.966667,0.7456,0.3542,0.04999
7.983333,0.7438,0.353,0.04999
8.0,0.742,0.3518,0.04999
8.016667,0.7402,0.3506,0.04999
8.033333,0.7384,0.3494,0.04999
8.05,0.7366,0.3482,0.04999
8.066667,0.7348,0.347,0.04999
8.083333,0.733,0.3458,0.04999
8.1,0.7312,0.3447,0.04999
8.116667,0.7295,0.3435,0.04999
8.133333,0.7277,0.3423,0.04999
8.15,0.726,0.3412,0.04999
8.166667,0.7242,0.34,0.04999
8.183333,0.7225,0.3389,0.04999
8.2,0.7208,0.3377,0.04999
8.216667,0.719,0.3366,0.04999
8.233333,0.7173,0.3354,0.04999
8.25,0.7156,0.3343,0.04999
8.266667,0.7139,0.3332,0.04999
8.283333,0.7122,0.3321,0.04999
8.3,0.7105,0.3309,0.04999
8.316667,0.7088,0.3298,0.04999
8.333333,0.7072,0.3287,0.04999
8.35,0.7055,0.3276,0.04999
8.366667,0.7038,0.3265,0.04999
8.383333,0.7022,0.3254,0.04999
8.4,0.7005,0.3243,0.04999
8.416667,0.6989,0.3232,0.04999
8.433333,0.6972,0.3221,0.04999
8.45,0.6956,0.321,0.04999
8.466667,0.694,0.32,0.04999
8.483333,0.6924,0.3189,0.04999
8.5,0.6907,0.3178,0.04999
8.516667,0.6891,0.3168,0.04999
8.533333,0.6875,0.3157,0.04999
8.55,0.6859,0.3146,0.04999
8.566667,0.6843,0.3136,0.04999
8.583333,0.6827,0.3125,0.04999
8.6,0.6812,0.3115,0.04999
8.616667,0.6796,0.3104,0.04999
8.633333,0.678,0.3094,0.04999
8.65,0.6765,0.3084,0.04999
8.666667,0.6749,0.3073,0.04999
8.683333,0.6734,0.3063,0.04999
8.7,0.6718,0.3053,0.04999
8.716667,0.6703,0.3043,0.04999
8.733333,0.6687,0.3032,0.04999
8.75,0.6672,0.3022,0.04999
8.766667,0.6657,0.3012,0.04999
8.783333,0.6642,0.3002,0.04999
8.8,0.6627,0.2992,0.04999
8.816667,0.6612,0.2982,0.04999
8.833333,0.6597,0.2972,0.04999
8.85,0.6582,0.2962,0.04999
8.866667,0.6567,0.2952,0.04999
8.883333,0.6552,0.2943,0.04999
8.9,0.6537,0.2933,0.04999
8.916667,0.6523,0.2923,0.04999
8.933333,0.6508,0.2913,0.04999
8.95,0.6494,0.2904,0.04999
8.966667,0.6479,0.2894,0.04999
8.983333,0.6465,0.2884,0.04999
9.0,0.645,0.2875,0.04999
9.016667,0.6436,0.2865,0.04999
9.033333,0.6421,0.2856,0.04999
9.05,0.6407,0.2846,0.04999
9.066667,0.6393,0.2837,0.04999
9.083333,0.6379,0.2828,0.04999
9.1,0.6365,0.2818,0.04999
9.116667,0.6351,0.2809,0.04999
9.133333,0.6337,0.28,0.04999
9.15,0.6323,0.279,0.04999
9.166667,0.6309,0.2781,0.04999
9.183333,0.6295,0.2772,0.04999
9.2,0.6281,0.2763,0.04999
9.216667,0.6267,0.2754,0.04999
9.233333,0.6254,0.2745,0.04999
9.25,0.624,0.2736,0.04999
9.266667,0.6227,0.2727,0.04999
9.283333,0.6213,0.2718,0.04999
9.3,0.62,0.2709,0.04999
9.316667,0.6186,0.27,0.04999
9.333333,0.6173,0.2691,0.04999
9.35,0.6159,0.2682,0.04999
9.366667,0.6146,0.2673,0.04999
9.383333,0.6133,0.2665,0.04999
9.4,0.612,0.2656,0.04999
9.416667,0.6107,0.2647,0.04999
9.433333,0.6094,0.2639,0.04999
9.45,0.6081,0.263,0.04999
9.466667,0.6068,0.2621,0.04999
9.483333,0.6055,0.2613,0.04999
9.5,0.6042,0.2604,0.04999
9.516667,0.6029,0.2596,0.04999
9.533333,0.6016,0.2587,0.04999
9.55,0.6003,0.2579,0.04999
9.566667,0.5991,0.257,0.04999
9.583333,0.5978,0.2562,0.04999
9.6,0.5966,0.2554,0.04999
9.616667,0.5953,0.2545,0.04999
9.633333,0.594,0.2537,0.04999
9.65,0.5928,0.2529,0.04999
9.666667,0.5916,0.2521,0.04999
9.683333,0.5903,0.2513,0.04999
9.7,0.5891,0.2504,0.04999
9.716667,0.5879,0.2496,0.04999
9.733333,0.5866,0.2488,0.04999
9.75,0.5854,0.248,0.04999
9.766667,0.5842,0.2472,0.04999
9.783333,0.583,0.2464,0.04999
9.8,0.5818,0.2456,0.04999
9.816667,0.5806,0.2448,0.04999
9.833333,0.5794,0.244,0.04999
9.85,0.5782,0.2432,0.04999
9.866667,0.577,0.2425,0.04999
9.883333,0.5758,0.2417,0.04999
9.9,0.5747,0.2409,0.04999
9.916667,0.5735,0.2401,0.04999
9.933333,0.5723,0.2394,0.04999
9.95,0.5712,0.2386,0.04999
9.966667,0.57,0.2378,0.04999
9.983333,0.5688,0.2371,0.04999
10.0,0.5677,0.2363,0.04999
10.016667,0.5665,0.2355,0.04999
10.033333,0.5654,0.2348,0.04999
10.05,0.5643,0.234,0.04999
10.066667,0.5631,0.2333,0.04999
10.083333,0.562,0.2325,0.04999
10.1,0.5609,0.2318,0.04999
10.116667,0.5598,0.2311,0.04999
10.133333,0.5586,0.2303,0.04999
10.15,0.5575,0.2296,0.04999
10.166667,0.5564,0.2289,0.04999
10.183333,0.5553,0.2281,0.04999
10.2,0.5542,0.2274,0.04999
10.216667,0.5531,0.2267,0.04999
10.233333,0.552,0.226,0.04999
10.25,0.5509,0.2253,0.04999
10.266667,0.5498,0.2245,0.04999
10.283333,0.5488,0.2238,0.04999
10.3,0.5477,0.2231,0.04999
10.316667,0.5466,0.2224,0.04999
10.333333,0.5455,0.2217,0.04999
10.35,0.5445,0.221,0.04999
10.366667,0.5434,0.2203,0.04999
10.383333,0.5424,0.2196,0.04999
10.4,0.5413,0.2189,0.04999
10.416667,0.5403,0.2182,0.04999
10.433333,0.5392,0.2176,0.04999
10.45,0.5382,0.2169,0.04999
10.466667,0.5371,0.2162,0.04999
10.483333,0.5361,0.2155,0.04999
10.5,0.5351,0.2148,0.04999
10.516667,0.534,0.2142,0.04999
10.533333,0.533,0.2135,0.04999
10.55,0.532,0.2128,0.04999
10.566667,0.531,0.2122,0.04999
10.583333,0.53,0.2115,0.04999
10.6,0.529,0.2108,0.04999
10.616667,0.528,0.2102,0.04999
10.633333,0.527,0.2095,0.04999
10.65,0.526,0.2089,0.04999
10.666667,0.525,0.2082,0.04999
10.683333,0.524,0.2076,0.04999
10.7,0.523,0.207,0.04999
10.716667,0.522,0.2063,0.04999
10.733333,0.521,0.2057,0.04999
10.75,0.5201,0.205,0.04999
10.766667,0.5191,0.2044,0.04999
10.783333,0.5181,0.2038,0.04999
10.8,0.5172,0.2031,0.04999
10.816667,0.5162,0.2025,0.04999
10.833333,0.5152,0.2019,0.04999
10.85,0.5143,0.2013,0.04999
10.866667,0.5133,0.2007,0.04999
10.883333,0.5124,0.2,0.04999
10.9,0.5114,0.1994,0.04999
10.916667,0.5105,0.1988,0.04999
10.933333,0.5096,0.1982,0.04999
10.95,0.5086,0.1976,0.04999
10.966667,0.5077,0.197,0.04999
10.983333,0.5068,0.1964,0.04999
11.0,0.5059,0.1958,0.04999
11.016667,0.5049,0.1952,0.04999
11.033333,0.504,0.1946,0.04999
11.05,0.5031,0.194,0.04999
11.066667,0.5022,0.1934,0.04999
11.083333,0.5013,0.1929,0.04999
11.1,0.5004,0.1923,0.04999
11.116667,0.4995,0.1917,0.04999
11.133333,0.4986,0.1911,0.04999
11.15,0.4977,0.1905,0.04999
11.166667,0.4968,0.19,0.04999
11.183333,0.4959,0.1894,0.04999
11.2,0.495,0.1888,0.04999
11.216667,0.4942,0.1883,0.04999
11.233333,0.4933,0.1877,0.04999
11.25,0.4924,0.1871,0.04999
11.266667,0.4915,0.1866,0.04999
11.283333,0.4907,0.186,0.04999
11.3,0.4898,0.1855,0.04999
11.316667,0.4889,0.1849,0.04999
11.333333,0.4881,0.1844,0.04999
11.35,0.4872,0.1838,0.04999
11.366667,0.4864,0.1833,0.04999
11.383333,0.4855,0.1827,0.04999
11.4,0.4847,0.1822,0.04999
11.416667,0.4838,0.1817,0.04999
11.433333,0.483,0.1811,0.04999
11.45,0.4822,0.1806,0.04999
11.466667,0.4813,0.1801,0.04999
11.483333,0.4805,0.1795,0.04999
11.5,0.4797,0.179,0.04999
11.516667,0.4788,0.1785,0.04999
11.533333,0.478,0.178,0.04999
11.55,0.4772,0.1774,0.04999
11.566667,0.4764,0.1769,0.04999
11.583333,0.4756,0.1764,0.04999
11.6,0.4748,0.1759,0.04999
11.616667,0.474,0.1754,0.04999
11.633333,0.4732,0.1749,0.04999
11.65,0.4724,0.1744,0.04999
11.666667,0.4716,0.1739,0.04999
11.683333,0.4708,0.1734,0.04999
11.7,0.47,0.1729,0.04999
11.716667,0.4692,0.1724,0.04999
11.733333,0.4684,0.1719,0.04999
11.75,0.4676,0.1714,0.04999
11.766667,0.4668,0.1709,0.04999
11.783333,0.466,0.1704,0.04999
11.8,0.4653,0.1699,0.04999
11.816667,0.4645,0.1694,0.04999
11.833333,0.4637,0.1689,0.04999
11.85,0.463,0.1684,0.04999
11.866667,0.4622,0.168,0.04999
11.883333,0.4614,0.1675,0.04999
11.9,0.4607,0.167,0.04999
11.916667,0.4599,0.1665,0.04999
11.933333,0.4592,0.1661,0.04999
11.95,0.4584,0.1656,0.04999
11.966667,0.4577,0.1651,0.04999
11.983333,0.4569,0.1647,0.04999
