t_h,C_center,C_surface,C_mean_env
38.633333,0.1793,0.0557,0.04999
38.65,0.1792,0.0557,0.04999
38.666667,0.1792,0.0557,0.04999
38.683333,0.1792,0.0557,0.04999
38.7,0.1791,0.0557,0.04999
38.716667,0.1791,0.0557,0.04999
38.733333,0.1791,0.0557,0.04999
38.75,0.179,0.0557,0.04999
38.766667,0.179,0.0557,0.04999
38.783333,0.1789,0.0557,0.04999
38.8,0.1789,0.0557,0.04999
38.816667,0.1789,0.0557,0.04999
38.833333,0.1788,0.0557,0.04999
38.85,0.1788,0.0557,0.04999
38.866667,0.1787,0.0557,0.04999
38.883333,0.1787,0.0557,0.04999
38.9,0.1787,0.0557,0.04999
38.916667,0.1786,0.0556,0.04999
38.933333,0.1786,0.0556,0.04999
38.95,0.1786,0.0556,0.04999
38.966667,0.1785,0.0556,0.04999
38.983333,0.1785,0.0556,0.04999
39.0,0.1784,0.0556,0.04999
39.016667,0.1784,0.0556,0.04999
39.033333,0.1784,0.0556,0.04999
39.05,0.1783,0.0556,0.04999
39.066667,0.1783,0.0556,0.04999
39.083333,0.1783,0.0556,0.04999
39.1,0.1782,0.0556,0.04999
39.116667,0.1782,0.0556,0.04999
39.133333,0.1781,0.0556,0.04999
39.15,0.1781,0.0556,0.04999
39.166667,0.1781,0.0556,0.04999
39.183333,0.178,0.0556,0.04999
39.2,0.178,0.0556,0.04999
39.216667,0.1779,0.0556,0.04999
39.233333,0.1779,0.0556,0.04999
39.25,0.1779,0.0556,0.04999
39.266667,0.1778,0.0555,0.04999
39.283333,0.1778,0.0555,0.04999
39.3,0.1778,0.0555,0.04999
39.316667,0.1777,0.0555,0.04999
39.333333,0.1777,0.0555,0.04999
39.35,0.1776,0.0555,0.04999
39.366667,0.1776,0.0555,0.04999
39.383333,0.1776,0.0555,0.04999
39.4,0.1775,0.0555,0.04999
39.416667,0.1775,0.0555,0.04999
39.433333,0.1775,0.0555,0.04999
39.45,0.1774,0.0555,0.04999
39.466667,0.1774,0.0555,0.04999
39.483333,0.1774,0.0555,0.04999
39.5,0.1773,0.0555,0.04999
39.516667,0.1773,0.0555,0.04999
39.533333,0.1772,0.0555,0.04999
39.55,0.1772,0.0555,0.04999
39.566667,0.1772,0.0555,0.04999
39.583333,0.1771,0.0555,0.04999
39.6,0.1771,0.0555,0.04999
39.616667,0.1771,0.0554,0.04999
39.633333,0.177,0.0554,0.04999
39.65,0.177,0.0554,0.04999
39.666667,0.1769,0.0554,0.04999
39.683333,0.1769,0.0554,0.04999
39.7,0.1769,0.0554,0.04999
39.716667,0.1768,0.0554,0.04999
39.733333,0.1768,0.0554,0.04999
39.75,0.1768,0.0554,0.04999
39.766667,0.1767,0.0554,0.04999
39.783333,0.1767,0.0554,0.04999
39.8,0.1767,0.0554,0.04999
39.816667,0.1766,0.0554,0.04999
39.833333,0.1766,0.0554,0.04999
39.85,0.1765,0.0554,0.04999
39.866667,0.1765,0.0554,0.04999
39.883333,0.1765,0.0554,0.04999
39.9,0.1764,0.0554,0.04999
39.916667,0.1764,0.0554,0.04999
39.933333,0.1764,0.0554,0.04999
39.95,0.1763,0.0554,0.04999
39.966667,0.1763,0.0553,0.04999
39.983333,0.1763,0.0553,0.04999
40.0,0.1762,0.0553,0.04999
40.016667,0.1762,0.0553,0.04999
40.033333,0.1761,0.0553,0.04999
40.05,0.1761,0.0553,0.04999
40.066667,0.1761,0.0553,0.04999
40.083333,0.176,0.0553,0.04999
40.1,0.176,0.0553,0.04999
40.116667,0.176,0.0553,0.04999
40.133333,0.1759,0.0553,0.04999
40.15,0.1759,0.0553,0.04999
40.166667,0.1759,0.0553,0.04999
40.183333,0.1758,0.0553,0.04999
40.2,0.1758,0.0553,0.04999
40.216667,0.1758,0.0553,0.04999
40.233333,0.1757,0.0553,0.04999
40.25,0.1757,0.0553,0.04999
40.266667,0.1756,0.0553,0.04999
40.283333,0.1756,0.0553,0.04999
40.3,0.1756,0.0553,0.04999
40.316667,0.1755,0.0553,0.04999
40.333333,0.1755,0.0553,0.04999
40.35,0.1755,0.0552,0.04999
40.366667,0.1754,0.0552,0.04999
40.383333,0.1754,0.0552,0.04999
40.4,0.1754,0.0552,0.04999
40.416667,0.1753,0.0552,0.04999
40.433333,0.1753,0.0552,0.04999
40.45,0.1753,0.0552,0.04999
40.466667,0.1752,0.0552,0.04999
40.483333,0.1752,0.0552,0.04999
40.5,0.1751,0.0552,0.04999
40.516667,0.1751,0.0552,0.04999
40.533333,0.1751,0.0552,0.04999
40.55,0.175,0.0552,0.04999
40.566667,0.175,0.0552,0.04999
40.583333,0.175,0.0552,0.04999
40.6,0.1749,0.0552,0.04999
40.616667,0.1749,0.0552,0.04999
40.633333,0.1749,0.0552,0.04999
40.65,0.1748,0.0552,0.04999
40.666667,0.1748,0.0552,0.04999
40.683333,0.1748,0.0552,0.04999
40.7,0.1747,0.0552,0.04999
40.716667,0.1747,0.0552,0.04999
40.733333,0.1747,0.0551,0.04999
40.75,0.1746,0.0551,0.04999
40.766667,0.1746,0.0551,0.04999
40.783333,0.1746,0.0551,0.04999
40.8,0.1745,0.0551,0.04999
40.816667,0.1745,0.0551,0.04999
40.833333,0.1745,0.0551,0.04999
40.85,0.1744,0.0551,0.04999
40.866667,0.1744,0.0551,0.04999
40.883333,0.1743,0.0551,0.04999
40.9,0.1743,0.0551,0.04999
40.916667,0.1743,0.0551,0.04999
40.933333,0.1742,0.0551,0.04999
40.95,0.1742,0.0551,0.04999
40.966667,0.1742,0.0551,0.04999
40.983333,0.1741,0.0551,0.04999
41.0,0.1741,0.0551,0.04999
41.016667,0.1741,0.0551,0.04999
41.033333,0.174,0.0551,0.04999
41.05,0.174,0.0551,0.04999
41.066667,0.174,0.0551,0.04999
41.083333,0.1739,0.0551,0.04999
41.1,0.1739,0.0551,0.04999
41.116667,0.1739,0.0551,0.04999
41.133333,0.1738,0.055,0.04999
41.15,0.1738,0.055,0.04999
41.166667,0.1738,0.055,0.04999
41.183333,0.1737,0.055,0.04999
41.2,0.1737,0.055,0.04999
41.216667,0.1737,0.055,0.04999
41.233333,0.1736,0.055,0.04999
41.25,0.1736,0.055,0.04999
41.266667,0.1736,0.055,0.04999
41.283333,0.1735,0.055,0.04999
41.3,0.1735,0.055,0.04999
41.316667,0.1735,0.055,0.04999
41.333333,0.1734,0.055,0.04999
41.35,0.1734,0.055,0.04999
41.366667,0.1734,0.055,0.04999
41.383333,0.1733,0.055,0.04999
41.4,0.1733,0.055,0.04999
41.416667,0.1733,0.055,0.04999
41.433333,0.1732,0.055,0.04999
41.45,0.1732,0.055,0.04999
41.466667,0.1732,0.055,0.04999
41.483333,0.1731,0.055,0.04999
41.5,0.1731,0.055,0.04999
41.516667,0.1731,0.055,0.04999
41.533333,0.173,0.0549,0.04999
41.55,0.173,0.0549,0.04999
41.566667,0.173,0.0549,0.04999
41.583333,0.1729,0.0549,0.04999
41.6,0.1729,0.0549,0.04999
41.616667,0.1729,0.0549,0.04999
41.633333,0.1728,0.0549,0.04999
41.65,0.1728,0.0549,0.04999
41.666667,0.1728,0.0549,0.04999
41.683333,0.1727,0.0549,0.04999
41.7,0.1727,0.0549,0.04999
41.716667,0.1727,0.0549,0.04999
41.733333,0.1726,0.0549,0.04999
41.75,0.1726,0.0549,0.04999
41.766667,0.1726,0.0549,0.04999
41.783333,0.1725,0.0549,0.04999
41.8,0.1725,0.0549,0.04999
41.816667,0.1725,0.0549,0.04999
41.833333,0.1724,0.0549,0.04999
41.85,0.1724,0.0549,0.04999
41.866667,0.1724,0.0549,0.04999
41.883333,0.1723,0.0549,0.04999
41.9,0.1723,0.0549,0.04999
41.916667,0.1723,0.0549,0.04999
41.933333,0.1722,0.0549,0.04999
41.95,0.1722,0.0549,0.04999
41.966667,0.1722,0.0548,0.04999
41.983333,0.1721,0.0548,0.04999
42.0,0.1721,0.0548,0.04999
42.016667,0.1721,0.0548,0.04999
42.033333,0.172,0.0548,0.04999
42.05,0.172,0.0548,0.04999
42.066667,0.172,0.0548,0.04999
42.083333,0.1719,0.0548,0.04999
42.1,0.1719,0.0548,0.04999
42.116667,0.1719,0.0548,0.04999
42.133333,0.1718,0.0548,0.04999
42.15,0.1718,0.0548,0.04999
42.166667,0.1718,0.0548,0.04999
42.183333,0.1717,0.0548,0.04999
42.2,0.1717,0.0548,0.04999
42.216667,0.1717,0.0548,0.04999
42.233333,0.1716,0.0548,0.04999
42.25,0.1716,0.0548,0.04999
42.266667,0.1716,0.0548,0.04999
42.283333,0.1716,0.0548,0.04999
42.3,0.1715,0.0548,0.04999
42.316667,0.1715,0.0548,0.04999
42.333333,0.1715,0.0548,0.04999
42.35,0.1714,0.0548,0.04999
42.366667,0.1714,0.0548,0.04999
42.383333,0.1714,0.0548,0.04999
42.4,0.1713,0.0547,0.04999
42.416667,0.1713,0.0547,0.04999
42.433333,0.1713,0.0547,0.04999
42.45,0.1712,0.0547,0.04999
42.466667,0.1712,0.0547,0.04999
42.483333,0.1712,0.0547,0.04999
42.5,0.1711,0.0547,0.04999
42.516667,0.1711,0.0547,0.04999
42.533333,0.1711,0.0547,0.04999
42.55,0.171,0.0547,0.04999
42.566667,0.171,0.0547,0.04999
42.583333,0.171,0.0547,0.04999
42.6,0.1709,0.0547,0.04999
42.616667,0.1709,0.0547,0.04999
42.633333,0.1709,0.0547,0.04999
42.65,0.1709,0.0547,0.04999
42.666667,0.1708,0.0547,0.04999
42.683333,0.1708,0.0547,0.04999
42.7,0.1708,0.0547,0.04999
42.716667,0.1707,0.0547,0.04999
42.733333,0.1707,0.0547,0.04999
42.75,0.1707,0.0547,0.04999
42.766667,0.1706,0.0547,0.04999
42.783333,0.1706,0.0547,0.04999
42.8,0.1706,0.0547,0.04999
42.816667,0.1705,0.0547,0.04999
42.833333,0.1705,0.0547,0.04999
42.85,0.1705,0.0547,0.04999
42.866667,0.1704,0.0546,0.04999
42.883333,0.1704,0.0546,0.04999
42.9,0.1704,0.0546,0.04999
42.916667,0.1704,0.0546,0.04999
42.933333,0.1703,0.0546,0.04999
42.95,0.1703,0.0546,0.04999
42.966667,0.1703,0.0546,0.04999
42.983333,0.1702,0.0546,0.04999
43.0,0.1702,0.0546,0.04999
43.016667,0.1702,0.0546,0.04999
43.033333,0.1701,0.0546,0.04999
43.05,0.1701,0.0546,0.04999
43.066667,0.1701,0.0546,0.04999
43.083333,0.17,0.0546,0.04999
43.1,0.17,0.0546,0.04999
43.116667,0.17,0.0546,0.04999
43.133333,0.1699,0.0546,0.04999
43.15,0.1699,0.0546,0.04999
43.166667,0.1699,0.0546,0.04999
43.183333,0.1699,0.0546,0.04999
43.2,0.1698,0.0546,0.04999
43.216667,0.1698,0.0546,0.04999
43.233333,0.1698,0.0546,0.04999
43.25,0.1697,0.0546,0.04999
43.266667,0.1697,0.0546,0.04999
43.283333,0.1697,0.0546,0.04999
43.3,0.1696,0.0546,0.04999
43.316667,0.1696,0.0546,0.04999
43.333333,0.1696,0.0545,0.04999
43.35,0.1695,0.0545,0.04999
43.366667,0.1695,0.0545,0.04999
43.383333,0.1695,0.0545,0.04999
43.4,0.1695,0.0545,0.04999
43.416667,0.1694,0.0545,0.04999
43.433333,0.1694,0.0545,0.04999
43.45,0.1694,0.0545,0.04999
43.466667,0.1693,0.0545,0.04999
43.483333,0.1693,0.0545,0.04999
43.5,0.1693,0.0545,0.04999
43.516667,0.1692,0.0545,0.04999
43.533333,0.1692,0.0545,0.04999
43.55,0.1692,0.0545,0.04999
43.566667,0.1692,0.0545,0.04999
43.583333,0.1691,0.0545,0.04999
43.6,0.1691,0.0545,0.04999
43.616667,0.1691,0.0545,0.04999
43.633333,0.169,0.0545,0.04999
43.65,0.169,0.0545,0.04999
43.666667,0.169,0.0545,0.04999
43.683333,0.1689,0.0545,0.04999
43.7,0.1689,0.0545,0.04999
43.716667,0.1689,0.0545,0.04999
43.733333,0.1689,0.0545,0.04999
43.75,0.1688,0.0545,0.04999
43.766667,0.1688,0.0545,0.04999
43.783333,0.1688,0.0545,0.04999
43.8,0.1687,0.0545,0.04999
43.816667,0.1687,0.0544,0.04999
43.833333,0.1687,0.0544,0.04999
43.85,0.1686,0.0544,0.04999
43.866667,0.1686,0.0544,0.04999
43.883333,0.1686,0.0544,0.04999
43.9,0.1686,0.0544,0.04999
43.916667,0.1685,0.0544,0.04999
43.933333,0.1685,0.0544,0.04999
43.95,0.1685,0.0544,0.04999
43.966667,0.1684,0.0544,0.04999
43.983333,0.1684,0.0544,0.04999
44.0,0.1684,0.0544,0.04999
44.016667,0.1683,0.0544,0.04999
44.033333,0.1683,0.0544,0.04999
44.05,0.1683,0.0544,0.04999
44.066667,0.1683,0.0544,0.04999
44.083333,0.1682,0.0544,0.04999
44.1,0.1682,0.0544,0.04999
44.116667,0.1682,0.0544,0.04999
44.133333,0.1681,0.0544,0.04999
44.15,0.1681,0.0544,0.04999
44.166667,0.1681,0.0544,0.04999
44.183333,0.1681,0.0544,0.04999
44.2,0.168,0.0544,0.04999
44.216667,0.168,0.0544,0.04999
44.233333,0.168,0.0544,0.04999
44.25,0.1679,0.0544,0.04999
44.266667,0.1679,0.0544,0.04999
44.283333,0.1679,0.0544,0.04999
44.3,0.1678,0.0544,0.04999
44.316667,0.1678,0.0544,0.04999
44.333333,0.1678,0.0543,0.04999
44.35,0.1678,0.0543,0.04999
44.366667,0.1677,0.0543,0.04999
44.383333,0.1677,0.0543,0.04999
44.4,0.1677,0.0543,0.04999
44.416667,0.1676,0.0543,0.04999
44.433333,0.1676,0.0543,0.04999
44.45,0.1676,0.0543,0.04999
44.466667,0.1676,0.0543,0.04999
44.483333,0.1675,0.0543,0.04999
44.5,0.1675,0.0543,0.04999
44.516667,0.1675,0.0543,0.04999
44.533333,0.1674,0.0543,0.04999
44.55,0.1674,0.0543,0.04999
44.566667,0.1674,0.0543,0.04999
44.583333,0.1674,0.0543,0.04999
44.6,0.1673,0.0543,0.04999
44.616667,0.1673,0.0543,0.04999
44.633333,0.1673,0.0543,0.04999
44.65,0.1672,0.0543,0.04999
44.666667,0.1672,0.0543,0.04999
44.683333,0.1672,0.0543,0.04999
44.7,0.1672,0.0543,0.04999
44.716667,0.1671,0.0543,0.04999
44.733333,0.1671,0.0543,0.04999
44.75,0.1671,0.0543,0.04999
44.766667,0.167,0.0543,0.04999
44.783333,0.167,0.0543,0.04999
44.8,0.167,0.0543,0.04999
44.816667,0.167,0.0543,0.04999
44.833333,0.1669,0.0543,0.04999
44.85,0.1669,0.0542,0.04999
44.866667,0.1669,0.0542,0.04999
44.883333,0.1668,0.0542,0.04999
44.9,0.1668,0.0542,0.04999
44.916667,0.1668,0.0542,0.04999
44.933333,0.1668,0.0542,0.04999
44.95,0.1667,0.0542,0.04999
44.966667,0.1667,0.0542,0.04999
44.983333,0.1667,0.0542,0.04999
45.0,0.1666,0.0542,0.04999
45.016667,0.1666,0.0542,0.04999
45.033333,0.1666,0.0542,0.04999
45.05,0.1666,0.0542,0.04999
45.066667,0.1665,0.0542,0.04999
45.083333,0.1665,0.0542,0.04999
45.1,0.1665,0.0542,0.04999
45.116667,0.1664,0.0542,0.04999
45.133333,0.1664,0.0542,0.04999
45.15,0.1664,0.0542,0.04999
45.166667,0.1664,0.0542,0.04999
45.183333,0.1663,0.0542,0.04999
45.2,0.1663,0.0542,0.04999
45.216667,0.1663,0.0542,0.04999
45.233333,0.1663,0.0542,0.04999
45.25,0.1662,0.0542,0.04999
45.266667,0.1662,0.0542,0.04999
45.283333,0.1662,0.0542,0.04999
45.3,0.1661,0.0542,0.04999
45.316667,0.1661,0.0542,0.04999
45.333333,0.1661,0.0542,0.04999
45.35,0.1661,0.0542,0.04999
45.366667,0.166,0.0542,0.04999
45.383333,0.166,0.0542,0.04999
45.4,0.166,0.0541,0.04999
45.416667,0.1659,0.0541,0.04999
45.433333,0.1659,0.0541,0.04999
45.45,0.1659,0.0541,0.04999
45.466667,0.1659,0.0541,0.04999
45.483333,0.1658,0.0541,0.04999
45.5,0.1658,0.0541,0.04999
45.516667,0.1658,0.0541,0.04999
45.533333,0.1658,0.0541,0.04999
45.55,0.1657,0.0541,0.04999
45.566667,0.1657,0.0541,0.04999
45.583333,0.1657,0.0541,0.04999
45.6,0.1656,0.0541,0.04999
45.616667,0.1656,0.0541,0.04999
45.633333,0.1656,0.0541,0.04999
45.65,0.1656,0.0541,0.04999
45.666667,0.1655,0.0541,0.04999
45.683333,0.1655,0.0541,0.04999
45.7,0.1655,0.0541,0.04999
45.716667,0.1654,0.0541,0.04999
45.733333,0.1654,0.0541,0.04999
45.75,0.1654,0.0541,0.04999
45.766667,0.1654,0.0541,0.04999
45.783333,0.1653,0.0541,0.04999
45.8,0.1653,0.0541,0.04999
45.816667,0.1653,0.0541,0.04999
45.833333,0.1653,0.0541,0.04999
45.85,0.1652,0.0541,0.04999
45.866667,0.1652,0.0541,0.04999
45.883333,0.1652,0.0541,0.04999
45.9,0.1651,0.0541,0.04999
45.916667,0.1651,0.0541,0.04999
45.933333,0.1651,0.0541,0.04999
45.95,0.1651,0.0541,0.04999
45.966667,0.165,0.054,0.04999
45.983333,0.165,0.054,0.04999
46.0,0.165,0.054,0.04999
46.016667,0.165,0.054,0.04999
46.033333,0.1649,0.054,0.04999
46.05,0.1649,0.054,0.04999
46.066667,0.1649,0.054,0.04999
46.083333,0.1649,0.054,0.04999
46.1,0.1648,0.054,0.04999
46.116667,0.1648,0.054,0.04999
46.133333,0.1648,0.054,0.04999
46.15,0.1647,0.054,0.04999
46.166667,0.1647,0.054,0.04999
46.183333,0.1647,0.054,0.04999
46.2,0.1647,0.054,0.04999
46.216667,0.1646,0.054,0.04999
46.233333,0.1646,0.054,0.04999
46.25,0.1646,0.054,0.04999
46.266667,0.1646,0.054,0.04999
46.283333,0.1645,0.054,0.04999
46.3,0.1645,0.054,0.04999
46.316667,0.1645,0.054,0.04999
46.333333,0.1644,0.054,0.04999
46.35,0.1644,0.054,0.04999
46.366667,0.1644,0.054,0.04999
46.383333,0.1644,0.054,0.04999
46.4,0.1643,0.054,0.04999
46.416667,0.1643,0.054,0.04999
46.433333,0.1643,0.054,0.04999
46.45,0.1643,0.054,0.04999
46.466667,0.1642,0.054,0.04999
46.483333,0.1642,0.054,0.04999
46.5,0.1642,0.054,0.04999
46.516667,0.1642,0.054,0.04999
46.533333,0.1641,0.054,0.04999
46.55,0.1641,0.054,0.04999
46.566667,0.1641,0.0539,0.04999
46.583333,0.1641,0.0539,0.04999
46.6,0.164,0.0539,0.04999
46.616667,0.164,0.0539,0.04999
46.633333,0.164,0.0539,0.04999
46.65,0.1639,0.0539,0.04999
46.666667,0.1639,0.0539,0.04999
46.683333,0.1639,0.0539,0.04999
46.7,0.1639,0.0539,0.04999
46.716667,0.1638,0.0539,0.04999
46.733333,0.1638,0.0539,0.04999
46.75,0.1638,0.0539,0.04999
46.766667,0.1638,0.0539,0.04999
46.783333,0.1637,0.0539,0.04999
46.8,0.1637,0.0539,0.04999
46.816667,0.1637,0.0539,0.04999
46.833333,0.1637,0.0539,0.04999
46.85,0.1636,0.0539,0.04999
46.866667,0.1636,0.0539,0.04999
46.883333,0.1636,0.0539,0.04999
46.9,0.1636,0.0539,0.04999
46.916667,0.1635,0.0539,0.04999
46.933333,0.1635,0.0539,0.04999
46.95,0.1635,0.0539,0.04999
46.966667,0.1635,0.0539,0.04999
46.983333,0.1634,0.0539,0.04999
47.0,0.1634,0.0539,0.04999
47.016667,0.1634,0.0539,0.04999
47.033333,0.1633,0.0539,0.04999
47.05,0.1633,0.0539,0.04999
47.066667,0.1633,0.0539,0.04999
47.083333,0.1633,0.0539,0.04999
47.1,0.1632,0.0539,0.04999
47.116667,0.1632,0.0539,0.04999
47.133333,0.1632,0.0539,0.04999
47.15,0.1632,0.0539,0.04999
47.166667,0.1631,0.0539,0.04999
47.183333,0.1631,0.0538,0.04999
47.2,0.1631,0.0538,0.04999
47.216667,0.1631,0.0538,0.04999
47.233333,0.163,0.0538,0.04999
47.25,0.163,0.0538,0.04999
47.266667,0.163,0.0538,0.04999
47.283333,0.163,0.0538,0.04999
47.3,0.1629,0.0538,0.04999
47.316667,0.1629,0.0538,0.04999
47.333333,0.1629,0.0538,0.04999
47.35,0.1629,0.0538,0.04999
47.366667,0.1628,0.0538,0.04999
47.383333,0.1628,0.0538,0.04999
47.4,0.1628,0.0538,0.04999
47.416667,0.1628,0.0538,0.04999
47.433333,0.1627,0.0538,0.04999
47.45,0.1627,0.0538,0.04999
47.466667,0.1627,0.0538,0.04999
47.483333,0.1627,0.0538,0.04999
47.5,0.1626,0.0538,0.04999
47.516667,0.1626,0.0538,0.04999
47.533333,0.1626,0.0538,0.04999
47.55,0.1626,0.0538,0.04999
47.566667,0.1625,0.0538,0.04999
47.583333,0.1625,0.0538,0.04999
47.6,0.1625,0.0538,0.04999
47.616667,0.1625,0.0538,0.04999
47.633333,0.1624,0.0538,0.04999
47.65,0.1624,0.0538,0.04999
47.666667,0.1624,0.0538,0.04999
47.683333,0.1624,0.0538,0.04999
47.7,0.1623,0.0538,0.04999
47.716667,0.1623,0.0538,0.04999
47.733333,0.1623,0.0538,0.04999
47.75,0.1623,0.0538,0.04999
47.766667,0.1622,0.0538,0.04999
47.783333,0.1622,0.0538,0.04999
47.8,0.1622,0.0538,0.04999
47.816667,0.1622,0.0538,0.04999
47.833333,0.1621,0.0537,0.04999
47.85,0.1621,0.0537,0.04999
47.866667,0.1621,0.0537,0.04999
47.883333,0.1621,0.0537,0.04999
47.9,0.162,0.0537,0.04999
47.916667,0.162,0.0537,0.04999
47.933333,0.162,0.0537,0.04999
47.95,0.162,0.0537,0.04999
47.966667,0.1619,0.0537,0.04999
47.983333,0.1619,0.0537,0.04999
48.0,0.1619,0.0537,0.04999
48.016667,0.1619,0.0537,0.04999
48.033333,0.1618,0.0537,0.04999
48.05,0.1618,0.0537,0.04999
48.066667,0.1618,0.0537,0.04999
48.083333,0.1618,0.0537,0.04999
48.1,0.1617,0.0537,0.04999
48.116667,0.1617,0.0537,0.04999
48.133333,0.1617,0.0537,0.04999
48.15,0.1617,0.0537,0.04999
48.166667,0.1616,0.0537,0.04999
48.183333,0.1616,0.0537,0.04999
48.2,0.1616,0.0537,0.04999
48.216667,0.1616,0.0537,0.04999
48.233333,0.1615,0.0537,0.04999
48.25,0.1615,0.0537,0.04999
48.266667,0.1615,0.0537,0.04999
48.283333,0.1615,0.0537,0.04999
48.3,0.1614,0.0537,0.04999
48.316667,0.1614,0.0537,0.04999
48.333333,0.1614,0.0537,0.04999
48.35,0.1614,0.0537,0.04999
48.366667,0.1613,0.0537,0.04999
48.383333,0.1613,0.0537,0.04999
48.4,0.1613,0.0537,0.04999
48.416667,0.1613,0.0537,0.04999
48.433333,0.1612,0.0537,0.04999
48.45,0.1612,0.0537,0.04999
48.466667,0.1612,0.0537,0.04999
48.483333,0.1612,0.0537,0.04999
48.5,0.1611,0.0536,0.04999
48.516667,0.1611,0.0536,0.04999
48.533333,0.1611,0.0536,0.04999
48.55,0.1611,0.0536,0.04999
48.566667,0.161,0.0536,0.04999
48.583333,0.161,0.0536,0.04999
48.6,0.161,0.0536,0.04999
48.616667,0.161,0.0536,0.04999
48.633333,0.1609,0.0536,0.04999
48.65,0.1609,0.0536,0.04999
48.666667,0.1609,0.0536,0.04999
48.683333,0.1609,0.0536,0.04999
48.7,0.1609,0.0536,0.04999
48.716667,0.1608,0.0536,0.04999
48.733333,0.1608,0.0536,0.04999
48.75,0.1608,0.0536,0.04999
48.766667,0.1608,0.0536,0.04999
48.783333,0.1607,0.0536,0.04999
48.8,0.1607,0.0536,0.04999
48.816667,0.1607,0.0536,0.04999
48.833333,0.1607,0.0536,0.04999
48.85,0.1606,0.0536,0.04999
48.866667,0.1606,0.0536,0.04999
48.883333,0.1606,0.0536,0.04999
48.9,0.1606,0.0536,0.04999
48.916667,0.1605,0.0536,0.04999
48.933333,0.1605,0.0536,0.04999
48.95,0.1605,0.0536,0.04999
48.966667,0.1605,0.0536,0.04999
48.983333,0.1604,0.0536,0.04999
49.0,0.1604,0.0536,0.04999
49.016667,0.1604,0.0536,0.04999
49.033333,0.1604,0.0536,0.04999
49.05,0.1603,0.0536,0.04999
49.066667,0.1603,0.0536,0.04999
49.083333,0.1603,0.0536,0.04999
49.1,0.1603,0.0536,0.04999
49.116667,0.1603,0.0536,0.04999
49.133333,0.1602,0.0536,0.04999
49.15,0.1602,0.0536,0.04999
49.166667,0.1602,0.0536,0.04999
49.183333,0.1602,0.0536,0.04999
49.2,0.1601,0.0536,0.04999
49.216667,0.1601,0.0535,0.04999
49.233333,0.1601,0.0535,0.04999
49.25,0.1601,0.0535,0.04999
49.266667,0.16,0.0535,0.04999
49.283333,0.16,0.0535,0.04999
49.3,0.16,0.0535,0.04999
49.316667,0.16,0.0535,0.04999
49.333333,0.1599,0.0535,0.04999
49.35,0.1599,0.0535,0.04999
49.366667,0.1599,0.0535,0.04999
49.383333,0.1599,0.0535,0.04999
49.4,0.1599,0.0535,0.04999
49.416667,0.1598,0.0535,0.04999
49.433333,0.1598,0.0535,0.04999
49.45,0.1598,0.0535,0.04999
49.466667,0.1598,0.0535,0.04999
49.483333,0.1597,0.0535,0.04999
49.5,0.1597,0.0535,0.04999
49.516667,0.1597,0.0535,0.04999
49.533333,0.1597,0.0535,0.04999
49.55,0.1596,0.0535,0.04999
49.566667,0.1596,0.0535,0.04999
49.583333,0.1596,0.0535,0.04999
49.6,0.1596,0.0535,0.04999
49.616667,0.1595,0.0535,0.04999
49.633333,0.1595,0.0535,0.04999
49.65,0.1595,0.0535,0.04999
49.666667,0.1595,0.0535,0.04999
49.683333,0.1595,0.0535,0.04999
49.7,0.1594,0.0535,0.04999
49.716667,0.1594,0.0535,0.04999
49.733333,0.1594,0.0535,0.04999
49.75,0.1594,0.0535,0.04999
49.766667,0.1593,0.0535,0.04999
49.783333,0.1593,0.0535,0.04999
49.8,0.1593,0.0535,0.04999
49.816667,0.1593,0.0535,0.04999
49.833333,0.1592,0.0535,0.04999
49.85,0.1592,0.0535,0.04999
49.866667,0.1592,0.0535,0.04999
49.883333,0.1592,0.0535,0.04999
49.9,0.1592,0.0535,0.04999
49.916667,0.1591,0.0535,0.04999
49.933333,0.1591,0.0535,0.04999
49.95,0.1591,0.0534,0.04999
49.966667,0.1591,0.0534,0.04999
49.983333,0.159,0.0534,0.04999
50.0,0.159,0.0534,0.04999
50.016667,0.159,0.0534,0.04999
50.033333,0.159,0.0534,0.04999
50.05,0.1589,0.0534,0.04999
50.066667,0.1589,0.0534,0.04999
50.083333,0.1589,0.0534,0.04999
50.1,0.1589,0.0534,0.04999
50.116667,0.1589,0.0534,0.04999
50.133333,0.1588,0.0534,0.04999
50.15,0.1588,0.0534,0.04999
50.166667,0.1588,0.0534,0.04999
50.183333,0.1588,0.0534,0.04999
50.2,0.1587,0.0534,0.04999
50.216667,0.1587,0.0534,0.04999
50.233333,0.1587,0.0534,0.04999
50.25,0.1587,0.0534,0.04999
50.266667,0.1587,0.0534,0.04999
50.283333,0.1586,0.0534,0.04999
50.3,0.1586,0.0534,0.04999
50.316667,0.1586,0.0534,0.04999
50.333333,0.1586,0.0534,0.04999
50.35,0.1585,0.0534,0.04999
50.366667,0.1585,0.0534,0.04999
50.383333,0.1585,0.0534,0.04999
50.4,0.1585,0.0534,0.04999
50.416667,0.1585,0.0534,0.04999
50.433333,0.1584,0.0534,0.04999
50.45,0.1584,0.0534,0.04999
50.466667,0.1584,0.0534,0.04999
50.483333,0.1584,0.0534,0.04999
50.5,0.1583,0.0534,0.04999
50.516667,0.1583,0.0534,0.04999
50.533333,0.1583,0.0534,0.04999
50.55,0.1583,0.0534,0.04999
50.566667,0.1582,0.0534,0.04999
