t_h,dT_K
42.3000,-0.000282
42.3167,-0.000282
42.3333,-0.000282
42.3500,-0.000282
42.3667,-0.000282
42.3833,-0.000281
42.4000,-0.000281
42.4167,-0.000281
42.4333,-0.000281
42.4500,-0.000280
42.4667,-0.000280
42.4833,-0.000280
42.5000,-0.000280
42.5167,-0.000280
42.5333,-0.000279
42.5500,-0.000279
42.5667,-0.000279
42.5833,-0.000279
42.6000,-0.000278
42.6167,-0.000278
42.6333,-0.000278
42.6500,-0.000278
42.6667,-0.000277
42.6833,-0.000277
42.7000,-0.000277
42.7167,-0.000276
42.7333,-0.000276
42.7500,-0.000276
42.7667,-0.000275
42.7833,-0.000275
42.8000,-0.000276
42.8167,-0.000275
42.8333,-0.000275
42.8500,-0.000274
42.8667,-0.000274
42.8833,-0.000273
42.9000,-0.000274
42.9167,-0.000274
42.9333,-0.000273
42.9500,-0.000273
42.9667,-0.000272
42.9833,-0.000273
43.0000,-0.000272
43.0167,-0.000272
43.0333,-0.000272
43.0500,-0.000272
43.0667,-0.000271
43.0833,-0.000271
43.1000,-0.000271
43.1167,-0.000270
43.1333,-0.000270
43.1500,-0.000270
43.1667,-0.000270
43.1833,-0.000270
43.2000,-0.000269
43.2167,-0.000269
43.2333,-0.000269
43.2500,-0.000268
43.2667,-0.000269
43.2833,-0.000268
43.3000,-0.000267
43.3167,-0.000268
43.3333,-0.000267
43.3500,-0.000267
43.3667,-0.000267
43.3833,-0.000267
43.4000,-0.000266
43.4167,-0.000266
43.4333,-0.000266
43.4500,-0.000266
43.4667,-0.000265
43.4833,-0.000265
43.5000,-0.000265
43.5167,-0.000265
43.5333,-0.000265
43.5500,-0.000264
43.5667,-0.000264
43.5833,-0.000263
43.6000,-0.000263
43.6167,-0.000264
43.6333,-0.000263
43.6500,-0.000263
43.6667,-0.000263
43.6833,-0.000262
43.7000,-0.000262
43.7167,-0.000262
43.7333,-0.000261
43.7500,-0.000261
43.7667,-0.000261
43.7833,-0.000261
43.8000,-0.000260
43.8167,-0.000260
43.8333,-0.000261
43.8500,-0.000261
43.8667,-0.000260
43.8833,-0.000259
43.9000,-0.000259
43.9167,-0.000259
43.9333,-0.000259
43.9500,-0.000258
43.9667,-0.000258
43.9833,-0.000258
44.0000,-0.000258
44.0167,-0.000258
44.0333,-0.000258
44.0500,-0.000258
44.0667,-0.000257
44.0833,-0.000257
44.1000,-0.000257
44.1167,-0.000256
44.1333,-0.000256
44.1500,-0.000256
44.1667,-0.000256
44.1833,-0.000256
44.2000,-0.000256
44.2167,-0.000255
44.2333,-0.000255
44.2500,-0.000255
44.2667,-0.000255
44.2833,-0.000254
44.3000,-0.000254
44.3167,-0.000254
44.3333,-0.000254
44.3500,-0.000253
44.3667,-0.000253
44.3833,-0.000253
44.4000,-0.000253
44.4167,-0.000252
44.4333,-0.000252
44.4500,-0.000252
44.4667,-0.000252
44.4833,-0.000252
44.5000,-0.000252
44.5167,-0.000251
44.5333,-0.000251
44.5500,-0.000251
44.5667,-0.000250
44.5833,-0.000251
44.6000,-0.000250
44.6167,-0.000250
44.6333,-0.000250
44.6500,-0.000249
44.6667,-0.000250
44.6833,-0.000249
44.7000,-0.000249
44.7167,-0.000249
44.7333,-0.000248
44.7500,-0.000249
44.7667,-0.000248
44.7833,-0.000248
44.8000,-0.000248
44.8167,-0.000248
44.8333,-0.000247
44.8500,-0.000247
44.8667,-0.000247
44.8833,-0.000247
44.9000,-0.000246
44.9167,-0.000246
44.9333,-0.000246
44.9500,-0.000246
44.9667,-0.000246
44.9833,-0.000245
45.0000,-0.000246
45.0167,-0.000245
45.0333,-0.000244
45.0500,-0.000245
45.0667,-0.000244
45.0833,-0.000244
45.1000,-0.000244
45.1167,-0.000244
45.1333,-0.000244
45.1500,-0.000243
45.1667,-0.000243
45.1833,-0.000242
45.2000,-0.000243
45.2167,-0.000242
45.2333,-0.000242
45.2500,-0.000242
45.2667,-0.000242
45.2833,-0.000241
45.3000,-0.000242
45.3167,-0.000242
45.3333,-0.000241
45.3500,-0.000241
45.3667,-0.000240
45.3833,-0.000241
45.4000,-0.000240
45.4167,-0.000240
45.4333,-0.000240
45.4500,-0.000240
45.4667,-0.000240
45.4833,-0.000239
45.5000,-0.000239
45.5167,-0.000239
45.5333,-0.000238
45.5500,-0.000239
45.5667,-0.000239
45.5833,-0.000238
45.6000,-0.000238
45.6167,-0.000238
45.6333,-0.000237
45.6500,-0.000237
45.6667,-0.000237
45.6833,-0.000237
45.7000,-0.000236
45.7167,-0.000237
45.7333,-0.000237
45.7500,-0.000236
45.7667,-0.000236
45.7833,-0.000236
45.8000,-0.000236
45.8167,-0.000236
45.8333,-0.000235
45.8500,-0.000235
45.8667,-0.000235
45.8833,-0.000235
45.9000,-0.000235
45.9167,-0.000234
45.9333,-0.000234
45.9500,-0.000234
45.9667,-0.000234
45.9833,-0.000234
46.0000,-0.000234
46.0167,-0.000234
46.0333,-0.000232
46.0500,-0.000232
46.0667,-0.000232
46.0833,-0.000232
46.1000,-0.000232
46.1167,-0.000232
46.1333,-0.000232
46.1500,-0.000232
46.1667,-0.000232
46.1833,-0.000231
46.2000,-0.000231
46.2167,-0.000231
46.2333,-0.000231
46.2500,-0.000231
46.2667,-0.000231
46.2833,-0.000230
46.3000,-0.000230
46.3167,-0.000230
46.3333,-0.000230
46.3500,-0.000230
46.3667,-0.000229
46.3833,-0.000229
46.4000,-0.000229
46.4167,-0.000229
46.4333,-0.000229
46.4500,-0.000228
46.4667,-0.000228
46.4833,-0.000228
46.5000,-0.000227
46.5167,-0.000227
46.5333,-0.000227
46.5500,-0.000227
46.5667,-0.000227
46.5833,-0.000227
46.6000,-0.000227
46.6167,-0.000226
46.6333,-0.000226
46.6500,-0.000226
46.6667,-0.000225
46.6833,-0.000226
46.7000,-0.000226
46.7167,-0.000225
46.7333,-0.000225
46.7500,-0.000225
46.7667,-0.000225
46.7833,-0.000225
46.8000,-0.000224
46.8167,-0.000224
46.8333,-0.000224
46.8500,-0.000224
46.8667,-0.000224
46.8833,-0.000223
46.9000,-0.000223
46.9167,-0.000223
46.9333,-0.000223
46.9500,-0.000222
46.9667,-0.000223
46.9833,-0.000223
47.0000,-0.000222
47.0167,-0.000222
47.0333,-0.000222
47.0500,-0.000222
47.0667,-0.000221
47.0833,-0.000222
47.1000,-0.000221
47.1167,-0.000221
47.1333,-0.000221
47.1500,-0.000220
47.1667,-0.000221
47.1833,-0.000220
47.2000,-0.000220
47.2167,-0.000220
47.2333,-0.000220
47.2500,-0.000219
47.2667,-0.000219
47.2833,-0.000219
47.3000,-0.000219
47.3167,-0.000219
47.3333,-0.000219
47.3500,-0.000218
47.3667,-0.000219
47.3833,-0.000218
47.4000,-0.000218
47.4167,-0.000218
47.4333,-0.000217
47.4500,-0.000218
47.4667,-0.000217
47.4833,-0.000217
47.5000,-0.000217
47.5167,-0.000217
47.5333,-0.000216
47.5500,-0.000217
47.5667,-0.000216
47.5833,-0.000216
47.6000,-0.000216
47.6167,-0.000216
47.6333,-0.000216
47.6500,-0.000215
47.6667,-0.000216
47.6833,-0.000215
47.7000,-0.000215
47.7167,-0.000214
47.7333,-0.000215
47.7500,-0.000215
47.7667,-0.000214
47.7833,-0.000214
47.8000,-0.000214
47.8167,-0.000214
47.8333,-0.000214
47.8500,-0.000213
47.8667,-0.000213
47.8833,-0.000213
47.9000,-0.000213
47.9167,-0.000213
47.9333,-0.000213
47.9500,-0.000212
47.9667,-0.000212
47.9833,-0.000212
48.0000,-0.000211
48.0167,-0.000212
48.0333,-0.000212
48.0500,-0.000212
48.0667,-0.000211
48.0833,-0.000211
48.1000,-0.000211
48.1167,-0.000211
48.1333,-0.000210
48.1500,-0.000210
48.1667,-0.000211
48.1833,-0.000211
48.2000,-0.000210
48.2167,-0.000210
48.2333,-0.000210
48.2500,-0.000210
48.2667,-0.000209
48.2833,-0.000209
48.3000,-0.000209
48.3167,-0.000209
48.3333,-0.000209
48.3500,-0.000209
48.3667,-0.000208
48.3833,-0.000208
48.4000,-0.000208
48.4167,-0.000208
48.4333,-0.000208
48.4500,-0.000208
48.4667,-0.000207
48.4833,-0.000207
48.5000,-0.000207
48.5167,-0.000207
48.5333,-0.000207
48.5500,-0.000207
48.5667,-0.000207
48.5833,-0.000207
48.6000,-0.000207
48.6167,-0.000206
48.6333,-0.000205
48.6500,-0.000205
48.6667,-0.000205
48.6833,-0.000205
48.7000,-0.000205
48.7167,-0.000205
48.7333,-0.000204
48.7500,-0.000204
48.7667,-0.000204
48.7833,-0.000204
48.8000,-0.000204
48.8167,-0.000204
48.8333,-0.000204
48.8500,-0.000204
48.8667,-0.000204
48.8833,-0.000203
48.9000,-0.000203
48.9167,-0.000203
48.9333,-0.000203
48.9500,-0.000203
48.9667,-0.000202
48.9833,-0.000202
49.0000,-0.000202
49.0167,-0.000202
49.0333,-0.000202
49.0500,-0.000202
49.0667,-0.000202
49.0833,-0.000201
49.1000,-0.000201
49.1167,-0.000201
49.1333,-0.000201
49.1500,-0.000201
49.1667,-0.000200
49.1833,-0.000201
49.2000,-0.000201
49.2167,-0.000201
49.2333,-0.000200
49.2500,-0.000200
49.2667,-0.000200
49.2833,-0.000200
49.3000,-0.000199
49.3167,-0.000200
49.3333,-0.000200
49.3500,-0.000199
49.3667,-0.000199
49.3833,-0.000199
49.4000,-0.000198
49.4167,-0.000199
49.4333,-0.000199
49.4500,-0.000198
49.4667,-0.000198
49.4833,-0.000198
49.5000,-0.000198
49.5167,-0.000198
49.5333,-0.000197
49.5500,-0.000197
49.5667,-0.000198
49.5833,-0.000197
49.6000,-0.000197
49.6167,-0.000196
49.6333,-0.000197
49.6500,-0.000197
49.6667,-0.000196
49.6833,-0.000197
49.7000,-0.000196
49.7167,-0.000196
49.7333,-0.000196
49.7500,-0.000196
49.7667,-0.000195
49.7833,-0.000196
49.8000,-0.000195
49.8167,-0.000195
49.8333,-0.000195
49.8500,-0.000195
49.8667,-0.000195
49.8833,-0.000195
49.9000,-0.000194
49.9167,-0.000194
49.9333,-0.000194
49.9500,-0.000194
49.9667,-0.000193
49.9833,-0.000194
50.0000,-0.000193
50.0167,-0.000194
50.0333,-0.000193
50.0500,-0.000193
50.0667,-0.000193
50.0833,-0.000193
50.1000,-0.000193
50.1167,-0.000192
50.1333,-0.000193
50.1500,-0.000192
50.1667,-0.000193
50.1833,-0.000192
50.2000,-0.000191
50.2167,-0.000192
50.2333,-0.000191
50.2500,-0.000192
50.2667,-0.000191
50.2833,-0.000191
50.3000,-0.000191
50.3167,-0.000191
50.3333,-0.000191
50.3500,-0.000191
50.3667,-0.000190
50.3833,-0.000191
50.4000,-0.000190
50.4167,-0.000190
50.4333,-0.000190
50.4500,-0.000190
50.4667,-0.000189
50.4833,-0.000190
50.5000,-0.000190
50.5167,-0.000189
50.5333,-0.000189
50.5500,-0.000189
50.5667,-0.000189
50.5833,-0.000188
50.6000,-0.000189
50.6167,-0.000189
50.6333,-0.000188
50.6500,-0.000188
