t_s,h_next_s
1419.561182,0.044136
1421.972868,0.044819
1424.394327,0.044862
1426.817548,0.044885
1429.241534,0.044891
1431.665934,0.044905
1434.091604,0.044938
1436.519555,0.044990
1438.950807,0.045061
1440.072917,0.000410
1440.096221,0.000453
1440.122004,0.000503
1440.150586,0.000557
1440.182282,0.000619
1440.217415,0.000685
1440.256287,0.000757
1440.299147,0.000832
1440.346186,0.000911
1440.397532,0.000992
1440.453271,0.001074
1440.513436,0.001156
1440.578027,0.001237
1440.647031,0.001319
1440.720429,0.001401
1440.798211,0.001482
1440.880352,0.001562
1440.966846,0.001643
1441.057696,0.001723
1441.152883,0.001804
1441.252412,0.001884
1441.356280,0.001964
1441.464481,0.002045
1441.577023,0.002125
1441.693903,0.002205
1441.815121,0.002286
1441.940691,0.002366
1442.070597,0.002447
1442.204848,0.002528
1442.343449,0.002608
1442.486399,0.002688
1442.633706,0.002769
1442.785368,0.002850
1442.941393,0.002931
1443.101782,0.003011
1443.266531,0.003092
1443.435656,0.003173
1443.609146,0.003254
1443.787021,0.003335
1443.969274,0.003416
1444.155918,0.003498
1444.346951,0.003579
1444.542385,0.003661
1444.742215,0.003742
1444.946444,0.003824
1445.155092,0.003905
1445.368150,0.003987
1445.585590,0.004067
1445.807317,0.004147
1446.033324,0.004226
1446.263620,0.004305
1446.498203,0.004384
1446.737086,0.004464
1446.980275,0.004544
1447.227773,0.004624
1447.479582,0.004704
1447.735721,0.004784
1447.996184,0.004865
1448.260988,0.004945
1448.530129,0.005025
1448.803628,0.005105
1449.081483,0.005187
1449.363702,0.005267
1449.650302,0.005348
1449.941275,0.005430
1450.236636,0.005511
1450.536400,0.005593
1450.840562,0.005674
1451.149147,0.005756
1451.462146,0.005838
1451.779580,0.005920
1452.101453,0.006003
1452.427782,0.006085
1452.758568,0.006168
1453.093816,0.006251
1453.433546,0.006334
1453.777773,0.006417
1454.126493,0.006500
1454.479724,0.006584
1454.837479,0.006668
1455.199770,0.006752
1455.566600,0.006836
1455.937977,0.006920
1456.313926,0.007005
1456.694454,0.007090
1457.079517,0.007173
1457.469040,0.007255
1457.863034,0.007339
1458.261512,0.007422
1458.664483,0.007505
1459.071966,0.007589
1459.483973,0.007672
1459.900508,0.007756
1460.321590,0.007841
1460.747243,0.007926
1461.177466,0.008010
1461.612274,0.008095
1462.051689,0.008181
1462.495719,0.008266
1462.944379,0.008352
1463.397690,0.008439
1463.855660,0.008525
1464.318301,0.008612
1464.785640,0.008699
1465.257693,0.008786
1465.734464,0.008874
1466.215973,0.008962
1466.702245,0.009050
1467.193286,0.009139
1467.689117,0.009227
1468.189751,0.009316
1468.695212,0.009406
1469.205503,0.009495
1469.720550,0.009583
1470.240331,0.009670
1470.764864,0.009758
1471.294171,0.009847
1471.828264,0.009936
1472.367176,0.010025
1472.910907,0.010115
1473.459489,0.010205
1474.012933,0.010295
1474.571265,0.010386
1475.134501,0.010477
1475.702662,0.010568
1476.275767,0.010660
1476.853838,0.010752
1477.436892,0.010844
1478.024950,0.010938
1478.618035,0.011031
1479.216161,0.011124
1479.819356,0.011218
1480.427644,0.011313
1481.041043,0.011407
1481.659565,0.011503
1482.283252,0.011599
1482.912062,0.011692
1483.545936,0.011787
1484.184892,0.011881
1484.828955,0.011975
1485.478145,0.012070
1486.132491,0.012166
1486.792009,0.012262
1487.456734,0.012359
1488.126673,0.012456
1488.801861,0.012553
1489.482320,0.012651
1490.168077,0.012749
1490.859150,0.012848
1491.555569,0.012947
1492.257349,0.013047
1492.964535,0.013147
1493.677138,0.013248
1494.395185,0.013349
1495.118705,0.013450
1495.847722,0.013553
1496.582263,0.013655
1497.322307,0.013756
1498.067794,0.013857
1498.818746,0.013958
1499.575199,0.014061
1500.025138,0.000201
1500.036338,0.000213
1500.048200,0.000226
1500.060787,0.000240
1500.074164,0.000255
1500.088395,0.000272
1500.103542,0.000290
1500.119704,0.000309
1500.136951,0.000330
1500.155357,0.000352
1500.175019,0.000376
1500.196007,0.000402
1500.218426,0.000429
1500.242346,0.000458
1500.267847,0.000487
1500.294990,0.000518
1500.323840,0.000551
1500.354453,0.000584
1500.386862,0.000618
1500.421120,0.000652
1500.457240,0.000686
1500.495256,0.000722
1500.535180,0.000757
1500.577039,0.000794
1500.620839,0.000830
1500.666599,0.000866
1500.714324,0.000902
1500.764038,0.000940
1500.815751,0.000977
1500.869479,0.001014
1500.925229,0.001052
1500.983039,0.001090
1501.042907,0.001128
1501.104859,0.001167
1501.168920,0.001207
1501.235102,0.001246
1501.303431,0.001285
1501.373911,0.001326
1501.446579,0.001367
1501.521455,0.001407
1501.598556,0.001449
1501.677911,0.001491
1501.759539,0.001533
1501.843462,0.001576
1501.929699,0.001619
1502.018277,0.001663
1502.109222,0.001707
1502.202563,0.001751
1502.298316,0.001796
1502.396512,0.001841
1502.497172,0.001888
1502.600324,0.001934
1502.705992,0.001981
1502.814211,0.002029
1502.924999,0.002076
1503.038390,0.002125
1503.154405,0.002173
1503.273078,0.002223
1503.394438,0.002272
1503.518512,0.002323
1503.645324,0.002374
1503.774915,0.002426
1503.907310,0.002478
1504.042539,0.002532
1504.180633,0.002585
1504.321625,0.002639
1504.465542,0.002693
1504.612429,0.002748
1504.762303,0.002804
1504.915211,0.002860
1505.071183,0.002917
1505.230251,0.002975
1505.392452,0.003033
1505.557815,0.003092
1505.726381,0.003152
1505.898194,0.003212
1506.073282,0.003274
1506.251683,0.003335
1506.433434,0.003398
1506.618575,0.003461
1506.807149,0.003524
1506.999180,0.003589
1507.194668,0.003652
1507.393621,0.003718
1507.596074,0.003783
1507.802081,0.003848
1508.011671,0.003915
1508.224891,0.003983
1508.441781,0.004052
1508.662375,0.004120
1508.886723,0.004190
1509.114874,0.004261
1509.346863,0.004333
1509.582744,0.004405
1509.822563,0.004478
1510.066358,0.004553
1510.314181,0.004628
1510.566070,0.004704
1510.822082,0.004780
1511.082259,0.004858
1511.346662,0.004937
1511.615334,0.005016
1511.888320,0.005096
1512.165677,0.005178
1512.447454,0.005260
1512.733697,0.005343
1513.024472,0.005428
1513.319826,0.005513
1513.619818,0.005600
1513.924496,0.005687
1514.233925,0.005775
1514.548154,0.005865
1514.867245,0.005955
1515.191248,0.006047
1515.520226,0.006140
1515.854249,0.006234
1516.193368,0.006328
1516.537644,0.006425
1516.887137,0.006522
1517.241915,0.006620
1517.602035,0.006720
1517.967566,0.006820
1518.338570,0.006923
1518.715116,0.007026
1519.097262,0.007130
1519.485080,0.007236
1519.878639,0.007342
1520.278005,0.007451
1520.683254,0.007561
1521.094453,0.007672
1521.511666,0.007784
1521.934977,0.007897
1522.364455,0.008012
1522.800166,0.008128
1523.242190,0.008246
1523.690605,0.008365
1524.145482,0.008484
1524.606818,0.008604
1525.074628,0.008725
1525.549000,0.008847
1526.030011,0.008971
1526.517732,0.009096
1527.012239,0.009222
1527.513623,0.009350
1528.021954,0.009480
1528.537316,0.009611
1529.059781,0.009743
1529.589438,0.009877
1530.126369,0.010013
1530.670660,0.010149
1531.222389,0.010288
1531.781655,0.010429
1532.348529,0.010570
1532.923108,0.010714
1533.505470,0.010858
1534.095707,0.011005
1534.693914,0.011153
1535.300171,0.011304
1535.914578,0.011456
1536.537222,0.011609
1537.168187,0.011764
1537.807583,0.011921
1538.455488,0.012079
1539.112007,0.012240
1539.777225,0.012402
1540.451249,0.012566
1541.134172,0.012731
1541.826087,0.012898
1542.527055,0.013066
1543.237035,0.013233
1543.956108,0.013402
1544.684371,0.013574
1545.421923,0.013747
1546.168862,0.013921
1546.925286,0.014098
1547.691281,0.014276
1548.466962,0.014457
1549.252422,0.014639
1550.047761,0.014822
1550.853079,0.015008
1551.668474,0.015196
1552.494049,0.015385
1553.329905,0.015577
1554.176148,0.015770
1555.032873,0.015965
1555.900184,0.016162
1556.778191,0.016361
1557.667001,0.016562
1558.566710,0.016765
1559.477423,0.016970
1560.020791,0.000224
1560.033286,0.000239
1560.046628,0.000256
1560.060899,0.000274
1560.076190,0.000293
1560.092598,0.000315
1560.110229,0.000339
1560.129202,0.000365
1560.149638,0.000393
1560.171663,0.000423
1560.195383,0.000456
1560.220941,0.000492
1560.248447,0.000529
1560.278010,0.000567
1560.309717,0.000608
1560.343658,0.000650
1560.379913,0.000694
1560.418522,0.000738
1560.459531,0.000783
1560.502982,0.000827
1560.548897,0.000873
1560.597298,0.000920
1560.648201,0.000967
1560.701631,0.001014
1560.757599,0.001060
1560.816136,0.001108
1560.877252,0.001156
1560.940977,0.001205
1561.007335,0.001253
1561.076338,0.001303
1561.148024,0.001353
1561.222421,0.001403
1561.299542,0.001454
1561.379426,0.001506
1561.462105,0.001558
1561.547599,0.001610
1561.635946,0.001662
1561.727176,0.001717
1561.821320,0.001771
1561.918405,0.001826
1562.018461,0.001881
1562.121525,0.001937
1562.227637,0.001993
1562.336816,0.002051
1562.449110,0.002109
1562.564541,0.002167
1562.683149,0.002226
1562.804975,0.002286
1562.930050,0.002348
1563.058412,0.002409
1563.190096,0.002470
1563.325145,0.002532
1563.463586,0.002596
1563.605462,0.002661
1563.750820,0.002725
1563.899692,0.002790
1564.052124,0.002857
1564.208147,0.002923
1564.367809,0.002991
1564.531146,0.003060
1564.698205,0.003129
1564.869033,0.003199
1565.043665,0.003270
1565.222152,0.003342
1565.404533,0.003415
1565.590858,0.003488
1565.781172,0.003562
1565.975517,0.003638
1566.173935,0.003713
1566.376483,0.003790
1566.583202,0.003868
1566.794142,0.003946
1567.009299,0.004024
1567.228666,0.004102
1567.452292,0.004182
1567.680226,0.004262
1567.912521,0.004343
1568.149219,0.004425
1568.390372,0.004508
1568.636036,0.004592
1568.886252,0.004677
1569.141077,0.004763
1569.400564,0.004850
1569.664772,0.004937
1569.933742,0.005026
1570.207541,0.005116
1570.486207,0.005207
1570.769810,0.005299
1571.058393,0.005392
1571.352021,0.005485
1571.650753,0.005581
1571.954635,0.005677
1572.263732,0.005774
1572.578102,0.005872
1572.897801,0.005970
1573.222881,0.006071
1573.553415,0.006172
1573.889458,0.006275
1574.231073,0.006379
1574.578320,0.006484
1574.931254,0.006590
1575.289937,0.006697
1575.654440,0.006806
1576.024824,0.006915
1576.401150,0.007025
1576.783485,0.007137
1577.171890,0.007250
1577.566431,0.007365
1577.967177,0.007480
1578.374193,0.007597
1578.787542,0.007715
1579.207293,0.007834
1579.633506,0.007955
1580.066264,0.008076
1580.505628,0.008199
1580.951671,0.008323
1581.404454,0.008449
1581.864050,0.008576
1582.330527,0.008704
1582.803928,0.008831
1583.284207,0.008959
1583.771412,0.009089
1584.265626,0.009219
1584.766907,0.009350
1585.275324,0.009482
1585.790944,0.009617
1586.313851,0.009752
1586.844104,0.009889
1587.381777,0.010027
1587.926940,0.010167
1588.479666,0.010308
1589.040022,0.010449
1589.608080,0.010592
1590.183917,0.010737
1590.767597,0.010883
1591.359208,0.011031
1591.958817,0.011179
1592.566494,0.011330
1593.182320,0.011481
1593.806355,0.011634
1594.438687,0.011789
1595.079385,0.011944
1595.728532,0.012101
1596.386192,0.012260
1597.052447,0.012420
1597.727367,0.012581
1598.411037,0.012743
1599.103428,0.012904
1599.804519,0.013066
1600.514370,0.013229
1601.233059,0.013393
1601.960655,0.013559
1602.697244,0.013726
1603.442890,0.013894
1604.197673,0.014064
1604.961667,0.014235
1605.734946,0.014408
1606.517588,0.014582
1607.309664,0.014757
1608.111252,0.014934
1608.922426,0.015113
1609.743266,0.015293
1610.573851,0.015473
1611.414247,0.015656
1612.264543,0.015840
1613.124813,0.016026
1613.995137,0.016212
1614.875481,0.016397
1615.765793,0.016582
1616.666143,0.016768
1617.576608,0.016956
1618.497262,0.017146
1619.428183,0.017337
1620.019113,0.000313
1620.036824,0.000344
1620.056267,0.000378
1620.077687,0.000417
1620.101371,0.000462
1620.127631,0.000513
1620.156807,0.000571
1620.189264,0.000634
1620.225357,0.000705
1620.265436,0.000782
1620.309821,0.000865
1620.358769,0.000951
1620.412492,0.001041
1620.471151,0.001134
1620.534866,0.001228
1620.603730,0.001324
1620.677813,0.001422
1620.757213,0.001521
1620.842003,0.001622
1620.932272,0.001724
1621.028105,0.001828
1621.129606,0.001934
1621.236885,0.002042
1621.350055,0.002152
1621.469232,0.002264
1621.594524,0.002379
1621.726066,0.002496
1621.863982,0.002615
1622.008407,0.002737
1622.159484,0.002861
1622.317342,0.002988
1622.482129,0.003118
1622.653995,0.003250
1622.833092,0.003386
1623.019583,0.003524
1623.213619,0.003666
1623.415385,0.003810
1623.625043,0.003958
1623.842775,0.004110
1624.068758,0.004264
1624.303189,0.004422
1624.546261,0.004584
1624.798172,0.004750
1625.059128,0.004919
1625.329337,0.005093
1625.609019,0.005270
1625.898411,0.005452
1626.197729,0.005638
1626.507220,0.005829
1626.827128,0.006024
1627.157712,0.006224
1627.499207,0.006428
1627.851724,0.006633
1628.215467,0.006844
1628.590705,0.007059
1628.977720,0.007280
1629.376807,0.007506
1629.788260,0.007738
1630.212392,0.007975
1630.649522,0.008220
1631.099970,0.008469
1631.564075,0.008726
1632.042186,0.008988
1632.534657,0.009258
1633.041852,0.009534
1633.564146,0.009817
1634.101929,0.010108
1634.655599,0.010406
1635.225572,0.010711
1635.812255,0.011025
1636.416088,0.011347
1637.037515,0.011676
1637.676990,0.012016
1638.334992,0.012363
1639.011992,0.012720
1639.708496,0.013085
1640.425010,0.013461
1641.162054,0.013846
1641.920169,0.014241
1642.699908,0.014647
1643.501832,0.015063
1644.326519,0.015491
1645.174575,0.015929
1646.046604,0.016379
1646.943099,0.016834
1647.864371,0.017298
1648.811042,0.017775
1649.783763,0.018263
1650.783194,0.018764
1651.810021,0.019278
1652.864939,0.019805
1653.948654,0.020345
1655.061901,0.020899
1656.205418,0.021466
1657.379971,0.022048
1658.586326,0.022645
1659.825285,0.023256
1661.097659,0.023883
1662.404261,0.024525
1663.745937,0.025182
1665.123544,0.025856
1666.537850,0.026538
1667.989175,0.027230
1669.478335,0.027940
1671.006211,0.028665
1672.573694,0.029407
1674.181696,0.030166
1675.831154,0.030943
1677.523003,0.031736
1679.258192,0.032548
1680.043932,0.000436
1680.068851,0.000490
1680.096866,0.000551
1680.128458,0.000622
1680.164155,0.000703
1680.204492,0.000794
1680.249940,0.000893
1680.300922,0.000998
1680.357723,0.001108
1680.420540,0.001220
1680.489426,0.001333
1680.564375,0.001445
1680.645345,0.001556
1680.732291,0.001666
1680.825135,0.001775
1680.923853,0.001883
1681.028387,0.001990
1681.138699,0.002098
1681.254764,0.002204
1681.376550,0.002309
1681.504036,0.002414
1681.637189,0.002519
1681.775988,0.002624
1681.920406,0.002727
1682.070418,0.002831
1682.226015,0.002934
1682.387171,0.003036
1682.553870,0.003139
1682.726082,0.003241
1682.903795,0.003343
1683.086989,0.003444
1683.275648,0.003546
1683.469761,0.003646
1683.669301,0.003747
1683.874261,0.003847
1684.084625,0.003947
1684.300377,0.004046
1684.521506,0.004146
1684.747999,0.004244
1684.979842,0.004344
1685.217009,0.004442
1685.459361,0.004536
1685.706836,0.004631
1685.959421,0.004726
1686.217116,0.004821
1686.479910,0.004915
1686.747797,0.005009
1687.020764,0.005103
1687.298807,0.005197
1687.581930,0.005291
1687.870115,0.005384
1688.163363,0.005478
1688.461670,0.005572
1688.765039,0.005666
1689.073451,0.005759
1689.386920,0.005852
1689.705429,0.005946
1690.028982,0.006040
1690.357583,0.006133
1690.691222,0.006226
1691.029900,0.006319
1691.373610,0.006413
1691.722373,0.006506
1692.076168,0.006599
1692.435003,0.006692
1692.798885,0.006786
1693.167813,0.006880
1693.541792,0.006973
1693.920811,0.007066
1694.304887,0.007160
1694.694023,0.007254
1695.088215,0.007347
1695.487472,0.007441
1695.891753,0.007533
1696.300942,0.007624
1696.715045,0.007715
1697.134063,0.007806
1697.558003,0.007897
1697.986867,0.007989
1698.420666,0.008080
1698.859414,0.008172
1699.303113,0.008264
1699.751770,0.008355
1700.205399,0.008447
1700.664001,0.008540
1701.127591,0.008632
1701.596171,0.008725
1702.069752,0.008817
1702.548356,0.008910
1703.031981,0.009004
1703.520637,0.009096
1704.014332,0.009190
1704.513088,0.009284
1705.016906,0.009378
1705.525799,0.009472
1706.039781,0.009566
1706.558864,0.009661
1707.083053,0.009755
1707.612248,0.009847
1708.146420,0.009939
1708.685585,0.010032
1709.229756,0.010124
1709.778943,0.010218
1710.333164,0.010310
1710.892428,0.010404
1711.456749,0.010498
1712.026142,0.010592
1712.600611,0.010686
1713.180186,0.010782
1713.764879,0.010876
1714.354695,0.010971
1714.949656,0.011066
1715.549775,0.011162
1716.155073,0.011258
1716.765560,0.011354
1717.381254,0.011451
1718.002164,0.011548
1718.628307,0.011645
1719.259697,0.011741
1719.896239,0.011836
1720.537918,0.011932
1721.184744,0.012026
1721.836725,0.012123
1722.493891,0.012219
1723.156253,0.012315
1723.823822,0.012412
1724.496624,0.012509
1725.174667,0.012606
1725.857975,0.012703
1726.546557,0.012801
1727.240436,0.012899
1727.939637,0.012998
1728.644169,0.013097
1729.354051,0.013197
1730.069296,0.013296
1730.789925,0.013396
1731.515955,0.013496
1732.247385,0.013595
1732.984115,0.013693
1733.726151,0.013792
1734.473510,0.013890
1735.226209,0.013989
1735.984265,0.014089
1736.747695,0.014188
1737.516524,0.014289
1738.290757,0.014389
1739.070420,0.014490
1739.855531,0.014591
1740.024365,0.000337
1740.043445,0.000371
1740.064515,0.000411
1740.087882,0.000456
1740.113890,0.000509
1740.142925,0.000568
1740.175390,0.000636
1740.211727,0.000712
1740.252354,0.000796
1740.297664,0.000886
1740.348007,0.000981
1740.403664,0.001083
1740.464849,0.001187
1740.531742,0.001293
1740.604465,0.001402
1740.683147,0.001514
1740.767907,0.001628
1740.858868,0.001744
1740.956167,0.001863
1741.059951,0.001984
1741.170369,0.002108
1741.287588,0.002236
1741.411786,0.002367
1741.543143,0.002501
1741.681845,0.002639
1741.828098,0.002781
1741.982102,0.002926
1742.144076,0.003076
1742.314248,0.003230
1742.492852,0.003388
1742.680142,0.003552
1742.876356,0.003719
1743.081774,0.003893
1743.296682,0.004071
1743.521372,0.004255
1743.756140,0.004444
1744.001322,0.004640
1744.257240,0.004843
1744.524245,0.005052
1744.802710,0.005267
1745.093029,0.005490
1745.395604,0.005721
1745.710860,0.005961
1746.039245,0.006208
1746.381229,0.006464
1746.737302,0.006730
1747.107992,0.007006
1747.493847,0.007292
1747.895439,0.007589
1748.313380,0.007897
1748.748118,0.008213
1749.200206,0.008540
1749.670346,0.008881
1750.159272,0.009236
1750.667762,0.009606
1751.196653,0.009992
1751.746829,0.010395
1752.319221,0.010815
1752.914812,0.011255
1753.534664,0.011714
1754.179894,0.012196
1754.851707,0.012700
1755.551378,0.013228
1756.280281,0.013783
1757.039869,0.014366
1757.831711,0.014979
1758.657497,0.015624
1759.519023,0.016303
1760.418237,0.017021
1761.357233,0.017778
1762.338272,0.018579
1763.363804,0.019428
1764.436480,0.020327
1765.559183,0.021282
1766.735039,0.022298
1767.967461,0.023379
1769.260174,0.024533
1770.617277,0.025767
1772.043258,0.027087
1773.543047,0.028504
1775.122106,0.030027
1776.786483,0.031668
1778.542622,0.033426
1780.397296,0.035326
1782.358737,0.037387
1784.436207,0.039630
1786.640166,0.042080
1788.982486,0.044765
1791.476699,0.047717
1794.138309,0.050978
1796.985223,0.054595
1800.000000,0.034487
